,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id,_joinme,_joinme2
45018,86.87156,21.52798,Remu,131294,1258229.0,29014638.0,30319.0,Town,PPL,West Bengal,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45019,74.77391,16.49178,Rāybāg,131295,1258278.0,,17389.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45020,76.85769,14.69743,Rāyadrug,131296,1258290.0,,59968.0,,PPL,,IN,,,,,,,0,0,8,IN,10.0,locality,import,,,
45021,84.85109,26.9832,Raxaul,131297,1258294.0,,47965.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45022,74.30838,33.37541,Rajauri,131331,1258891.0,2290377.0,27792.0,Town,PPL,Jammu and Kashmir,IN,23424848.0,India,,1.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45023,81.15137,25.38727,Rajapur,131333,1258911.0,29103752.0,13962.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45024,77.39799,9.17489,Puliyankudi,131355,1259263.0,2294695.0,62494.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,1.0,,1.0,0,1,8,IN,10.0,locality,import,,,
45025,78.13545,9.29147,Pudur,131356,1259293.0,29084399.0,8281.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,,,
45026,80.11488,13.04888,Poonamalle,131365,1259400.0,,48837.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45027,84.23162,20.47916,Phulabāni,131378,1259756.0,,36613.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45028,79.46392,26.59941,Phaphūnd,131379,1259801.0,,16675.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45029,72.36826,27.13102,Phalodi,131381,1259813.0,,46788.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45030,76.47478,10.11136,Perumpāvūr,131385,1259857.0,,27105.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45031,76.95159,11.15255,Periyanaikenpalayam,131391,1259878.0,56122838.0,24894.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45032,80.16176,24.26659,Mawai,131401,1260009.0,29028663.0,13083.0,Town,PPL,Madhya Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45033,80.10305,28.06626,Pawāyan,131400,1260003.0,,25708.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45034,76.7,8.78333,Paravūr,131410,1260354.0,,38946.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45035,77.32698,28.14327,Palwal,131433,1260637.0,,121965.0,,PPL,,IN,,,,,,,0,0,9,IN,10.0,locality,import,,,
45036,83.98104,26.90424,Parsauna,131454,1260909.0,29120577.0,47181.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45037,73.62539,29.70885,Padampur,131455,1260938.0,2283605.0,18454.0,Town,PPL,Rajasthan,IN,23424848.0,India,,1.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45038,73.92816,20.09473,Ojhar,131462,1261068.0,,44935.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45039,78.88307,12.76792,Odugattūr,131463,1261076.0,,8282.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45040,88.62943,26.83644,Odlābāri,131464,1261077.0,,12311.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45041,79.30882,25.80766,Kotra,131711,1265954.0,,8534.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45042,82.9859,24.41656,Obra,131476,1261086.0,,56110.0,,PPL,,IN,,,,,,,0,0,8,IN,10.0,locality,import,,,
45043,83.10973,26.97684,Mehndāwal,131581,1263185.0,,25495.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45044,77.00144,28.10296,Nuh,131482,1261145.0,2291225.0,12698.0,Town,PPL,Haryana,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45045,85.50416,22.16094,Noamundi,131484,1261242.0,2290040.0,16558.0,Town,PPL,Jharkhand,IN,23424848.0,India,,7.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45046,93.06532,23.13227,North Vanlaiphai,131483,1261173.0,,3475.0,,PPL,,IN,,,,,,,0,0,4,IN,10.0,locality,import,,,
45047,77.09318,23.70758,Narsinghgarh,131518,1261752.0,,29981.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45048,76.14171,29.22123,Nārnaund,131520,1261771.0,,16299.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45049,78.38472,28.19994,Raura,131523,1261837.0,29091694.0,22432.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45050,78.71291,28.48451,Narauli,131524,1261839.0,2291199.0,17945.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45051,80.475,25.19032,Naraini,131528,1261871.0,29109695.0,15077.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45052,75.20608,26.79069,Narayana,131529,1261872.0,2291536.0,17048.0,Town,PPL,Rajasthan,IN,23424848.0,India,,1.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45053,75.512,13.61076,Narasimharājapura,131526,1261847.0,,7775.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45054,77.65806,8.49326,Nanguneri,131532,1261911.0,,6969.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45055,76.37574,31.38966,Nāngal Township,131534,1261922.0,,44176.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45056,73.34297,27.79836,Deshnoke,132144,1273153.0,,16720.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45057,76.08333,32.05,Nagrota,131545,1262162.0,,6125.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45058,81.14078,26.619,Nagrām,131546,1262168.0,,9858.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45059,79.10083,14.26965,Nāgireddipalli,131547,1262196.0,,10392.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45060,84.12719,24.60658,Nabīnagar,131550,1262318.0,,20848.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45061,76.57728,9.98493,Mūvattupula,131551,1262338.0,,29664.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45062,77.36714,20.73263,Murtijapur,131552,1262410.0,29032967.0,40223.0,Town,PPL,Maharashtra,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45063,76.33613,15.30759,Munirābād,131556,1262469.0,,8246.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45064,75.02787,32.03733,Derā Nānak,132145,1273173.0,,7491.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45065,88.19006,26.88817,Mirik,131573,1263010.0,,10109.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45066,79.56247,16.8722,Miriālgūda,131574,1263012.0,,101234.0,,PPL,,IN,,,,,,,0,0,9,IN,10.0,locality,import,,,
45067,79.66619,28.02929,Mīrānpur Katra,131575,1263021.0,,29626.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45068,80.25899,13.27918,Mīnjūr,131576,1263034.0,,24674.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45069,74.78773,17.63359,Mhāsvād,131578,1263083.0,,21404.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45070,93.88873,24.60998,Mayang Imphal,131584,1263255.0,2290247.0,22159.0,Town,PPL,Manipur,IN,23424848.0,India,,3.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45071,75.25,30.08333,Maur,131587,1263293.0,56122328.0,28295.0,Town,PPL,Punjab,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45072,81.8741,24.66629,Daudganj,131588,1263300.0,29095241.0,25537.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45073,80.1567,25.43616,Mataundh,131592,1263384.0,,8591.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45074,76.64081,11.56791,Masinigudi,131595,1263418.0,,9642.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45075,78.56923,27.73645,Mārahra,131602,1263567.0,,18873.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45076,76.49735,19.30133,Mānwat,131604,1263591.0,,30624.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45077,77.05046,15.98949,Mānvi,131605,1263594.0,,41647.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45078,89.86373,25.53347,Mankachar,131612,1263678.0,2282004.0,31091.0,Town,PPL,Assam,IN,23424848.0,India,,1.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45079,81.37371,25.53057,Manjhar,131613,1263691.0,29113462.0,16939.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45080,92.03047,26.44212,Mangaldai,131621,1263787.0,,24871.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45081,75.65995,22.17598,Māndleshwar,131625,1263850.0,,12049.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45082,79.01655,23.39087,Deorī Khās,132146,1273191.0,,24934.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45083,77.24476,15.85572,Kosigi,131729,1266070.0,,15455.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45084,73.9347,16.91999,Malkapur,131637,1264074.0,2292862.0,13343.0,Town,PPL,Maharashtra,IN,23424848.0,India,,1.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45085,80.47371,27.66368,Mahola,131642,1264356.0,29099934.0,19343.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45086,79.87231,25.29222,Mahoba,131643,1264359.0,2291406.0,89170.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,20.0,20.0,4.0,1.0,1,1,8,IN,10.0,locality,import,,,
45087,82.09796,21.1104,Mahasamund,131645,1264414.0,2289629.0,50441.0,Town,PPL,Chhattisgarh,IN,23424848.0,India,,,,,0,0,8,IN,10.0,locality,import,,,
45088,76.29538,28.96797,Madha,131648,1264455.0,29192495.0,19383.0,Town,PPL,Haryana,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45089,75.10873,16.3888,Mahalingpur,131650,1264457.0,2281562.0,32699.0,Town,PPL,Karnataka,IN,23424848.0,India,,2.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45090,83.12765,26.75599,Mahari,131652,1264504.0,29120307.0,17011.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45091,79.43333,16.48333,Mācherla,131658,1264647.0,,51039.0,,PPL,,IN,,,,,,,0,0,8,IN,10.0,locality,import,,,
45092,76.31592,24.12735,Māchalpur,131659,1264653.0,,8556.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45093,73.61065,23.12854,Lūnāvāda,131660,1264700.0,,35431.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45094,74.51906,15.46907,Londa,131662,1264792.0,,6131.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45095,81.70478,25.93182,Lalganj,131678,1265169.0,2288762.0,23728.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45096,85.17304,25.8673,Lalganj,131679,1265170.0,29158347.0,31879.0,Town,PPL,Bihar,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45097,77.04439,29.99382,Ladwa,131684,1265323.0,2291089.0,23565.0,Town,PPL,Haryana,IN,23424848.0,India,,1.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45098,81.72139,20.83222,Kurud-i,131687,1265472.0,29179033.0,11290.0,Town,PPL,Chhattisgarh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45099,79.59066,11.55028,Kurinjipai,131688,1265504.0,29076865.0,23017.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45100,78.34235,12.74768,Kuppam,131693,1265555.0,29075439.0,19854.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,5.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45101,83.96792,26.20258,Lār,131671,1265053.0,,26688.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45102,69.96351,22.19072,Lālpur,131676,1265150.0,,15076.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45103,78.81935,10.87419,Lalgudi,131677,1265163.0,,20916.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45104,92.61592,24.55418,Lāla,131680,1265190.0,,10942.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45105,79.21667,18.86667,Lakshettipet,131681,1265205.0,,11162.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45106,78.04086,29.75876,Laksar,131682,1265208.0,,19270.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45107,86.84372,23.73166,Kutni,131698,1265711.0,29012252.0,305405.0,Town,PPL,West Bengal,IN,23424848.0,India,,,,,0,0,10,IN,10.0,locality,import,,,
45108,79.63987,25.3202,Kulpahar,131699,1265716.0,2291405.0,18976.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,3.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45109,81.72934,17.0162,Kovvur,131704,1265886.0,2293839.0,40379.0,Town,PPL,Andhra Pradesh,IN,23424848.0,India,,4.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45110,79.98595,14.50011,Kovur,131705,1265888.0,29145075.0,35600.0,Town,PPL,Andhra Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45111,81.31892,25.03046,Kota,131707,1265901.0,29021479.0,13916.0,Town,PPL,Madhya Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45112,81.97904,23.20383,Kotma,131718,1265964.0,29022098.0,31756.0,Town,PPL,Madhya Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45113,75.13763,30.94523,Kot Ïsa Khān,131720,1265974.0,,9639.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45114,80.53333,16.61667,Ponnapalle,131733,1266209.0,29144430.0,38714.0,Town,PPL,Andhra Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45115,81.664,19.59083,Kondagaon,131734,1266216.0,2293638.0,27626.0,Town,PPL,Chhattisgarh,IN,23424848.0,India,,52.0,,1.0,0,2,7,IN,10.0,locality,import,,,
45116,74.74886,16.20138,Konnūr,131732,1266178.0,,19166.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45117,79.15127,25.99451,Konch,131735,1266217.0,,52773.0,,PPL,,IN,,,,,,,0,0,8,IN,10.0,locality,import,,,
45118,78.2033,29.50512,Kiratpur,131763,1266509.0,29087948.0,60223.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,8,IN,10.0,locality,import,,,
45119,77.78644,27.13754,Vipraoli,131764,1266510.0,29094220.0,21024.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45120,80.27046,28.20307,Khūtār,131769,1266596.0,,15618.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45121,76.8601,22.16749,Khirkiān,131772,1266710.0,,18498.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45122,76.578,24.03943,Khilchipur,131773,1266731.0,,16411.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45123,74.58535,21.67124,Khetia,131775,1266746.0,,15021.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45124,86.55578,25.12446,Harpur,131790,1266975.0,29168081.0,27492.0,Town,PPL,Bihar,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45125,78.98165,21.42264,Khapa,131791,1267006.0,29033585.0,15175.0,Town,PPL,Maharashtra,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45126,75.54631,16.01384,Kerur,131794,1267239.0,29205202.0,17928.0,Town,PPL,Karnataka,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45127,86.51499,23.1959,Kendadi,131796,1267290.0,29011948.0,15131.0,Town,PPL,West Bengal,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45128,79.63154,27.2625,Kamalganj,131845,1268276.0,,16222.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45129,78.93856,27.00087,Khal,131816,1267772.0,29093806.0,26693.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45130,85.19634,20.36436,Kanto,131821,1267964.0,29049363.0,8861.0,Town,PPL,Orissa,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,,,
45131,82.92042,20.46709,Kantabanji,131822,1267978.0,2289690.0,21024.0,Town,PPL,Orissa,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45132,81.49202,20.27224,Kanker,131824,1268031.0,2289712.0,25984.0,Town,PPL,Chhattisgarh,IN,23424848.0,India,,6.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45133,77.5609,11.00599,Kangayam,131831,1268095.0,,31364.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45134,86.05192,22.8517,Kāndra,131833,1268116.0,,6902.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45135,78.34177,18.32001,Kāmāreddi,131842,1268259.0,,71042.0,,PPL,,IN,,,,,,,0,0,8,IN,10.0,locality,import,,,
45136,77.26908,27.65791,Kāman,131843,1268266.0,,33524.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45137,91.83438,24.19593,Kamalpur,131844,1268271.0,,5508.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45138,78.66948,14.5983,Kamalapuram,131846,1268277.0,2294012.0,14677.0,Town,PPL,Andhra Pradesh,IN,23424848.0,India,,2.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45139,88.36295,23.21944,Kalna,131852,1268341.0,29007268.0,53964.0,Town,PPL,West Bengal,IN,23424848.0,India,,,,,0,0,8,IN,10.0,locality,import,,,
45140,85.5449,20.93385,Kāmākhyānagar,131847,1268279.0,,15818.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45141,73.12708,18.9802,Kālundri,131848,1268308.0,,8101.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45142,82.71543,25.20651,Kachhuwa,131870,1268722.0,29126157.0,15381.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45143,76.78906,31.98727,Jogindarnagar,131875,1268849.0,,5233.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45144,70.28333,22.71667,Jodiya Bandar,131877,1268863.0,,15788.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45145,74.89087,24.30871,Jīran,131879,1268893.0,,10982.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45146,78.65256,27.23566,Jasrana,131902,1269165.0,29092856.0,9883.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,,,
45147,78.82656,29.27944,Jalpur,131903,1269168.0,29087158.0,42524.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45148,86.64576,24.51379,Jasidih,131904,1269175.0,2290178.0,16338.0,Town,PPL,Jharkhand,IN,23424848.0,India,,2.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45149,76.53464,21.05194,Jālgaon,131920,1269406.0,,27794.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45150,74.25726,30.60622,Jalālābād,131923,1269445.0,,29824.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45151,75.82392,29.79627,Jākhal,131924,1269470.0,,7411.0,,PPL,,IN,,,,,,,0,0,5,IN,10.0,locality,import,,,
45152,73.93686,26.20441,Jaitāran,131927,1269498.0,,21403.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45153,86.17112,20.2557,Samantsingharpur,131942,1269581.0,29051128.0,32945.0,Town,PPL,Orissa,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45154,80.89818,27.08343,Itaunjha,131943,1269652.0,29116466.0,6726.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,,,
45155,78.72412,28.32849,Islamnagar,131945,1269670.0,2291207.0,29144.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45156,83.86667,21.51667,Hirakud,131963,1270059.0,2278200.0,27277.0,Town,PPL,Orissa,IN,23424848.0,India,,4.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45157,74.40407,30.70862,Guruhar Sahai,131991,1270612.0,29060357.0,16027.0,Town,PPL,Punjab,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,,,
45158,80.06054,12.84519,Gūduvāncheri,132002,1270787.0,,30972.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45159,86.51854,23.83556,Gobindpur,132025,1271130.0,29011935.0,9507.0,Town,PPL,West Bengal,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,,,
45160,78.35094,28.41975,Gawan,132045,1271444.0,29092016.0,8744.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,,,
45161,89.96118,26.08334,Gauripur,132046,1271453.0,2289018.0,24694.0,Town,PPL,Assam,IN,23424848.0,India,,1.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45162,78.78466,22.92258,Gādarwāra,132053,1271847.0,,41420.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
45163,88.18333,22.50444,Fort Gloster,132055,1271871.0,,18350.0,,PPL,,IN,,,,,,,0,0,6,IN,10.0,locality,import,,,
45164,85.30273,25.50974,Jatwa,132069,1271892.0,29155960.0,41647.0,Town,PPL,Bihar,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,,,
45165,79.5393,28.2091,Faridpur,132073,1271947.0,2291215.0,71783.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,8,IN,10.0,locality,import,,,
45166,77.76195,27.3209,Rarah,132075,1271956.0,29064640.0,9236.0,Town,PPL,Rajasthan,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,,,
45167,89.20423,26.51963,Falakata,132076,1271965.0,2289013.0,20119.0,Town,PPL,West Bengal,IN,23424848.0,India,,1.0,,1.0,0,1,7,IN,10.0,locality,import,,,
45168,77.99066,9.14405,Muttayyapuram,132077,1271984.0,28999069.0,12956.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,1.0,,1.0,0,1,6,IN,10.0,locality,import,,,
45169,78.20339,17.07788,Farrukhnagar,132072,1271940.0,,39766.0,,PPL,,IN,,,,,,,0,0,7,IN,10.0,locality,import,,,
