,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id
70000,130.45641,33.52404,Kasuga-shi,1028031,1859888.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70001,136.97226,35.24762,Kasugai-shi,1028032,1859890.0,,298589.0,,ADM2,,JP,,,,,,,0,0,10,JP,10.0,county,import,
70002,135.62867,34.5792,Kashiwara-shi,1028033,1859912.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70003,131.5367,33.44729,Kitsuki-shi,1028034,1859233.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70004,139.57841,35.58617,Miyamae-ku,380839,7470876.0,,0.0,,ADM3,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70005,131.627883,34.348618,阿東町,368364,,24705012.0,,Town,,山口県,,23424856.0,日本,128.0,128.0,26.0,1.0,3,3,0,JP,9.0,locality,import,
70006,138.25715,34.77349,Yoshida-chō,372393,1848208.0,,0.0,,ADM3,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70007,128.42894,27.04697,Yoron-chō,372394,1848229.0,,0.0,,ADM3,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70008,139.7,35.56667,Ōta-ku,372432,1853655.0,,0.0,,ADM3,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70009,136.18308,34.03691,Owase-shi,1027925,1853513.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70010,135.4861,34.67617,Nishi-ku,1027926,1855256.0,,0.0,,ADM3,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70011,127.75906,26.22986,Nishihara-chō,1027927,1855299.0,,0.0,,ADM3,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70012,139.03302,37.82738,Niigata-shi,1027928,1855427.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70013,137.02658,35.48386,Minokamo-shi,1027992,1857051.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70014,139.61667,35.46667,Kanagawa-ku,1028094,1860290.0,,0.0,,ADMD,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70015,139.21823,36.32126,Isesaki-shi,1028134,1861435.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70016,136.20341,35.25851,Hikone-shi,1028151,1862635.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70017,135.53084,34.7433,Higashiyodogawa-ku,1028156,1862701.0,,0.0,,ADM3,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70018,143.03061,42.75736,Obihiro-shi,1028539,2128812.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70019,140.73333,42.8,Niseko-chō,1028540,2128931.0,,0.0,,ADMD,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70020,141.19576,40.23798,Ninohe-shi,1028541,2128940.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70021,140.98845,42.36658,Muroran-shi,1028542,2129098.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70022,141.65918,40.14364,Kuji-shi,1028543,2129423.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70023,143.7152,43.8516,Kitami-shi,1028544,2129532.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70024,141.79744,43.18086,Iwamizawa-shi,1028545,2129869.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70025,141.48124,40.47389,Hachinohe-shi,1028546,2130200.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70026,141.54391,43.10729,Ebetsu-shi,1028547,2130402.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70027,141.01756,42.60973,Date-shi,1028548,2130419.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70028,140.14486,40.20289,Noshiro-shi,1028549,2128864.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70029,141.03992,38.32651,Shiogama-shi,1032066,2111045.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70030,140.23333,38.8,Sakekawa-mura,1032067,2111226.0,,0.0,,ADM4,,JP,,,,,,,0,0,0,JP,10.0,localadmin,import,
70031,140.87321,37.78193,Souma-shi,1032069,2110975.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70032,140.24963,37.12225,Shirakawa-shi,1032070,2111029.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70033,140.57944,37.99691,Shiroishi-shi,1032071,2111014.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
70034,140.33989,38.78819,Shinjō-shi,1032072,2111061.0,,0.0,,ADM2,,JP,,,,,,,0,0,0,JP,10.0,county,import,
