X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id
-68.96667,12.16688,Curaçao,95843,3513790,,142000,,ISL,,CW,,,,,,,0,0,9,CW,3,locality_funky,import,
-72.907,6.99022,Santa Barbará,96286,3668888,,291,,PPL,,CO,,,,,,,0,0,2,CO,3,locality,import,
34.13306,2.98056,Kotido,123596,230617,,18800,,PPLA2,,UG,,,,,,,0,0,6,UG,3,locality,import,
32.64917,0.3475,Kireka,123597,231139,,17947,,PPL,,UG,,,,,,,0,0,6,UG,3,locality,import,
31.3089,1.6162,Kigorobya,123604,231426,,5420,,PPL,,UG,,,,,,,0,0,5,UG,3,locality,import,
34.45038,1.40096,Kapchorwa,123606,232235,,11300,,PPLA2,,UG,,,,,,,0,0,6,UG,3,locality,import,
49.71306,40.40472,Qobu,125835,585838,,7377,,PPL,,AZ,,,,,,,0,0,5,AZ,3,locality,import,
44.69861,41.69472,Tsqnet’i,126081,611398,,4172,,PPL,,GE,,,,,,,0,0,4,GE,3,locality,import,
44.08909,41.5946,Tsalka,126082,611548,,1570,,PPLA2,,GE,,,,,,,0,0,3,GE,3,locality,import,
41.68007,42.84035,Tqvarch'eli,126083,611583,,17847,,PPL,,GE,,,,,,,0,0,6,GE,3,locality,import,
43.93667,42.39972,Java,126117,614217,,426,,PPLA2,,GE,,,,,,,0,0,2,GE,3,locality,import,
25.3443,53.0131,Zhyrovichy,126307,618818,,1800,,PPL,,BY,,,,,,,0,0,3,BY,3,locality,import,
24.0115,52.1984,Zhabinka,126308,618913,,10921,,PPLA2,,BY,,,,,,,0,0,6,BY,3,locality,import,
27.2695,54.0114,Zaslawye,126321,619066,,13500,,PPL,,BY,,,,,,,0,0,6,BY,3,locality,import,
23.37083,52.37091,Vysokaye,126322,619818,,4496,,PPL,,BY,,,,,,,0,0,4,BY,3,locality,import,
26.5228,54.7102,Vishnyeva,126324,620146,,7000,,PPL,,BY,,,,,,,0,0,5,BY,3,locality,import,
26.9111,54.4914,Vilyeyka,126325,620181,,30000,,PPLA2,,BY,,,,,,,0,0,7,BY,3,locality,import,
31.1794,52.5591,Vyetka,126326,620214,,8969,,PPLA2,,BY,,,,,,,0,0,5,BY,3,locality,import,
24.4513,53.1561,Vawkavysk,126327,620391,,47300,,PPL,,BY,,,,,,,0,0,7,BY,3,locality,import,
29.8288,52.2512,Vasilyevichy,126328,620425,,4749,,PPL,,BY,,,,,,,0,0,4,BY,3,locality,import,
26.5266,54.0892,Valozhyn,126329,620445,,9727,,PPLA2,,BY,,,,,,,0,0,5,BY,3,locality,import,
27.735,52.0683,Turaw,126330,620676,,3100,,PPL,,BY,,,,,,,0,0,4,BY,3,locality,import,
29.6955,54.4087,Talachyn,126331,620833,,11381,,PPLA2,,BY,,,,,,,0,0,6,BY,3,locality,import,
26.7434,53.4785,Stowbtsy,126332,621266,,15500,,PPL,,BY,,,,,,,0,0,6,BY,3,locality,import,
26.84597,51.89115,Stolin,126333,621277,,10491,,PPL,,BY,,,,,,,0,0,6,BY,3,locality,import,
24.4573,52.556,Pruzhany,126365,622997,,19135,,PPLA2,,BY,,,,,,,0,0,6,BY,3,locality,import,
27.8301,54.4235,Plyeshchanitsy,126366,623512,,7800,,PPL,,BY,,,,,,,0,0,5,BY,3,locality,import,
28.4921,52.1289,Pyetrykaw,126367,623581,,10552,,PPLA2,,BY,,,,,,,0,0,6,BY,3,locality,import,
28.6386,53.3011,Asipovichy,126368,624034,,34591,,PPLA2,,BY,,,,,,,0,0,7,BY,3,locality,import,
25.8191,53.5942,Navahrudak,126369,624785,,30748,,PPL,,BY,,,,,,,0,0,7,BY,3,locality,import,
44.11998,40.14481,Metsamor,129710,823807,,1081,,PPL,,AM,,,,,,,0,0,3,AM,3,locality,import,
44.36832,40.19344,Baghramyan,129711,823809,,2346,,PPL,,AM,,,,,,,0,0,4,AM,3,locality,import,
44.37894,40.15393,Musalerr,129712,823810,,2323,,PPL,,AM,,,,,,,0,0,4,AM,3,locality,import,
20.70148,-11.06715,Cazaji,129806,876485,,4764,,PPL,,AO,,,,,,,0,0,4,AO,3,locality,import,
35.03333,-11.3,Tingi,129807,877384,,16315,,PPL,,TZ,,,,,,,0,0,6,TZ,3,locality,import,
39.63333,-10.75,Tandahimba,129808,877391,,17041,,PPL,,TZ,,,,,,,0,0,6,TZ,3,locality,import,
38.41667,-11.36667,Masuguru,129835,878054,,7946,,PPL,,TZ,,,,,,,0,0,5,TZ,3,locality,import,
35.4,-10.58333,Maposeni,129836,878073,,19472,,PPL,,TZ,,,,,,,0,0,6,TZ,3,locality,import,
39.45,-10.86667,Mahuta,129838,878121,,13548,,PPL,,TZ,,,,,,,0,0,6,TZ,3,locality,import,
39.33333,-10.9,Luchingu,129841,878223,,25145,,PPL,,TZ,,,,,,,0,0,7,TZ,3,locality,import,
39.33333,-10.65,Kitangari,129842,878362,,10956,,PPL,,TZ,,,,,,,0,0,6,TZ,3,locality,import,
39.73333,-10.71667,Kitama,129843,878367,,16232,,PPL,,TZ,,,,,,,0,0,6,TZ,3,locality,import,
35.05,-10.8,Kigonsera,129844,878400,,22155,,PPL,,TZ,,,,,,,0,0,7,TZ,3,locality,import,
44.31,-12.19361,Mjamaoué,130045,921784,,1490,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
44.31333,-12.23083,Maraharé,130046,921814,,1415,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
44.48167,-12.22972,Koni-Djodjo,130047,921834,,8109,,PPL,,KM,,,,,,,0,0,5,KM,3,locality,import,
44.48,-12.21583,Koni-Ngani,130048,921835,,3288,,PPL,,KM,,,,,,,0,0,4,KM,3,locality,import,
44.44167,-12.17139,Koki,130049,921838,,4929,,PPL,,KM,,,,,,,0,0,4,KM,3,locality,import,
44.47472,-12.31167,Kangani,130050,921847,,3711,,PPL,,KM,,,,,,,0,0,4,KM,3,locality,import,
43.38639,-11.3875,Ivouani,130051,921852,,1317,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
43.25472,-11.67111,Itsandra,130052,921856,,3168,,PPL,,KM,,,,,,,0,0,4,KM,3,locality,import,
43.37972,-11.54389,Héroumbili,130053,921858,,1463,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
43.67472,-12.25083,Hoani,130054,921870,,1114,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
44.48333,-12.18333,Dziani,130056,921897,,1754,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
43.38833,-11.48694,Bouni,130057,921956,,1104,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
44.29944,-12.20556,Boungouéni,130058,921957,,2465,,PPL,,KM,,,,,,,0,0,4,KM,3,locality,import,
44.23556,-12.18833,Bimbini,130059,921967,,2052,,PPL,,KM,,,,,,,0,0,4,KM,3,locality,import,
44.31972,-12.23306,Assimpao,130060,921996,,1112,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
44.5225,-12.35639,Antsahé,130061,921998,,1180,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
27.0,-23.56667,Magothla,130129,933474,,1174,,PPL,,BW,,,,,,,0,0,3,BW,3,locality,import,
22.26667,-19.66667,Nokaneng,130131,933211,,1763,,PPL,,BW,,,,,,,0,0,3,BW,3,locality,import,
24.88333,-21.18333,Mopipi,130132,933288,,3301,,PPL,,BW,,,,,,,0,0,4,BW,3,locality,import,
55.28824,-21.17059,Saint-Leu,130195,935225,,28278,,PPL,,RE,,,,,,,0,0,7,RE,,locality,import,
55.61918,-21.37838,Saint-Joseph,130196,935227,,33694,,PPL,,RE,,,,,,,0,0,7,RE,,locality,import,
43.2525,-11.71639,Mavingouni,130550,1092343,,1390,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
43.26083,-11.78444,Séléa,130551,1092396,,1662,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
43.27806,-11.82167,Madjeouéni,130553,1092516,,1320,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
43.43722,-11.85111,Nioumamilima,130554,1092529,,1068,,PPL,,KM,,,,,,,0,0,3,KM,3,locality,import,
25.87417,-24.56694,Mmopone,130559,1106213,,4927,,PPL,,BW,,,,,,,0,0,4,BW,3,locality,import,
67.27833,37.22417,Tirmiz,130936,1215957,,140385,,PPLA,,UZ,,,,,,,0,0,9,UZ,3,locality,import,
25.83139,-24.63222,Nkoyaphiri,130560,1106215,,1578,,PPLL,,BW,,,,,,,0,0,3,BW,3,locality,import,
61.77589,34.94023,Qarah Bāgh,130594,1129678,,12412,,PPLA2,,AF,,,,,,,0,0,6,AF,3,locality,import,
90.85508,23.25191,Hājīganj,130921,1201753,,44343,,PPL,,BD,,,,,,,0,0,7,BD,3,locality,import,
88.63779,25.62745,Dinājpur,130923,1203891,,206234,,PPL,,BD,,,,,,,0,0,10,BD,3,locality,import,
64.44833,39.85778,Galaosiyo,130935,1217340,,15620,,PPL,,UZ,,,,,,,0,0,6,UZ,3,locality,import,
95.63957,17.04459,Nyaungdon,132624,1285871,,40092,,PPL,,MM,,,,,,,0,0,7,MM,3,locality,import,
96.13874,20.43189,Yamethin,132625,1285899,,59867,,PPL,,MM,,,,,,,0,0,8,MM,3,locality,import,
102.41421,18.49565,Muang Phôn-Hông,133871,1655124,,10112,,PPLA,,LA,,,,,,,0,0,6,LA,3,locality,import,
119.5169,10.82526,Taytay,134046,1682606,,7717,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
124.53972,8.54111,Taytay,134047,1682613,,2821,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.5726,13.2295,Tayaman,134049,1682649,,5050,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
124.10806,8.1875,Tacub,134103,1684190,,3137,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.81667,11.48333,Tabuc Pontevedra,134132,1684828,,5276,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.94084,15.3921,Tabuating,134133,1684842,,4120,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.85056,9.51556,Tabuan,134134,1684853,,5390,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
122.7098,9.8923,Tabu,134135,1684857,,6143,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
123.8547,8.334,Tubao,134136,1684867,,2965,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.96111,11.04083,Tabontabon,134137,1684871,,2557,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.91273,15.27098,Tabon,134138,1684892,,2537,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.8,16.85,Tabio,134139,1684977,,3543,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.35,11.4,Tabing,134140,1684986,,2345,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.4081,7.4669,Tabina,134148,1684990,,5074,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
123.7801,8.1085,Tabid,134149,1685003,,3152,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.41167,13.05833,Socorro,134167,1685936,,5543,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
125.96667,9.62139,Socorro,134168,1685938,,9743,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.51528,16.17389,Sison,134169,1686007,,9256,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
125.52861,9.66028,Sison,134170,1686009,,3171,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.515,9.2142,Siquijor,134171,1686066,,10259,,PPLA3,,PH,,,,,,,0,0,6,PH,3,locality,import,
122.40417,9.75194,Sipalay,134172,1686102,,24029,,PPLA3,,PH,,,,,,,0,0,7,PH,3,locality,import,
125.24639,6.75444,Sinawilan,134173,1686250,,4017,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.4583,17.8664,Sinait,134181,1686318,,3123,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.5851,15.5367,Sinait,134182,1686319,,2268,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
119.84944,4.89833,Simunul,134183,1686355,,4671,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.58244,17.11574,Simimbaan,134184,1686387,,2854,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.83515,17.48282,Simanu Sur,134185,1686407,,2617,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.12068,6.17711,Silway 7,134186,1686435,,7893,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
124.83333,12.3,Silvino Lobos,134187,1686436,,2719,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.5217,13.2999,Silongin,134188,1686455,,2862,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.7675,11.199,Sillon,134189,1686467,,4042,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.75924,16.87316,Sillawit,134190,1686502,,3084,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.97137,14.21567,Silang,134191,1686547,,119475,,PPLA3,,PH,,,,,,,0,0,9,PH,3,locality,import,
125.1618,10.5291,Silago,134192,1686559,,2276,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.2825,8.15889,Silae,134193,1686564,,2215,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.46222,6.93361,Sibulan,134194,1686732,,9021,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
122.9881,8.3245,Siari,134195,1686878,,3531,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.2629,8.4803,Seres,134196,1686956,,2128,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.21889,6.66361,Semut,134197,1686985,,3423,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.69361,6.22,Sebu,134198,1687029,,21767,,PPL,,PH,,,,,,,0,0,7,PH,3,locality,import,
120.65498,15.2921,San Vicente,134199,1687409,,16116,,PPL,,PH,,,,,,,0,0,6,PH,3,locality,import,
120.81901,15.21324,San Vicente,134200,1687410,,6835,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.74852,14.94594,San Vicente,134201,1687419,,6449,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.8612,15.6447,Santo Rosario,134219,1687564,,6234,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.88981,15.43425,Santo Rosario,134220,1687570,,6005,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
121.10874,14.09549,Santor,134221,1687599,,3448,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.0061,15.2097,Santa Lucia,134268,1688091,,2748,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.4312,14.0349,Santa Lucia,134269,1688107,,4224,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.78083,8.3425,Santa Fe,134273,1688175,,3380,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.56659,14.9127,Santa Cruz,134274,1688248,,15408,,PPL,,PH,,,,,,,0,0,6,PH,3,locality,import,
121.28333,14.11667,Santa Cruz,134275,1688257,,2331,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.1887,13.865,Santa Cruz,134276,1688262,,2639,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.0275,13.4758,Santa Cruz,134277,1688271,,9863,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
124.0566,12.8763,Santa Cruz,134279,1688278,,2070,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.0821,10.63376,Santa Cruz,134280,1688299,,2919,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.414,10.0068,Santa Cruz,134281,1688307,,2501,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.1054,9.5352,Santa Cruz,134282,1688313,,4731,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.06056,13.75361,Santa Clara,134283,1688338,,4430,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.06,6.6782,Santa Clara,134284,1688340,,4306,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.2016,14.1054,Santa Cecilia,134285,1688342,,4230,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.43104,13.87384,Santa Catalina Sur,134286,1688343,,6195,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
121.3575,13.87083,Santa Catalina Norte,134287,1688345,,5448,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
121.3419,14.1213,Santa Catalina,134288,1688359,,2278,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.14536,14.05341,San Pedro One,134300,1688754,,4010,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.01041,12.46084,San Pedro,134301,1688761,,2698,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.0,12.01667,San Pedro,134302,1688762,,2318,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.8197,10.961,San Pedro,134303,1688774,,3603,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
126.5175,7.34194,San Pedro,134304,1688780,,4079,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.48671,12.59743,San Aquilino,134383,1690275,,3151,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.56188,15.04574,Pulung Santol,134486,1692491,,5591,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
121.81595,18.24927,Pattao,134599,1694317,,3222,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.93722,8.55056,Patin-ay,134600,1694383,,7263,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
122.8993,10.237,Patique,134601,1694396,,2742,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
126.06722,7.92806,Pasian,134602,1694589,,4291,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.0426,13.5118,Pasacao,134603,1694631,,10531,,PPLA3,,PH,,,,,,,0,0,6,PH,3,locality,import,
120.9282,15.8536,Parista,134604,1694660,,3515,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.46576,17.17503,Parioc Segundo,134605,1694663,,2718,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.32417,16.57167,Paringao,134612,1694667,,6570,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.77194,5.55667,Parian Dakula,134613,1694680,,4005,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.6972,11.4748,Parion,134614,1694687,,2889,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
119.93833,5.08389,Parangan,134615,1694759,,2432,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.4493,14.6331,Parang,134616,1694767,,2728,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.94208,9.28149,Parang,134617,1694773,,3491,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.26973,7.37035,Parang,134618,1694775,,44930,,PPLA3,,PH,,,,,,,0,0,7,PH,3,locality,import,
123.8405,8.1481,Ozamiz City,134719,1696899,,93082,,PPL,,PH,,,,,,,0,0,8,PH,3,locality,import,
122.4833,11.6139,Ochanado,134720,1697326,,2615,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.6244,10.0656,Ocaña,134721,1697331,,13898,,PPL,,PH,,,,,,,0,0,6,PH,3,locality,import,
120.4124,16.8583,Oaqui,134722,1697387,,2304,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.167,9.8464,Nueva Fuerza,134733,1697464,,2191,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.1225,9.5117,Novallas,134735,1697489,,5525,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
123.6072,10.1165,Guadalupe,135325,1712643,,11121,,PPL,,PH,,,,,,,0,0,6,PH,3,locality,import,
120.39054,15.84971,Navatat,134748,1697863,,2493,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.02361,7.53167,Natalungan,134749,1697942,,3165,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.7987,16.0443,Natividad,134754,1697970,,5828,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.4778,16.4344,Nangalisan,134755,1698296,,2297,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.5364,15.6752,Nancamarinan,134756,1698323,,3565,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.8426,15.9342,Nancalobasaan,134757,1698327,,2139,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.625,15.7314,Nampicuan,134759,1698357,,6058,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
120.3758,16.3033,Namboongan,134760,1698384,,2329,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.1765,11.7666,Naili,134768,1698542,,2221,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.76609,14.31812,Naic,134769,1698548,,55195,,PPLA3,,PH,,,,,,,0,0,8,PH,3,locality,import,
120.5235,18.1159,Nagbacalan,134776,1698783,,2778,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.9622,11.1286,Medellin,134811,1699896,,11741,,PPLA3,,PH,,,,,,,0,0,6,PH,3,locality,import,
123.2592,10.0844,McKinley,134812,1699912,,2213,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.7921,15.6571,Maturanoc,134823,1700197,,4912,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.93333,14.06667,Matnog,134824,1700268,,2822,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.4554,10.8902,Matlang,134825,1700276,,5840,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
124.56611,6.69611,Matiompong,134826,1700282,,2317,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.88006,13.9129,Matingain,134827,1700295,,4130,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.45192,15.9863,Maticmatic,134828,1700338,,3552,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.9362,7.0828,Matiao,134830,1700346,,2814,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.47083,9.73389,Mat-i,134831,1700352,,3795,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.34528,8.40194,Mat-i,134832,1700356,,3401,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.7296,14.0311,Mataywanac,134833,1700377,,2375,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.19167,8.16139,Maria Cristina,134857,1700988,,5540,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
121.4737,15.7967,Maria Aurora,134858,1700994,,6807,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
124.52833,11.01722,Margen,134860,1701006,,2813,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.9125,7.11583,Marbel,134861,1701041,,3399,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.65252,15.42831,Mapalacsiao,134869,1701314,,5419,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
122.498,11.5315,Manup,134882,1701383,,2433,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
119.85,4.8,Manuk Mangkaw,134883,1701394,,4981,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.66667,6.44528,Manuel Roxas,134884,1701400,,4482,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.7986,5.4732,Manubul,134885,1701410,,4736,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.40444,7.27694,Manuangan,134886,1701413,,4422,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.05,9.16667,Mantiquil,134887,1701431,,2281,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.42833,11.87,Mantang,134888,1701469,,2081,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.21667,8.16667,Mantampay,134889,1701472,,265032,,PPL,,PH,,,,,,,0,0,10,PH,3,locality,import,
123.5808,10.126,Mantalongon,134890,1701474,,2274,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.204,13.3108,Manogpi,134919,1702165,,2683,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.18861,8.02889,Managok,134920,1702166,,6477,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
125.26806,6.74611,Managa,134921,1702176,,3460,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.7911,15.5952,Manacsac,134922,1702183,,2313,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.39644,15.58719,Mamonit,134923,1702215,,2178,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.5961,11.4289,Mambusao,134928,1702257,,5871,,PPLA3,,PH,,,,,,,0,0,5,PH,3,locality,import,
124.7156,9.2504,Mambajao,134929,1702348,,10058,,PPLA3,,PH,,,,,,,0,0,6,PH,3,locality,import,
120.6212,14.85842,Malusac,134931,1702431,,2162,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.96434,16.99885,Maluno Sur,134932,1702439,,2493,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.28167,6.27917,Maluñgun,134933,1702442,,52248,,PPL,,PH,,,,,,,0,0,8,PH,3,locality,import,
124.95389,8.375,Maluko,134934,1702457,,3278,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.6528,15.5493,Maluid,134935,1702459,,2726,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.2203,9.1319,Malway,134936,1702486,,2878,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.152,11.7832,Maloco,134940,1702553,,2511,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
122.67833,11.50583,Malocloc,134941,1702554,,3663,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.63806,7.31556,Malitubog,134942,1702615,,2241,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.46592,12.75212,Malitbog,134943,1702633,,3125,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.35472,6.12,Malisbeng,134944,1702652,,4452,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
123.7385,13.3188,Malilipot,134946,1702763,,33593,,PPLA3,,PH,,,,,,,0,0,7,PH,3,locality,import,
120.42444,17.685,Magsingal,134979,1703757,,4571,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.18333,6.76667,Magsaysay,134980,1703773,,16592,,PPLA3,,PH,,,,,,,0,0,6,PH,3,locality,import,
123.56661,12.18275,Magsalangi,134981,1703785,,2399,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
125.8931,7.1694,Magnaga,134983,1703833,,7644,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
125.26167,8.05194,Maglamin,134984,1703855,,2633,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
126.09508,6.54764,Magdug,134985,1703892,,2343,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.76667,16.93333,Magdalena,134987,1703911,,2146,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
