X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id
-58.50538,-26.93173,Puerto Bermejo,583249,3429801,,1832,,PPL,,AR,,,,,,,0,0,3,AR,3,locality,import,
72.318,36.95127,Khandūd,275990,1137148,,5521,,PPLA2,,AF,,,,,,,0,0,5,AF,3,locality,import,
124.36361,12.68333,Biri,135677,1724803,,2597,,PPLA3,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.07,15.06222,"Poblacion, San Felipe",276908,1690086,,14981,,PPL,,PH,,,,,,,0,0,6,PH,3,locality,import,
123.2667,10.3131,Guba,277184,1712609,,2195,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
121.82184,16.83646,Gappal,277195,1713208,,2495,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.48278,7.03889,Damatulan,277237,1715890,,3330,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
73.2122,32.55492,Malakwal City,625699,6457378,,35000,,PPL,,PK,,,,,,,0,0,7,PK,3,locality,import,
-12.86821,15.26367,Waoundé,278313,2247044,,9085,,PPL,,SN,,,,,,,0,0,5,SN,3,locality,import,
-10.4875,7.06667,Bopolu,278341,2278248,,2908,,PPLA,,LR,,,,,,,0,0,4,LR,3,locality,import,
12.14626,10.73115,Miringa,278498,2330087,,12117,,PPL,,NG,,,,,,,0,0,6,NG,3,locality,import,
125.24139,39.88722,Panghyŏn-dong,137244,1872726,,11026,,PPL,,KP,,,,,,,0,0,6,KP,3,locality,import,
8.9881,13.80716,Zinder,278659,2437798,,191424,,PPLA,,NE,,,,,,,0,0,10,NE,3,locality,import,
2.90528,36.51833,Souma,278706,2479183,,40745,,PPL,,DZ,,,,,,,0,0,7,DZ,3,locality,import,
31.86518,31.18086,Al Jamālīyah,547931,361029,,68381,,PPL,,EG,,,,,,,0,0,8,EG,3,locality,import,
124.68333,7.68333,Wao,86301,1679679,,41248,,ADM3,,PH,,,,,,,0,0,7,PH,3,localadmin,import,
31.56299,30.71877,Al Ibrāhīmīyah,547936,361103,,34638,,PPL,,EG,,,,,,,0,0,7,EG,3,locality,import,
31.14766,31.31146,Al Ḩāmūl,547937,361213,,45798,,PPL,,EG,,,,,,,0,0,7,EG,3,locality,import,
28.86591,28.34919,Al Bawīţī,547938,361394,,20000,,PPL,,EG,,,,,,,0,0,6,EG,3,locality,import,
122.75,14.13333,Labo,87608,1708294,,86932,,ADM3,,PH,,,,,,,0,0,8,PH,3,localadmin,import,
33.3373,14.5748,Al Masallamiyya,547955,379080,,9373,,PPL,,SD,,,,,,,0,0,5,SD,3,locality,import,
43.51605,16.95091,An Nuşub,547978,406579,,36,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.62159,16.98507,As Sāḩah,547979,406582,,119,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.60267,16.9181,Al Ḩamrā’,547980,406587,,11,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.68897,16.98048,Ad Darb,547981,406588,,53,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.69105,16.92878,Sifyān,547982,406589,,92,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.19418,16.93497,Al Khays,547983,406601,,30,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.77554,16.84756,Ad Darb,547986,406651,,55,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.75449,16.85227,Sibahalah,547987,406652,,98,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.74848,16.83574,Al Qābil,547988,406657,,180,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.64473,16.84706,Al ‘Ishāsh,547989,406659,,169,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.52499,16.877,Sāqayn,547990,406662,,41,,PPLA2,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.52638,16.85392,Qayf Sāqayn,547991,406663,,51,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.51179,16.81595,Al Ashrāf,547992,406665,,40,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.51901,16.79924,Al Khirāb,547993,406666,,12,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.74183,16.80771,Āl Ḩusayn,547994,406670,,123,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
-58.58791,-34.7483,Laferrere,1319753,3432555,331107,0,Town,PPL,Buenos Aires,AR,23424747,Argentina,67,67,14,1,2,2,0,AR,2,locality,import,
43.30656,16.64976,Al Baţīḩ,741917,7854980,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30721,16.63891,Al Qushuf,741918,7854981,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.31005,16.66751,Al Ḩalaq,741919,7854982,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29626,16.65846,Subayqah,741920,7854983,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29632,16.65517,Ḩaqwān,741921,7854984,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.2949,16.65639,Ma‘waş,741922,7854985,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29624,16.65568,Al Qushfah,741923,7854986,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
91.56667,27.06667,Wamrong,555803,1337378,,416,,PPL,,BT,,,,,,,0,0,2,BT,3,locality,import,
37.0,7.66667,Jimma Zone,547770,333766,,2486155,,ADM2,,ET,,,,,,,0,0,12,ET,3,county,import,
38.47635,7.06205,Hawassa,547794,343137,,133097,,PPLA,,ET,,,,,,,0,0,9,ET,3,locality,import,
27.96979,27.0568,Qaşr al Farāfirah,547797,350661,,5000,,PPL,,EG,,,,,,,0,0,4,EG,3,locality,import,
38.0,8.25,Guraghe Zone,547800,341021,,1279646,,ADM2,,ET,,,,,,,0,0,12,ET,3,county,import,
40.86667,9.08333,Āsbe Teferī,547823,343402,,30772,,PPL,,ET,,,,,,,0,0,7,ET,3,locality,import,
32.76362,25.91407,Kousa,547824,350422,,60181,,PPL,,EG,,,,,,,0,0,8,EG,3,locality,import,
31.6399,31.12294,Minyat an Naşr,547854,352344,,56951,,PPL,,EG,,,,,,,0,0,8,EG,3,locality,import,
30.93164,30.46579,Minūf,547859,352354,,83651,,PPL,,EG,,,,,,,0,0,8,EG,3,locality,import,
30.77924,28.41899,Maţāy,547860,352628,,45215,,PPL,,EG,,,,,,,0,0,7,EG,3,locality,import,
31.3776,30.36056,Mashtūl as Sūq,547861,352679,,45798,,PPL,,EG,,,,,,,0,0,7,EG,3,locality,import,
30.97004,27.3104,Manfalūţ,547862,352913,,78744,,PPL,,EG,,,,,,,0,0,8,EG,3,locality,import,
123.4973,8.1286,Municipality of Molave,371613,1699389,,48849,,ADM3,,PH,,,,,,,0,0,7,PH,3,localadmin,import,
32.4996,13.7463,Al Kawa,124511,379272,,10167,,PPL,,SD,,,,,,,0,0,6,SD,3,locality,import,
68.5775,43.52639,Khantaghy,1031780,1523512,,10186,,PPLX,,KZ,,,,,,,0,0,6,KZ,3,neighbourhood,import,
-2.13333,34.03333,Cercle de Taourirt,574995,2530042,,209313,,ADMD,,MA,,,,,,,0,0,10,MA,3,localadmin,import,
-4.83333,34.5,Taounate,574997,2530153,,668003,,ADM2,,MA,,,,,,,0,0,11,MA,3,county,import,
-11.08333,28.08333,Tan-Tan,575001,2530240,,70146,,ADM2,,MA,,,,,,,0,0,8,MA,3,county,import,
18.98194,42.22917,Bijeliš Do,582605,3318449,,5,,PPL,,ME,,,,,,,0,0,1,ME,3,locality,import,
19.17556,42.00194,Karastanovići,582606,3318461,,5,,PPL,,ME,,,,,,,0,0,1,ME,3,locality,import,
19.16083,42.02194,Komina,582607,3318467,,5,,PPL,,ME,,,,,,,0,0,1,ME,3,locality,import,
19.1525,42.02944,Ravanj,582608,3318472,,5,,PPL,,ME,,,,,,,0,0,1,ME,3,locality,import,
-58.67134,-26.62209,Villa Escolar,583210,3427439,,1261,,PPL,,AR,,,,,,,0,0,3,AR,3,locality,import,
-58.47439,-34.52353,Partido de Vicente López,583211,3427504,,75527,,ADM2,,AR,,,,,,,0,0,8,AR,3,county,import,
-54.74312,-27.37679,Veinticinco de Mayo,583212,3427537,,11928,,PPL,,AR,,,,,,,0,0,6,AR,3,locality,import,
-58.54202,-34.44542,Partido de San Fernando,583239,3429088,,163462,,ADM2,,AR,,,,,,,0,0,9,AR,3,county,import,
-61.46667,10.15,Ward of Siparia,583474,3573680,,79760,,ADM2,,TT,,,,,,,0,0,8,TT,3,county,import,
-84.74928,10.55544,Venado,584247,3621114,,250,,PPL,,CR,,,,,,,0,0,2,CR,3,locality,import,
-73.17639,19.64083,Magasin,585348,3721806,,5,,PPL,,HT,,,,,,,0,0,1,HT,3,locality,import,
-172.40592,-13.47243,Paia,586119,4035155,,308,,PPL,,WS,,,,,,,0,0,2,WS,3,locality,import,
-171.83856,-13.98432,Niusuatia,586120,4035166,,331,,PPL,,WS,,,,,,,0,0,2,WS,3,locality,import,
-172.02044,-13.91199,Nefunefu,586121,4035177,,141,,PPL,,WS,,,,,,,0,0,1,WS,3,locality,import,
-171.42506,-14.01507,Mutiatele,586122,4035184,,283,,PPL,,WS,,,,,,,0,0,2,WS,3,locality,import,
30.62139,0.63278,Kyenjojo,1026676,230299,,18600,,PPLA2,,UG,,,,,,,0,0,6,UG,3,locality,import,
44.46472,-12.195,Chandra,1029396,921946,,5645,,PPL,,KM,,,,,,,0,0,5,KM,3,locality,import,
72.60761,49.98197,Kyzylzhar,1031721,1521425,,1514,,PPL,,KZ,,,,,,,0,0,3,KZ,3,locality,import,
81.64528,49.06028,Priisk Boko,1031821,1525223,,1052,,PPL,,KZ,,,,,,,0,0,3,KZ,3,locality,import,
120.08872,13.84166,Tagbak,1032234,1684542,,4143,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
120.89232,12.65993,Ligaya,1032688,1706468,,8431,,PPL,,PH,,,,,,,0,0,5,PH,3,locality,import,
121.46099,13.92309,Concepcion Ibaba,1032882,1717008,,25628,,PPL,,PH,,,,,,,0,0,7,PH,3,locality,import,
120.70623,15.33686,Cafe,1032967,1721133,,2339,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
4.71667,8.15,Offa,1034995,2327879,,113830,,PPL,,NG,,,,,,,0,0,9,NG,3,locality,import,
-54.38333,4.25,Grand-Santi,1044204,3381538,,3941,,PPL,,GF,,,,,,,0,0,4,GF,,locality,import,
-54.7,-25.65,Los Cedrales,1044675,3437815,,2754,,PPL,,PY,,,,,,,0,0,4,PY,3,locality,import,
-76.58824,17.92397,Easington,1045263,3490616,,2634,,PPL,,JM,,,,,,,0,0,4,JM,3,locality,import,
46.0768745,30.935065,Dakdikah,996412,,1972871,,Town,,Dhi Qar,,23424855,Iraq,62,62,13,1,2,2,0,IQ,1,locality,import,
13.26667,27.5,Idrī,91141,2220309,,4611,,PPLA,,LY,,,,,,,0,0,4,LY,3,locality,import,
57.50528,-20.50972,Surinam,1029436,933988,,10621,,PPL,,MU,,,,,,,0,0,6,MU,3,locality,import,
122.04661,11.27292,Malabor,1032485,1703315,,2690,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
1.41667,9.03333,Tchamba,1035247,2363908,,25668,,PPL,,TG,,,,,,,0,0,7,TG,3,locality,import,
-14.03333,13.38333,Perai,1035495,2412272,,1026,,PPL,,GM,,,,,,,0,0,3,GM,3,locality,import,
-56.25,-26.6,Yuty,1044653,3436547,,4774,,PPL,,PY,,,,,,,0,0,4,PY,3,locality,import,
125.83333,7.4,City of Tagum,1062443,1684270,,0,,ADM3,,PH,,,,,,,0,0,0,PH,3,localadmin,import,
-69.492337,-15.380478,Moho,1066161,,418554,,Town,,Puno,,23424919,Perú,25,25,5,1,1,1,0,PE,1,locality,import,
43.40576,16.04459,An Niyās,697269,7682582,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.40328,16.02457,Al Kharfīyah,697300,7682614,,2,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.77354,16.99545,Al Hudhaymah,697526,7683831,,23,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.82612,16.85132,Khashmānat al ‘Ulyā,697722,7687014,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.5762,17.20782,Aţ Ţaḩāmī,697750,7687190,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.20736,16.841,Qirţān,698475,7753585,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.02788,16.88928,Al Maḑmār,698523,7753633,,7,,PPLF,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.44561,16.36123,Dhirā‘ al Ḩamrā’,698695,7755473,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38784,16.25752,Ad Dimāgh,698903,7756402,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.43069,16.27946,Al Mishāl,698940,7756442,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.23018,16.50422,Rawnat al Farj,700638,7794855,,67,,PPLL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.00074,16.6959,Al Ḩayārah,700639,7794856,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.0022,16.69673,Umm al Ḩalaq,700640,7794857,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.00141,16.68903,Jābirah,700642,7794859,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24132,16.53975,Ad Daḩrah,700643,7794860,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24559,16.54717,Al Khadabīyah,700644,7794861,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24448,16.55393,Al Qābil,700645,7794862,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24174,16.5549,Al Qinānah,700646,7794863,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24706,16.55096,Al Ḩidhām,700647,7794864,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24776,16.58824,Al Ḩabīyah,700648,7794865,,31,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.25074,16.59436,Al ‘Aqm,700662,7794881,,1,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.24884,16.59487,Ash Shāri‘,700663,7794882,,9,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.24783,16.59426,Al Mukhays,700664,7794883,,4,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.28992,16.7813,Aş Şuhaybāt,700665,7794884,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.27782,16.78024,Birwās,700666,7794885,,14,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.27958,16.78189,Al Jadīdah,700667,7794886,,3,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.27834,16.78175,As Suḩūb,700668,7794887,,2,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.28028,16.78054,Al Ḩafirah,700669,7794888,,9,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.27676,16.78227,Abā ar Rakab,700670,7794889,,10,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.27893,16.78019,Al Qaryah al ‘Ulyā,700671,7794890,,22,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.2761,16.77774,Bi’r al Wadin,700672,7794891,,17,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.27307,16.77715,Al Qaydḩ,700673,7794892,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.27321,16.77655,Al Ghumrā’,700674,7794893,,12,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.27066,16.77622,Al Maḩūkah,700675,7794894,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.27816,16.77301,Al Qadr,700676,7794895,,27,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.27945,16.77706,Mas‘ūdah,700677,7794896,,3,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.30608,16.76278,Al Malaḩāt,700678,7794899,,11,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.30795,16.7627,Al Midārah,700679,7794900,,2,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31027,16.76081,Az Zafiq,700680,7794901,,7,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.30904,16.75903,Maqām al ‘Aḑilī,700681,7794902,,8,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31565,16.78965,Ash Sha‘bah,700682,7794903,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.31492,16.78896,Al Miḑ‘ah,700683,7794904,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.41221,16.09605,Ghārib Qu‘aysh,696969,7681795,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.40901,16.09634,Al Mawjar,696970,7681796,,11,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.41344,16.09319,Banī Lubayş,696971,7681797,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.41544,16.09368,Bayt ash Shāmī,696972,7681798,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.41088,16.0931,Ash Shaj‘ah,696973,7681799,,9,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.40818,16.09168,Al Jubhah,696974,7681800,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.41032,16.09467,Ḩāshid,696975,7681801,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.43635,16.10517,Al Mawkir,697013,7681840,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.42184,16.05142,Bayt al Hādī,697157,7682343,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.4275,16.06135,Al Mashrafīyah,697158,7682344,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.39793,16.05252,Bayt al Musinn,697221,7682474,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.39914,16.05175,Bayt al Kudrī,697222,7682475,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.39507,16.05245,Bayt al Maḩwāl,697223,7682476,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.39585,16.05291,Al Muḩādhīb,697224,7682477,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38717,16.04966,Al Jirzū‘,697244,7682498,,9,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.3134,16.7887,Al ‘Arabīyah,700684,7794905,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.31449,16.78699,Al Mabd‘ah,700685,7794906,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34309,16.75918,Al Midārah,700706,7794929,,11,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.35733,16.76013,Bi’r ‘Isāf,700708,7794931,,14,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34288,16.76432,Sihlah,700709,7794932,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.73982,16.92358,Bi’r Marḩūm,698420,7753502,,4,,PPLF,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.45287,16.31862,Al Khubaybah,698741,7755873,,15,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.45577,16.31702,Al Qawmī,698742,7755874,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.45283,16.31704,Zājir,698743,7755875,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.4553,16.31234,Ar Rukayb,698744,7755876,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.79031,17.03056,Al Khārijah,700441,7792648,,20,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.78754,17.03394,Ash Sha‘ār,700442,7792649,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.78946,17.04456,Āl Ḩādhī,700443,7792650,,16,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.79165,17.04022,Āl Shurwayd,700444,7792651,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.79117,17.03885,Āl al Waqar,700445,7792652,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24144,16.56002,Jurdān,700541,7794749,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.23617,16.56048,Zubayd,700542,7794750,,11,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.67957,17.01815,Al ‘Arīj,700558,7794775,,201,,PPLX,,YE,,,,,,,0,0,2,YE,3,neighbourhood,import,
43.68642,17.00791,Ar Rawḑah,700559,7794776,,44,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.67233,17.01041,Āl al Qaḩum,700560,7794777,,119,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.68422,17.02069,Jurfat al Wādī,700561,7794778,,102,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.69023,17.01514,Āl Ţāyif,700562,7794779,,23,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.67936,17.01678,Āl Zāyid,700563,7794780,,16,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.62764,17.03112,Al Khāribah,700564,7794781,,67,,PPLF,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.3467,16.77129,Bi’r ‘Ulyān,700710,7794933,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34006,16.77884,Bi’r al Milāḩah,700711,7794934,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34236,16.77895,An Nujayf,700712,7794935,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.37508,16.78095,Al Qayfah,700713,7794936,,23,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.37854,16.77511,‘Iţfat Āl Jamīl,700714,7794937,,14,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.36678,16.77635,Sirāb adh Dhiyāb,700715,7794938,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.37176,16.78271,Ḩarf al Bi’r,700716,7794939,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.30284,16.80367,Thalūl,700732,7794956,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.30845,16.80499,Al Bi’r as Suflá,700733,7794957,,9,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.30913,16.80244,Ash Sharijah,700734,7794958,,3,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31017,16.80407,Bi’r al ‘Arīsh,700735,7794959,,4,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.311,16.80344,Al Muqbilah,700736,7794960,,4,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31137,16.80506,Shājir,700737,7794961,,3,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31034,16.80625,Bi’r al ‘Ulbah,700738,7794962,,2,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31199,16.80632,Al Ḩāyirah,700739,7794963,,4,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.30965,16.80862,Al Ḩarf,700740,7794964,,3,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.30699,16.80696,Al ‘Ulayb,700741,7794965,,9,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31154,16.80898,Az Zawr as Suflá,700742,7794966,,6,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.46455,16.86701,Al Ghurayb al A‘lá,700743,7794968,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.46406,16.8721,Al Ghurayb al Wāsiţ,700744,7794969,,12,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.46247,16.87342,Sha‘b al Ghurs,700745,7794970,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.46247,16.87462,Jawwat Ḩuwā,700746,7794971,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.46352,16.87697,Ḩazm adh Dhayb,700747,7794972,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.26318,16.57642,Al Mishrāf,700953,7795189,,6,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.26132,16.57194,Fulayḩah,700954,7795190,,24,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.25872,16.5757,Juḩdān,700955,7795191,,22,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.25835,16.57711,Bi’r Mas‘ūdah,700956,7795192,,92,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.26205,16.58389,Jarram,700957,7795193,,14,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.26143,16.57532,Al Ḩamād,700958,7795194,,7,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.26282,16.57454,Al Khaḑrā’,700959,7795195,,2,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.3243,16.51542,Abyāt Ḩātim,700961,7795197,,22,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.3287,16.5254,Al Ḩajil,700962,7795198,,13,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.32522,16.50903,Al Jathwah,700963,7795199,,20,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.33063,16.51647,Umm al ‘Awāl,700964,7795200,,56,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.33037,16.51393,Al Mukhays,700966,7795202,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.32872,16.52853,Zaydat al Ghilā’,700967,7795203,,14,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.36281,16.51108,Al Qadīm,700968,7795204,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.31406,16.54237,Al Labnīyah,700969,7795205,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.31237,16.5403,Bin Ḩalwān,700970,7795206,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.3146,16.5456,Al ‘Alāh,700971,7795207,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.30888,16.53584,Al Kathīr,700972,7795208,,11,,PPLL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34455,16.61277,Aḑ Ḑibbah,700987,7795224,,20,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
