,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id
55011,38.728522,56.758745,Pereslavskiy Raion,221451,,12599669.0,,County,,Yaroslavl Oblast,,23424936.0,Russia,165.0,1701.0,33.0,8.0,4,8,0,RU,7.0,county,import,
55012,37.81792,53.99859,Borodinskiy,221722,572256.0,1994016.0,6447.0,Town,PPL,Tula Oblast,RU,23424936.0,Russia,,4.0,,1.0,0,1,5,RU,8.0,locality,import,
55013,40.44666,56.11222,Kommunar,222499,545791.0,2024732.0,3135.0,Town,PPL,Vladimir Oblast,RU,23424936.0,Russia,,9.0,,1.0,0,1,4,RU,8.0,locality,import,
55014,30.39225,60.07121,Bugry,26667,824070.0,55875785.0,4715.0,Town,PPL,Leningrad Oblast,RU,23424936.0,Russia,43.0,43.0,9.0,1.0,2,2,4,RU,8.0,locality,import,
55015,34.367833,61.7843265,Petrozavodsk,224313,,2122867.0,,Town,,Karelia Republic,,23424936.0,Russia,892.0,892.0,181.0,4.0,10,6,0,RU,7.0,locality,import,
55016,56.034393,54.787225,Ufa Raion,224456,,12597273.0,,County,,Bashkortostan Republic,,23424936.0,Russia,200.0,1459.0,41.0,6.0,4,7,0,RU,7.0,county,import,
55017,55.975513,54.7355,Ufimskiy Raion,224457,,12597274.0,,County,,Bashkortostan Republic,,23424936.0,Russia,276.0,282.0,56.0,1.0,5,4,0,RU,7.0,county,import,
55018,108.793487,53.663153,Barguzinskiy Raion,224458,,12597280.0,,County,,Buryatia Republic,,23424936.0,Russia,277.0,365.0,56.0,2.0,5,5,0,RU,7.0,county,import,
55019,107.123565,51.761412,Ivolginskiy Raion,224459,,12597284.0,,County,,Buryatia Republic,,23424936.0,Russia,119.0,1375.0,24.0,6.0,3,7,0,RU,7.0,county,import,
55020,105.445404,51.991117,Kabanskiy Raion,224460,,12597285.0,,County,,Buryatia Republic,,23424936.0,Russia,446.0,459.0,90.0,2.0,6,5,0,RU,7.0,county,import,
55021,43.978271,56.395664,Borskiy Raion,224468,,12598202.0,,County,,Nizhny Novgorod Oblast,,23424936.0,Russia,118.0,2118.0,24.0,9.0,3,9,0,RU,7.0,county,import,
55022,44.002304,56.328911,Nizhniy Novgorod Raion,224469,,12598222.0,,County,,Nizhny Novgorod Oblast,,23424936.0,Russia,887.0,3016.0,180.0,13.0,10,11,0,RU,7.0,county,import,
55023,104.621772,51.998333,Irkutskiy Raion,224470,,12598264.0,,County,,Irkutsk Oblast,,23424936.0,Russia,1570.0,4494.0,318.0,20.0,13,13,0,RU,7.0,county,import,
55024,108.831779,59.461479,Katangskiy Raion,224471,,12598266.0,,County,,Irkutsk Oblast,,23424936.0,Russia,1248.0,1248.0,253.0,6.0,11,7,0,RU,7.0,county,import,
55025,107.341188,53.182995,Ol'khonskiy Raion,224472,,12598275.0,,County,,Irkutsk Oblast,,23424936.0,Russia,3167.0,4336.0,642.0,19.0,20,13,0,RU,7.0,county,import,
55026,36.75064,56.293871,Klinskiy Raion,224473,,12598736.0,,County,,Moscow Oblast,,23424936.0,Russia,30.0,302.0,6.0,1.0,2,5,0,RU,7.0,county,import,
55027,38.755645,55.101159,Kolomenskiy Raion,224474,,12598737.0,,County,,Moscow Oblast,,23424936.0,Russia,131.0,495.0,27.0,2.0,3,5,0,RU,7.0,county,import,
55028,37.279014,55.7789375,Krasnogorskiy Raion,224475,,12598740.0,,County,,Moscow Oblast,,23424936.0,Russia,28.0,2836.0,6.0,13.0,2,11,0,RU,7.0,county,import,
55029,37.565002,55.607056,Leninskiy Raion,224476,,12598741.0,,County,,Moscow Oblast,,23424936.0,Russia,253.0,2531.0,51.0,11.0,5,10,0,RU,7.0,county,import,
55030,46.044387,51.526287,Saratov Raion,224480,,12599251.0,,County,,Saratov Oblast,,23424936.0,Russia,70.0,1733.0,14.0,8.0,2,8,0,RU,7.0,county,import,
55031,60.592346,56.857982,Ekaterinburg Raion,224482,,12599353.0,,County,,Sverdlovsk Oblast,,23424936.0,Russia,388.0,5883.0,79.0,26.0,6,14,0,RU,7.0,county,import,
55032,84.966697,56.504955,Tomsk Raion,224483,,12599402.0,,County,,Tomsk Oblast,,23424936.0,Russia,111.0,3745.0,22.0,17.0,3,12,0,RU,7.0,county,import,
55033,37.092933,54.003127,Shchekinskiy Raion,224484,,12599425.0,,County,,Tula Oblast,,23424936.0,Russia,36.0,288.0,7.0,1.0,2,4,0,RU,7.0,county,import,
55034,131.3882,42.86412,Slavyanka,224634,2016430.0,2123524.0,14687.0,Town,PPL,Primorsky Krai,RU,23424936.0,Russia,26.0,26.0,5.0,1.0,2,2,6,RU,8.0,locality,import,
55035,35.6521,51.6601,Kurchatov,224950,538908.0,2032922.0,46600.0,Town,PPL,Kursk Oblast,RU,23424936.0,Russia,222.0,222.0,45.0,1.0,4,4,7,RU,8.0,locality,import,
55036,30.66806,59.68194,Krasniy Bor,30546,541826.0,55874949.0,4852.0,Town,PPL,Leningrad Oblast,RU,23424936.0,Russia,,79.0,,1.0,0,3,4,RU,8.0,locality,import,
55037,37.94083,55.93472,Krasnoznamenskiy,226045,6417985.0,55875270.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,4.0,4.0,1.0,1.0,1,1,0,RU,8.0,locality,import,
55038,40.3021,51.1421,Sloboda,549149,492042.0,,3519.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,
55039,46.14142,59.1139,Pavino,549377,512247.0,,2947.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,
55040,44.09544,56.61571,Linda,549571,535183.0,,5489.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,
55041,48.30647,57.6804,Arbazh,550070,581228.0,,3943.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,
55042,29.95,61.63333,Parikkala,227094,512559.0,571052.0,0.0,Town,PPL,Etelä-Karjalan maakunta,RU,23424812.0,Suomi,158.0,158.0,32.0,1.0,4,4,0,RU,8.0,locality,import,
55043,37.63333,56.25,Neroshchino,44670,522565.0,2050722.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,15.0,15.0,3.0,1.0,1,1,0,RU,8.0,locality,import,
55044,36.217374,61.847767,Pudozhskiy Raion,230339,,12597438.0,,County,,Karelia Republic,,23424936.0,Russia,160.0,169.0,32.0,1.0,4,4,0,RU,7.0,county,import,
55045,32.843333,62.644333,Suoyarvskiy Raion,230340,,12597443.0,,County,,Karelia Republic,,23424936.0,Russia,125.0,125.0,25.0,1.0,3,3,0,RU,7.0,county,import,
55046,136.021333,46.173916,Krasnoarmeyskiy Raion,57518,,12597914.0,,County,,Primorsky Krai,,23424936.0,Russia,12.0,12.0,2.0,1.0,1,1,0,RU,7.0,county,import,
55047,132.0339485,43.568369,Nadezhdinskiy Raion,57519,,12597919.0,,County,,Primorsky Krai,,23424936.0,Russia,4.0,4.0,1.0,1.0,1,1,0,RU,7.0,county,import,
55048,131.337432,44.361046,Pogranichniy Raion,57520,,12597925.0,,County,,Primorsky Krai,,23424936.0,Russia,3.0,3.0,1.0,1.0,1,1,0,RU,7.0,county,import,
55049,33.1921,56.900988,Selizharovskiy Raion,57588,,12598375.0,,County,,Tver Oblast,,23424936.0,Russia,5.0,5.0,1.0,1.0,1,1,0,RU,7.0,county,import,
55050,45.93333,51.51667,Murav'yëvka,231256,524344.0,2048746.0,0.0,Suburb,PPLX,Saratov Oblast,RU,23424936.0,Russia,3.0,3.0,1.0,1.0,1,1,0,RU,8.0,neighbourhood,import,
55051,37.92803,55.88163,Oboldino,231257,516421.0,2058532.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,15.0,15.0,3.0,1.0,1,1,0,RU,8.0,locality,import,
55052,36.21697,55.98842,Yazvishche,231258,468515.0,2111910.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,5.0,5.0,1.0,1.0,1,1,0,RU,8.0,locality,import,
55053,28.3,57.81667,Zatropov'ye,231259,464239.0,2116827.0,0.0,Suburb,PPLX,Pskov Oblast,RU,23424936.0,Russia,22.0,22.0,4.0,1.0,1,1,0,RU,8.0,neighbourhood,import,
55054,47.890949,56.635141,Yoshkar-Ola,960725,,2113904.0,,Town,,Mari El Republic,,23424936.0,Russia,241.0,241.0,49.0,1.0,4,4,0,RU,7.0,locality,import,
55055,35.053682,56.055552,Zubtsovskiy Raion,231651,,12598390.0,,County,,Tver Oblast,,23424936.0,Russia,25.0,195.0,5.0,1.0,1,4,0,RU,7.0,county,import,
55056,39.122314,51.728275,Ramonskiy Raion,231652,,12598685.0,,County,,Voronezh Oblast,,23424936.0,Russia,22.0,156.0,4.0,1.0,1,4,0,RU,7.0,county,import,
55057,37.2259705,56.8198285,Taldomskiy Raion,231653,,12598786.0,,County,,Moscow Oblast,,23424936.0,Russia,4.0,145.0,1.0,1.0,1,3,0,RU,7.0,county,import,
55058,89.501666,55.937166,Sharypovskiy Raion,231654,,12597881.0,,County,,Krasnoyarsk Krai,,23424936.0,Russia,3.0,16.0,1.0,1.0,1,1,0,RU,7.0,county,import,
55059,78.387451,59.623325,Aleksandrovskiy Raion,231655,,12599385.0,,County,,Tomsk Oblast,,23424936.0,Russia,6.0,188.0,1.0,1.0,1,4,0,RU,7.0,county,import,
55060,68.925476,61.0210475,Khanty-Mansiysk Raion,231656,,12599450.0,,County,,Khanty-Mansi Autonomous Okrug - Yugra,,23424936.0,Russia,14.0,175.0,3.0,1.0,1,4,0,RU,7.0,county,import,
55061,37.64,55.96,Pogorelki,72312,6418044.0,55874138.0,100.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,,,,0,0,1,RU,8.0,locality,import,
55062,30.50824,59.9711,Porokhovaya,232645,506257.0,2070024.0,0.0,Suburb,PPLX,Saint Petersburg Federal City,RU,23424936.0,Russia,191.0,191.0,39.0,1.0,4,4,0,RU,8.0,neighbourhood,import,
55063,37.78739,55.80961,Metrogorodok,232919,6418787.0,55874840.0,0.0,Suburb,PPLX,Moscow Federal City,RU,23424936.0,Russia,131.0,131.0,27.0,1.0,3,3,0,RU,8.0,neighbourhood,import,
55064,37.55,55.75,Presnensky,232920,542634.0,55875480.0,0.0,Suburb,PPLX,Moscow Federal City,RU,23424936.0,Russia,186.0,186.0,38.0,1.0,4,4,0,RU,8.0,neighbourhood,import,
55065,37.65,55.66667,Nagatino-Sadovniki,233570,499540.0,55874356.0,0.0,Suburb,PPLX,Moscow Federal City,RU,23424936.0,Russia,184.0,184.0,37.0,1.0,4,4,0,RU,8.0,neighbourhood,import,
55066,64.458417,67.404057,Vorkuta Raion,233608,,12597465.0,,County,,Komi Republic,,23424936.0,Russia,45.0,139.0,9.0,1.0,2,3,0,RU,7.0,county,import,
55067,38.301086,58.039006,Nekouzskiy Raion,233609,,12599666.0,,County,,Yaroslavl Oblast,,23424936.0,Russia,44.0,161.0,9.0,1.0,2,4,0,RU,7.0,county,import,
55068,45.45302,43.23502,Khambi-Irze,79456,803021.0,56451948.0,3130.0,Town,PPL,Chechnya Republic,RU,23424936.0,Russia,,,,,0,0,4,RU,8.0,locality,import,
55069,30.168242,59.546207,Torfopredpriyatie Gatchinskoe,1011208,,55874006.0,,Town,,Leningrad Oblast,,23424936.0,Russia,89.0,89.0,18.0,1.0,3,3,0,RU,7.0,locality,import,
55070,20.58035,54.89709,Khrabrovo,236068,549302.0,2125166.0,0.0,Town,PPL,Kaliningrad Oblast,RU,23424936.0,Russia,25.0,25.0,5.0,1.0,1,1,0,RU,8.0,locality,import,
55071,39.0373,44.1466,Agoy,236753,584003.0,1980283.0,1800.0,Town,PPL,Krasnodar Krai,RU,23424936.0,Russia,58.0,58.0,12.0,1.0,2,2,3,RU,8.0,locality,import,
55072,31.03845,59.9473,Shlissel'burg,236976,493970.0,2083422.0,12115.0,Town,PPL,Leningrad Oblast,RU,23424936.0,Russia,310.0,310.0,63.0,1.0,5,5,6,RU,8.0,locality,import,
55073,49.580277,58.717791,Kirov Raion,237328,,12598475.0,,County,,Kirov Oblast,,23424936.0,Russia,43.0,735.0,9.0,3.0,2,5,0,RU,7.0,county,import,
55074,36.698455,55.31508,Naro-Fominskiy Raion,237329,,12598753.0,,County,,Moscow Oblast,,23424936.0,Russia,111.0,997.0,22.0,4.0,3,6,0,RU,7.0,county,import,
55075,38.034667,55.058315,Stupinskiy Raion,237331,,12598785.0,,County,,Moscow Oblast,,23424936.0,Russia,28.0,168.0,6.0,1.0,2,4,0,RU,7.0,county,import,
55076,101.919479,51.846807,Tunkinskiy Raion,1183199,,12597298.0,,County,,Buryatia Republic,,23424936.0,Russia,143.0,171.0,29.0,1.0,3,4,0,RU,7.0,county,import,
55077,20.22748,54.95083,Pionerskiy,238313,509437.0,2125547.0,11856.0,Town,PPL,Kaliningrad Oblast,RU,23424936.0,Russia,124.0,124.0,25.0,1.0,3,3,6,RU,8.0,locality,import,
55078,58.50889,53.33722,Askarovo,1185993,580584.0,2120103.0,0.0,Town,PPL,Bashkortostan Republic,RU,23424936.0,Russia,,1.0,,1.0,0,1,0,RU,8.0,locality,import,
55079,37.27715,55.70925,Podushkino,1187372,507956.0,55874317.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,9.0,,1.0,0,1,0,RU,8.0,locality,import,
55080,36.5869,56.3326,Timonino,1187373,7601325.0,55874460.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,1.0,,1.0,0,1,0,RU,8.0,locality,import,
55081,37.14004,55.89645,Nefed'evo,1187380,820072.0,55874499.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,1.0,,1.0,0,1,0,RU,8.0,locality,import,
55082,33.04308,60.39546,Pasha,1187382,828671.0,55874817.0,3718.0,Town,PPL,Leningrad Oblast,RU,23424936.0,Russia,,1.0,,1.0,0,1,4,RU,8.0,locality,import,
55083,37.32966,55.54794,Mar'ino,1187383,6417415.0,55875079.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,1.0,,1.0,0,1,0,RU,8.0,locality,import,
55084,37.22,55.51778,Pervomayskoe,1187405,510820.0,55875370.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,1.0,,1.0,0,1,0,RU,8.0,locality,import,
55085,37.47806,55.58139,Gazoprovod,1187406,6417417.0,55875452.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,4.0,,1.0,0,1,0,RU,8.0,locality,import,
55086,37.25998,55.62395,Izvarino,1187894,819561.0,2014302.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,12.0,12.0,2.0,1.0,1,1,0,RU,8.0,locality,import,
55087,37.6,55.88333,Bibirevo,1187900,576432.0,1989573.0,0.0,Suburb,PPL,Moscow Federal City,RU,23424936.0,Russia,1.0,1.0,1.0,1.0,1,1,0,RU,8.0,neighbourhood,import,
55088,50.77873,61.7421,Nizhniy Chov,1187908,520781.0,2052812.0,0.0,Suburb,PPLX,Komi Republic,RU,23424936.0,Russia,5.0,5.0,1.0,1.0,1,1,0,RU,8.0,neighbourhood,import,
55089,37.96263,55.89822,Serkovo,1187909,496586.0,2080550.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,12.0,12.0,2.0,1.0,1,1,0,RU,8.0,locality,import,
55090,38.06667,56.53333,Shemetovo,1187910,494934.0,2082305.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,4.0,4.0,1.0,1.0,1,1,0,RU,8.0,locality,import,
55091,37.51667,56.11667,Trudovoj,1187914,481250.0,2097694.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,7.0,7.0,1.0,1.0,1,1,0,RU,8.0,locality,import,
55092,30.28503,60.11024,Yukki,1187916,466646.0,2114088.0,0.0,Town,PPL,Leningrad Oblast,RU,23424936.0,Russia,23.0,23.0,5.0,1.0,1,1,0,RU,8.0,locality,import,
55093,48.037719,46.362093,Astrakhan' Raion,238990,,12598039.0,,County,,Astrakhan Oblast,,23424936.0,Russia,22.0,1059.0,4.0,5.0,1,7,0,RU,7.0,county,import,
55094,38.018188,55.943047,Fryazino Raion,238992,,12598725.0,,County,,Moscow Oblast,,23424936.0,Russia,3.0,161.0,1.0,1.0,1,4,0,RU,7.0,county,import,
55095,20.4766535,54.962944,Cranz,239374,,2124951.0,,Town,,Kaliningrad Oblast,,23424936.0,Russia,276.0,276.0,56.0,1.0,5,4,0,RU,7.0,locality,import,
55096,30.251476,60.007321,Primorskiy Rayon,239552,,55874806.0,,Town,,Saint Petersburg Federal City,,23424936.0,Russia,276.0,276.0,56.0,1.0,5,4,0,RU,7.0,locality,import,
55097,30.356426,59.931822,Tsentral'niy,239553,,55874935.0,,Town,,Saint Petersburg Federal City,,23424936.0,Russia,2336.0,2336.0,473.0,10.0,17,10,0,RU,7.0,locality,import,
55098,38.136824,56.323885,Sergievo-Posadskiy Rayon,239554,,55875573.0,,Town,,Moscow Oblast,,23424936.0,Russia,318.0,318.0,64.0,1.0,5,5,0,RU,7.0,locality,import,
55099,132.1106,44.15167,Дальзаводское,760111,8224892.0,,332.0,,PPL,,RU,,,,,,,0,0,2,RU,8.0,locality,import,
55100,37.85654,55.62945,Dzerzhinskiy,240007,563705.0,2004106.0,41146.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,148.0,148.0,30.0,1.0,3,3,7,RU,8.0,locality,import,
55101,37.18906,54.75259,Ignatovskoye,240625,557512.0,2011365.0,0.0,Town,PPL,Kaluga Oblast,RU,23424936.0,Russia,74.0,74.0,15.0,1.0,2,2,0,RU,8.0,locality,import,
55102,38.73461,58.1012,Volzskij,240626,7459827.0,2124319.0,0.0,Town,PPL,Yaroslavl Oblast,RU,23424936.0,Russia,31.0,31.0,6.0,1.0,2,2,0,RU,8.0,locality,import,
55103,36.81667,56.06667,Lopotovo,240636,534142.0,2037867.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,1.0,,1.0,0,1,0,RU,8.0,locality,import,
55104,38.61021,55.20597,Nepetsino,240644,522636.0,2050659.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,2.0,,1.0,0,1,0,RU,8.0,locality,import,
55105,38.03917,55.61472,Vereya,241157,475700.0,2104156.0,3900.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,304.0,304.0,62.0,1.0,5,5,4,RU,8.0,locality,import,
55106,37.7875,55.97583,Cherkizovo,241161,569144.0,1997877.0,3439.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,2.0,,1.0,0,1,4,RU,8.0,locality,import,
55107,32.048149,54.786978,Smolensk,241710,,2123532.0,,Town,,Smolensk Oblast,,23424936.0,Russia,907.0,907.0,184.0,4.0,10,6,0,RU,7.0,locality,import,
55108,94.350585,51.723625,Kyzyl Raion,241750,,12597580.0,,County,,Tuva Republic,,23424936.0,Russia,235.0,647.0,48.0,3.0,4,5,0,RU,7.0,county,import,
55109,53.171081,56.860985,Izhevsk Raion,241751,,12597598.0,,County,,Udmurtia Republic,,23424936.0,Russia,548.0,2089.0,111.0,9.0,7,9,0,RU,7.0,county,import,
55110,50.74856,57.82849,Bogorodskoye,125710,575514.0,,3123.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,
55111,37.88333,56.55,Bogorodskoye,125711,575521.0,,9275.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,
55112,132.62025,47.93501,Leninskoye,137526,2020841.0,,6827.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,
55113,37.630233,55.728485,Zamoskvorech'e,243562,,55874332.0,,Town,,Moscow Federal City,,23424936.0,Russia,249.0,249.0,50.0,1.0,4,4,0,RU,7.0,locality,import,
55114,46.05686,42.58482,Batlakhatli,554524,858010.0,,13.0,,PPL,,RU,,,,,,,0,0,1,RU,8.0,locality,import,
55115,46.48986,42.64964,Malyye Amushi,554525,858074.0,,73.0,,PPL,,RU,,,,,,,0,0,1,RU,8.0,locality,import,
55116,30.309745,59.960364,Petrogradskiy,243576,,55874568.0,,Town,,Saint Petersburg Federal City,,23424936.0,Russia,161.0,161.0,33.0,1.0,4,4,0,RU,7.0,locality,import,
55117,37.524624,55.636135,Zavoda Mosrentgen,243607,,55875145.0,,Town,,Moscow Oblast,,23424936.0,Russia,330.0,330.0,67.0,1.0,5,5,0,RU,7.0,locality,import,
55118,37.96828,55.10815,Astaf'evo,244244,817459.0,55874143.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55119,35.44462,55.72781,Astaf'evo,244245,580536.0,55874246.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55120,37.81178,55.70196,Vykhino-Zhulyobino,244246,470451.0,55874448.0,0.0,Suburb,PPLX,Moscow Federal City,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,neighbourhood,import,
55121,43.69944,43.51083,Nartan,244279,523408.0,2049829.0,12694.0,Town,PPL,Kabardino-Balkaria Republic,RU,23424936.0,Russia,,,,,0,0,6,RU,8.0,locality,import,
55122,100.81667,54.66667,Porogi,244283,2017743.0,2070013.0,0.0,Town,PPL,Irkutsk Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55123,38.41667,54.08333,Novomoskovskiy Rayon,244285,518551.0,,0.0,,ADM3,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55124,39.2,51.63333,Levoberezhnyy Rayon,244286,535446.0,,0.0,,ADM4,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55125,56.5,57.41667,Kungurskiy Rayon,244287,539141.0,,0.0,,ADMD,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55126,124.91879,55.94839,Nagornyy,244292,2019534.0,,147.0,,PPL,,RU,,,,,,,0,0,1,RU,8.0,locality,import,
55127,35.84363,55.02198,Kochubeyevka,244345,546776.0,2023591.0,0.0,Town,PPL,Kaluga Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55128,35.59413,54.75917,Kol'tsovo,244346,816594.0,2023842.0,0.0,Town,PPL,Kaluga Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55129,37.14,55.63,Rozhnovka,244369,6417553.0,56453105.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55130,37.21667,56.35,Motovilovo,244370,524759.0,56453303.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55131,38.18451,55.50266,Sof'ino,244371,873878.0,56453329.0,0.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,,,,,0,0,0,RU,8.0,locality,import,
55132,30.25,58.08333,Soletskiy Rayon,244373,491033.0,,0.0,,ADM3,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55133,28.25,59.08333,Slantsevskiy Rayon,244374,492167.0,,0.0,,ADM3,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55134,39.33333,51.91667,Ramonskiy Rayon,244375,502892.0,,0.0,,ADM3,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55135,35.66667,56.25,Lotoshinskiy Rayon,244378,533974.0,,18111.0,,ADM2,,RU,,,,,,,0,0,6,RU,8.0,county,import,
55136,39.16667,53.0,Lebedyanskiy Rayon,244379,536514.0,,0.0,,ADMD,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55137,53.41667,52.75,Krasnogvardeyskiy Rayon,244380,542339.0,,0.0,,ADM4,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55138,46.91667,43.25,Kizilyurtovskiy Rayon,244381,547846.0,,71826.0,,ADM2,,RU,,,,,,,0,0,8,RU,8.0,county,import,
55139,35.19177,62.07619,Kizhi,244382,547864.0,,23.0,,PPL,,RU,,,,,,,0,0,1,RU,8.0,locality,import,
55140,55.93333,54.73333,Kirovskiy Rayon,244383,548368.0,,0.0,,ADM4,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55141,41.8673,56.57732,Kholuy,244384,549645.0,,996.0,,PPL,,RU,,,,,,,0,0,2,RU,8.0,locality,import,
55142,46.66667,43.33333,Khasavyurtovskiy Rayon,244385,550476.0,,130471.0,,ADM2,,RU,,,,,,,0,0,9,RU,8.0,county,import,
55143,51.58333,58.33333,Falënskiy Rayon,244386,563343.0,,0.0,,ADMD,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55144,46.16667,51.5,Engel’sskiy Rayon,244387,563462.0,,0.0,,ADM2,,RU,,,,,,,0,0,0,RU,8.0,county,import,
55145,55.93333,54.73333,Demskiy Rayon,244388,566653.0,,0.0,,ADM4,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55146,36.83854,55.43158,Bekasovo,244389,578319.0,,400.0,,PPL,,RU,,,,,,,0,0,2,RU,8.0,locality,import,
55147,38.58333,56.41667,Aleksandrovskiy Rayon,244390,582996.0,,0.0,,ADM3,,RU,,,,,,,0,0,0,RU,8.0,localadmin,import,
55148,81.0,52.91667,Zav’yalovskiy Rayon,244444,1485333.0,,0.0,,ADM2,,RU,,,,,,,0,0,0,RU,8.0,county,import,
