,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id
75000,139.628055,35.477333,４丁目,512329,,28531992.0,,Suburb,,神奈川県,,23424856.0,日本,17.0,17.0,3.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75001,139.567166,35.565305,２丁目,512529,,28533053.0,,Suburb,,神奈川県,,23424856.0,日本,21.0,21.0,4.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75002,139.716949,35.536198,２丁目,512534,,28533082.0,,Suburb,,神奈川県,,23424856.0,日本,23.0,23.0,5.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75003,139.743819,35.537211,１丁目,512535,,28533090.0,,Suburb,,神奈川県,,23424856.0,日本,11.0,11.0,2.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75004,139.747516,35.537238,２丁目,512536,,28533091.0,,Suburb,,神奈川県,,23424856.0,日本,15.0,15.0,3.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75005,139.710431,35.50761,７丁目,512537,,28533103.0,,Suburb,,神奈川県,,23424856.0,日本,5.0,5.0,1.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75006,139.745828,35.535161,２丁目,512538,,28533129.0,,Suburb,,神奈川県,,23424856.0,日本,5.0,5.0,1.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75007,139.73496,35.5372415,３丁目,512540,,28533150.0,,Suburb,,神奈川県,,23424856.0,日本,12.0,12.0,2.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75008,139.750916,35.527964,１丁目,512541,,28533163.0,,Suburb,,神奈川県,,23424856.0,日本,10.0,10.0,2.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75009,139.6976835,35.536833,３丁目,512542,,28533182.0,,Suburb,,神奈川県,,23424856.0,日本,4.0,4.0,1.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75010,139.604473,35.611325,３丁目,512549,,28533266.0,,Suburb,,神奈川県,,23424856.0,日本,17.0,17.0,3.0,1.0,1,1,0,JP,9.0,neighbourhood,import,
75011,137.051193,35.00045,知立市,512757,,1107803.0,,Town,,愛知県,,23424856.0,日本,24.0,65.0,5.0,1.0,1,2,0,JP,9.0,locality,import,
75012,131.32631,32.69798,西臼杵郡,1201016,7413968.0,24857371.0,0.0,County,ADM2,宮崎県,JP,23424856.0,日本,20.0,1128.0,4.0,5.0,1,7,0,JP,10.0,county,import,
75013,135.81029,34.45,高市郡,1201017,7411376.0,24857436.0,0.0,County,ADM2,奈良県,JP,23424856.0,日本,4.0,338.0,1.0,1.0,1,5,0,JP,10.0,county,import,
75014,136.59099,35.07893,員弁郡,1201018,7417702.0,24857314.0,0.0,County,ADM2,三重県,JP,23424856.0,日本,17.0,50.0,3.0,1.0,1,2,0,JP,10.0,county,import,
75015,130.86092,32.30597,球磨郡,1201024,7412708.0,24857268.0,0.0,County,ADM2,熊本県,JP,23424856.0,日本,3.0,116.0,1.0,1.0,1,3,0,JP,10.0,county,import,
