,Unnamed: 0,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id,_joinme,_joinme2,wk:page,wordcount
0,35000,54.08292,55.72156,Aktanysh,276067,583578.0,,8163.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Aktanyshsky District,907
1,35001,54.15,54.03333,Aksakovo,276068,583692.0,,3179.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Aksakovo,107
2,35002,48.06474,42.12786,Gedzhukh,129695,795067.0,,6816.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Azerbaijanis in Russia,4669
3,35003,33.25314,69.19333,Snezhnogorsk,129696,795243.0,,12014.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Snezhnogorsk,64
5,35005,57.52806,65.99389,Usinsk,129752,863061.0,,44078.0,,PPL,,RU,,,,,,,0,0,7,RU,8.0,locality,import,,,,Usinsk,845
6,35006,64.21444,67.04584,Yeletskiy,276548,1486144.0,,742.0,,PPL,,RU,,,,,,,0,0,2,RU,8.0,locality,import,,,,Yeletsky,43
7,35007,93.04083,60.3725,Severo-Yeniseyskiy,276561,1492566.0,,6564.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Severo-Yeniseysky,38
8,35008,63.58417,61.36139,Sovetskiy,276555,1491230.0,,23685.0,,PPL,,RU,,,,,,,0,0,7,RU,8.0,locality,import,,,,Sovetsky,169
10,35010,99.5136,56.0458,Lesogorsk,276573,1500609.0,,5809.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Lesogorsk,82
11,35011,63.74811,57.06028,Troitskiy,132799,1489218.0,,11081.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Troitsky,95
12,35012,93.7589,55.7194,Shalinskoye,132856,1492466.0,,4198.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,"Shali, Chechen Republic",655
13,35013,66.67222,63.71194,Beloyarskiy,133053,1510450.0,,20087.0,,PPL,,RU,,,,,,,0,0,7,RU,8.0,locality,import,,,,Beloyarsky,87
14,35014,39.12324,55.56516,Avsyunino,276851,580227.0,,5148.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Longwave,1463
15,35015,45.6436,44.65811,Yuzhno-Sukhokumsk,277697,466060.0,,10665.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Yuzhno-Sukhokumsk,717
17,35017,115.32167,58.50944,Kropotkin,277805,2021504.0,,1765.0,,PPL,,RU,,,,,,,0,0,3,RU,8.0,locality,import,,,,Peter Kropotkin,4148
18,35018,30.7025,57.92778,Volot,277840,472328.0,,2276.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Volot,22
19,35019,37.28212,45.0013,Vityazevo,277865,473295.0,,6104.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Vityazevo,47
20,35020,46.16436,55.33293,Ratovo,44699,502616.0,2073856.0,0.0,Town,PPL,Nizhny Novgorod Oblast,RU,23424936.0,Russia,8.0,8.0,2.0,1.0,1,1,0,RU,8.0,locality,import,,,,Jonah Parfait Prezaly,152
21,35021,29.33378,57.02942,Novorzhev,278122,518236.0,,3988.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Novorzhev,1215
22,35022,39.73596,59.63043,Ust’ye,279611,477846.0,,4151.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Ustye Kury,37
24,35024,36.89093,52.8989,Zalegoshch',124701,465291.0,2115595.0,5925.0,Town,PPL,Oryol Oblast,RU,23424936.0,Russia,,4.0,,1.0,0,1,5,RU,8.0,locality,import,,,,Zalegoshch,375
26,35026,41.2531,48.24274,Uglegorskiy,124753,479539.0,,2485.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Uglegorsky,61
27,35027,42.09643,43.45706,Uchkulan,124761,479685.0,,5000.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Battle of the Caucasus,1362
28,35028,38.53333,55.3,Troitskoye,124765,481498.0,,4548.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Troitsky,95
29,35029,44.68415,43.7622,Troitskoye,124766,481543.0,,4007.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Troitsky,95
30,35030,37.5253,51.3588,Troitskiy,124767,481580.0,,6236.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Troitsky,95
31,35031,47.58896,41.78007,Tpig,124770,481900.0,,2823.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Agulsky District,1001
32,35032,35.9386,54.67617,Tovarkovo,124771,481941.0,,14294.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Administrative divisions of Kaluga Oblast,538
34,35034,41.7032,56.13143,Stepantsevo,124816,487629.0,,2744.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Viacheslav Koleichuk,190
35,35035,32.76333,52.58444,Starodub,124830,488852.0,,18539.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Starodub,1061
36,35036,40.29588,48.33633,Staraya Stanitsa,124831,489062.0,,8284.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,List of districts in Russia,526
37,35037,21.67704,55.0425,Slavsk,124855,492112.0,,5248.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Slavsk,863
38,35038,33.5576,53.80147,Rognedino,124924,501625.0,,3287.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Rognedinsky District,861
39,35039,29.97206,60.07919,Razliv,124927,502423.0,,1230.0,,PPLX,,RU,,,,,,,0,0,3,RU,8.0,neighbourhood,import,,,,Razliv railway station,106
40,35040,40.75,46.83333,Rassvet,124928,502738.0,,4765.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Rassvet,35
41,35041,41.1169,54.15998,Putyatino,124942,503682.0,,3044.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Putyatino,317
42,35042,55.26648,51.76608,Prigorodnyy,124949,505376.0,,3222.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Prigorodny,38
43,35043,29.7424,60.35922,Pervomayskoye,125001,510814.0,,4473.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Pervomaysky,161
44,35044,44.23309,60.41159,Nyuksenitsa,125044,516539.0,,4322.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Nyuksenitsa,1135
45,35045,39.21732,51.30719,Novovoronezhskiy,125059,517716.0,2057113.0,37392.0,Town,PPL,Voronezh Oblast,RU,23424936.0,Russia,,8.0,,1.0,0,1,7,RU,8.0,locality,import,,,,Novovoronezh Nuclear Power Plant,209
47,35047,47.2041,53.1257,Nikolayevka,125091,521966.0,,6419.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Nikolayevka,41
48,35048,53.08697,67.67126,Nar'yan-Mar,125110,523392.0,,18041.0,,PPLA,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Russian federal highways,2942
49,35049,39.0026,44.1717,Nebug,125097,523048.0,2050235.0,3698.0,Town,PPL,Krasnodar Krai,RU,23424936.0,Russia,19.0,19.0,4.0,1.0,1,1,4,RU,8.0,locality,import,,,,Yevgeni Natalich,29
50,35050,37.38322,55.70267,Marfino,125180,529368.0,2043122.0,3687.0,Town,PPL,Moscow Oblast,RU,23424936.0,Russia,102.0,102.0,21.0,1.0,3,3,4,RU,8.0,locality,import,,,,Marfino,480
51,35051,32.08045,57.31461,Marevo,125181,529387.0,2122102.0,2571.0,Town,PPL,Novgorod Oblast,RU,23424936.0,Russia,,,,,0,0,4,RU,8.0,locality,import,,,,Marevo,64
52,35052,40.49465,57.0185,Markovo,125177,529113.0,,1253.0,,PPL,,RU,,,,,,,0,0,3,RU,8.0,locality,import,,,,Markovo,50
53,35053,35.01589,68.00638,Lovozero,125207,533933.0,,2963.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Lovozero,46
54,35054,45.81184,52.61949,Lopatino,125208,534206.0,,4318.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Lopatino,1069
55,35055,35.51584,58.28406,Lesnoye,125218,535711.0,,1887.0,,PPL,,RU,,,,,,,0,0,3,RU,8.0,locality,import,,,,Lesnoy,99
56,35056,29.41487,59.96124,Lebyazh’ye,125233,536466.0,,5696.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Lebyazhy,935
57,35057,20.17099,54.57025,Ladushkin,125251,537229.0,2126061.0,3928.0,Town,PPL,Kaliningrad Oblast,RU,23424936.0,Russia,,10.0,,1.0,0,1,4,RU,8.0,locality,import,,,,Ladushkin,739
58,35058,43.455,43.67556,Islamey,125252,537344.0,56452215.0,10899.0,Town,PPL,Kabardino-Balkaria Republic,RU,23424936.0,Russia,,,,,0,0,6,RU,8.0,locality,import,,,,Islamey,636
59,35059,47.11606,42.17036,Kumuk,125268,539233.0,2032557.0,2658.0,Town,PPL,Dagestan Republic,RU,23424936.0,Russia,,,,,0,0,4,RU,8.0,locality,import,,,,Kumyks,311
60,35060,39.57246,45.1278,Krasnogvardeyskiy,125302,542335.0,55875385.0,9071.0,Town,PPL,Adygea Republic,RU,23424936.0,Russia,,,,,0,0,5,RU,8.0,locality,import,,,,Krasnogvardeysky,84
61,35061,31.6023,52.9995,Krasnaya Gora,125308,542788.0,,6468.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Krasnaya Gora,426
62,35062,36.27326,56.50977,Kozlovo,125311,543106.0,,4248.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Kozlovo,1647
64,35064,51.58056,61.81056,Kortkeros,125337,544397.0,2026374.0,4429.0,Town,PPL,Komi Republic,RU,23424936.0,Russia,,,,,0,0,4,RU,8.0,locality,import,,,,Kortkerossky District,878
66,35066,53.12439,56.34907,Kiyasovo,125359,547927.0,2022257.0,3265.0,Town,PPL,Udmurtia Republic,RU,23424936.0,Russia,,,,,0,0,4,RU,8.0,locality,import,,,,Kiyasovo,35
67,35067,37.35689,53.26766,Korsakovo,125338,544440.0,,1465.0,,PPL,,RU,,,,,,,0,0,3,RU,8.0,locality,import,,,,Korsakovo,192
68,35068,51.4743,53.4706,Kinel’-Cherkassy,125364,548622.0,,18393.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Kinel-Cherkassky District,917
69,35069,36.22198,56.62558,Izoplit,125431,554767.0,2014270.0,4299.0,Town,PPL,Tver Oblast,RU,23424936.0,Russia,,,,,0,0,4,RU,8.0,locality,import,,,,Izoplit,1261
70,35070,41.14667,49.79333,Kazanskaya,125388,551438.0,,4946.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Kazansky,52
71,35071,47.90301,42.38736,Kayakent,125390,551646.0,,11805.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Nariman Israpilov,49
72,35072,42.2347,44.2672,Kavkazskiy,125393,551667.0,,3052.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Kavkazsky,63
73,35073,38.1302,51.8334,Kastornoye,125395,551823.0,,4390.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Kastorensky District,771
74,35074,47.52644,53.16786,Kanadey,125408,553233.0,,2076.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Dattatraya Ganesh Godse,536
75,35075,37.28222,45.32222,Golubitskaya,125511,560513.0,,4138.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,304th Rifle Division (Soviet Union),901
76,35076,41.01845,44.94673,Glubokiy,125515,561148.0,,3513.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Armavir Radar Station,822
77,35077,40.6587,45.4012,Girey,125535,561462.0,,6712.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Girey,22
79,35079,30.49551,60.34127,Garbolovo,125571,561999.0,2120817.0,3830.0,Town,PPL,Leningrad Oblast,RU,23424936.0,Russia,,4.0,,1.0,0,1,4,RU,8.0,locality,import,,,,36th Airborne Brigade (Russia),165
81,35081,53.0251,57.631,Fakel,125591,563354.0,,2006.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Fakel,68
82,35082,52.7358,55.0239,Dzhalil’,125605,563681.0,,14797.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Dzhalil,31
83,35083,44.89738,55.56673,Buturlino,125665,570564.0,,6857.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Buturlino,60
84,35084,34.70357,56.68633,Bernovo,125719,576754.0,1989187.0,1253.0,Town,PPL,Tver Oblast,RU,23424936.0,Russia,,32.0,,1.0,0,2,3,RU,8.0,locality,import,,,,Staritsky District,1923
86,35086,40.4299,51.4842,Anna,125772,581671.0,,19148.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Anna,771
87,35087,30.33222,59.73083,Aleksandrovskaya,125787,583036.0,,1159.0,,PPL,,RU,,,,,,,0,0,3,RU,8.0,locality,import,,,,Alexandrovsky,156
88,35088,41.1373,44.9316,Zavetnyy,129699,804875.0,,4486.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Where Are You My Brothers?,571
89,35089,36.00262,54.54299,Kurovskoye,129701,815857.0,,3648.0,,PPL,,RU,,,,,,,0,0,4,RU,8.0,locality,import,,,,Kurovsky,87
90,35090,36.04646,54.42828,Vorotynsk,129702,818487.0,,10977.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Vorotynsk,58
91,35091,38.06276,53.95223,Dubovka,129703,821801.0,,8946.0,,PPL,,RU,,,,,,,0,0,5,RU,8.0,locality,import,,,,Dubovka,440
92,35092,39.66863,43.66974,Dagomys,129704,823674.0,,20000.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Dagomys,1038
94,35094,40.33746,62.76409,Mirnyy,129735,831129.0,,28000.0,,PPL,,RU,,,,,,,0,0,7,RU,8.0,locality,import,,,,Mirny,180
95,35095,45.7338,48.5842,Znamensk,129736,831130.0,,31922.0,,PPL,,RU,,,,,,,0,0,7,RU,8.0,locality,import,,,,Znamensk,44
96,35096,42.50528,44.34917,Udarnyy,129743,841270.0,,1142.0,,PPL,,RU,,,,,,,0,0,3,RU,8.0,locality,import,,,,List of Russian and Soviet monitors,91
99,35099,74.48593,65.85002,Pangody,132894,1495626.0,,10898.0,,PPL,,RU,,,,,,,0,0,6,RU,8.0,locality,import,,,,Administrative divisions of Yamalo-Nenets Autonomous Okrug,249
103,35103,60.75564,56.44012,Verkhnyaya Sysert’,132783,1487260.0,,1115.0,,PPL,,RU,,,,,,,0,0,3,RU,8.0,locality,import,,,,Administrative divisions of Sverdlovsk Oblast,978
