,Unnamed: 0,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id,_joinme,_joinme2,wk:page,wordcount
14,20014,35.0606,29.89663,Yotvata,1168242,293148.0,1968107.0,0.0,Town,PPL,Southern,IL,23424852.0,Israel,192.0,192.0,39.0,1.0,4,4,0,IL,2.0,locality,import,,,,Yotvata,1222
15,20015,35.66035,33.16587,Shamir,1168243,293558.0,1967963.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,508.0,508.0,103.0,2.0,7,5,0,IL,2.0,locality,import,,,,Shamir,70
16,20016,35.09496,32.95155,Shamerat,1168245,293559.0,1967962.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,82.0,82.0,17.0,1.0,3,3,0,IL,2.0,locality,import,,,,Shomrat,422
17,20017,35.51611,31.26833,Al Mazraah,1168247,250534.0,1968361.0,0.0,Town,PPL,الكرك,JO,23424860.0,الأردن,44.0,44.0,9.0,1.0,2,2,0,JO,2.0,locality,import,,,,2014–15 Lebanese Second Division,69
18,20018,36.04678,31.24723,القطرانة,1168250,250480.0,1968384.0,0.0,Town,PPL,الكرك,JO,23424860.0,الأردن,29.0,29.0,6.0,1.0,2,2,0,JO,2.0,locality,import,,,,Qatraneh,143
19,20019,35.63637,31.56623,Mukawir,1168251,247936.0,1968740.0,0.0,Town,PPL,مادبا,JO,23424860.0,الأردن,184.0,184.0,37.0,1.0,4,4,0,JO,2.0,locality,import,,,,Madaba,1519
22,20022,35.61186,32.60466,Maad,1168254,248385.0,1968715.0,0.0,Town,PPL,إربد,JO,23424860.0,الأردن,44.0,44.0,9.0,1.0,2,2,0,JO,2.0,locality,import,,,,Maad a Sinig,372
23,20023,35.84686,31.97856,Umm as Summaq,1168255,246313.0,1968875.0,0.0,Town,PPL,عمان,JO,23424860.0,الأردن,496.0,496.0,101.0,2.0,7,5,0,JO,2.0,locality,import,,,,Amman Governorate,868
24,20024,75.75659,42.21552,Kochkorka,1168256,1527902.0,1969932.0,0.0,Town,PPLA2,Naryn,KG,23424864.0,Kyrgyzstan,290.0,290.0,59.0,1.0,5,4,0,KG,2.0,locality,import,,,,Kochkor,161
25,20025,43.48769,37.09214,Amadiyah,1168263,99611.0,1979387.0,0.0,Town,PPL,Dahuk,IQ,23424855.0,Iraq,72.0,72.0,15.0,1.0,2,2,0,IQ,2.0,locality,import,,,,Amadiya,739
26,20026,120.361061,16.010505,Calasiao,1168283,,1167445.0,,Town,,Ilocos Region,,23424934.0,Philippines,326.0,326.0,66.0,1.0,5,5,0,PH,1.0,locality,import,,,,"Calasiao, Pangasinan",1401
27,20027,114.1,22.33333,春花落,1168297,1819922.0,2164323.0,0.0,Town,PPL,新界,HK,24865698.0,香港,441.0,441.0,89.0,2.0,6,5,0,HK,2.0,locality,import,,,,Tsing Yi,2979
28,20028,114.15,22.46667,圍頭村,1168323,1818382.0,2165238.0,0.0,Town,PPL,新界,HK,24865698.0,香港,18.0,18.0,4.0,1.0,1,1,0,HK,2.0,locality,import,,,,Lam Tsuen,366
30,20030,114.1,22.45,橫台山,1168330,1818364.0,2165250.0,0.0,Town,PPL,新界,HK,24865698.0,香港,46.0,46.0,9.0,1.0,2,2,0,HK,2.0,locality,import,,,,Pat Heung,321
31,20031,120.91653,13.85469,San Luis,1168341,1689134.0,1191320.0,0.0,Town,PPLA3,Calabarzon,PH,23424934.0,Philippines,,1.0,,1.0,0,1,0,PH,2.0,locality,import,,,,San Luis,268
32,20032,120.96222,14.94833,San Rafael,1168342,1688642.0,1191721.0,0.0,Town,PPLA3,Central Luzon,PH,23424934.0,Philippines,,162.0,,1.0,0,4,0,PH,2.0,locality,import,,,,San Rafael,596
33,20033,125.57083,9.5625,Tubod,1168343,1681145.0,1197373.0,0.0,Town,PPLA3,Caraga,PH,23424934.0,Philippines,,1.0,,1.0,0,1,0,PH,2.0,locality,import,,,,Tubod,18
34,20034,35.28372,33.01336,Maalot,1168369,294405.0,1967609.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,,1.0,,1.0,0,1,0,IL,2.0,locality,import,,,,Ma'alot-Tarshiha,2671
35,20035,35.4367,32.69706,Shadmot Devora,1168370,293577.0,1967957.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,,1.0,,1.0,0,1,0,IL,2.0,locality,import,,,,Shadmot Dvora,535
36,20036,80.39056,7.31639,Rambukkana,1168372,1228996.0,2186150.0,0.0,Town,PPL,Sabaragamuwa,LK,23424778.0,Sri Lanka,1080.0,1080.0,219.0,5.0,11,7,0,LK,2.0,locality,import,,,,Rambukkana,90
37,20037,35.60402,32.68669,Shaar HaGolan,1168373,293581.0,1967953.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,,566.0,,3.0,0,5,0,IL,2.0,locality,import,,,,Sha'ar HaGolan,360
38,20038,80.6493,6.9704,Watagoda,1168374,1224133.0,2188639.0,0.0,Town,PPL,Central,LK,23424778.0,Sri Lanka,24.0,24.0,5.0,1.0,1,1,0,LK,2.0,locality,import,,,,Watagoda,28
39,20039,81.5461,6.9067,Siyambalanduwa,1168375,1227746.0,2189536.0,0.0,Town,PPL,Uva,LK,23424778.0,Sri Lanka,4.0,4.0,1.0,1.0,1,1,0,LK,2.0,locality,import,,,,Siyambalanduwa Divisional Secretariat,18
40,20040,79.8569,7.2939,Bolawatta,1168376,1249691.0,2189542.0,0.0,Town,PPL,North Western,LK,23424778.0,Sri Lanka,24.0,24.0,5.0,1.0,1,1,0,LK,2.0,locality,import,,,,Bolawatta,72
41,20041,80.0796,6.9086,Hanwella,1168397,1244779.0,2189690.0,0.0,Town,PPL,Western,LK,23424778.0,Sri Lanka,5.0,5.0,1.0,1.0,1,1,0,LK,2.0,locality,import,,,,Hanwella,517
42,20042,120.590433,15.897133,Villasis,1168411,,1198425.0,,Town,,Ilocos Region,,23424934.0,Philippines,23.0,23.0,5.0,1.0,1,1,0,PH,1.0,locality,import,,,,"Villasis, Pangasinan",533
44,20044,67.1531,24.8265,Korangi,1168425,1347006.0,2200808.0,0.0,Town,PPLX,Sindh,PK,23424922.0,Pakistan,111.0,111.0,22.0,1.0,3,3,0,PK,2.0,locality_gp_neighbourhood_gn,import,,,,Korangi,433
46,20046,73.39083,34.07257,Nathia Gali,1168427,1169217.0,2204645.0,0.0,Town,PPL,North-West Frontier,PK,23424922.0,Pakistan,203.0,203.0,41.0,1.0,4,4,0,PK,2.0,locality,import,,,,Nathia Gali,1201
47,20047,73.649,34.90536,Naran,1168429,1169336.0,2204547.0,0.0,Town,PPL,North-West Frontier,PK,23424922.0,Pakistan,523.0,523.0,106.0,2.0,7,5,0,PK,2.0,locality,import,,,,Naran,70
49,20049,120.592803,16.419691,Baguio City,1168442,,1198830.0,,Town,,Cordillera Administrative Region,,23424934.0,Philippines,4992.0,4992.0,1000.0,22.0,24,14,0,PH,1.0,locality,import,,,,Baguio,5209
50,20050,74.62666,35.65092,Bunji,1168445,1182117.0,2210843.0,0.0,Town,PPL,Northern Areas,PK,23424922.0,Pakistan,17.0,17.0,3.0,1.0,1,1,0,PK,2.0,locality,import,,,,Bunji,49
52,20052,51.9163,33.5134,Natanz,1168522,122491.0,2241496.0,0.0,Town,PPL,Esfahan,IR,23424851.0,Iran,62.0,62.0,13.0,1.0,2,2,0,IR,2.0,locality,import,,,,Natanz,607
54,20054,44.58961,39.87398,Lusarrat,1168495,391231.0,2214088.0,0.0,Town,PPL,Ararat,AM,23424743.0,Armenia,212.0,212.0,43.0,1.0,4,4,0,AM,2.0,locality,import,,,,Lusarat,150
55,20055,120.680351,18.115671,Dingras,1168506,,1199145.0,,Town,,Ilocos Region,,23424934.0,Philippines,19.0,19.0,4.0,1.0,1,1,0,PH,1.0,locality,import,,,,Dingras,631
56,20056,51.5266,35.9306,Fasham,1168508,134715.0,2227022.0,0.0,Town,PPL,Tehran,IR,23424851.0,Iran,52.0,52.0,11.0,1.0,2,2,0,IR,2.0,locality,import,,,,Fasham,100
57,20057,44.62656,40.26741,Abovyan,1168510,617026.0,2213386.0,35673.0,Town,PPL,Kotayk',AM,23424743.0,Armenia,24.0,24.0,5.0,1.0,1,1,7,AM,2.0,locality,import,,,,Abovyan,1230
59,20059,46.1939,37.859,Kahnamu,1168517,129737.0,2232925.0,0.0,Town,PPL,Azarbayjan-e Sharqi,IR,23424851.0,Iran,9.0,9.0,2.0,1.0,1,1,0,IR,2.0,locality,import,,,,Kahnamu,88
60,20060,51.57417,32.3875,Khulenjan,1168521,417463.0,2235982.0,0.0,Town,PPL,Esfahan,IR,23424851.0,Iran,9.0,9.0,2.0,1.0,1,1,0,IR,2.0,locality,import,,,,Zibashahr,118
61,20061,45.1413,36.701,Piran Shahr,1168523,121110.0,2243201.0,61973.0,Town,PPL,Azarbayjan-e Gharbi,IR,23424851.0,Iran,59.0,59.0,12.0,1.0,2,2,8,IR,2.0,locality,import,,,,Piranshahr,1149
62,20062,50.863,36.76332,Sakht Sar,1168524,10403.0,2246750.0,0.0,Town,PPL,Mazandaran,IR,23424851.0,Iran,48.0,48.0,10.0,1.0,2,2,0,IR,2.0,locality,import,,,,"Ramsar, Mazandaran",1693
63,20063,52.6483,32.4196,Varzaneh,1168525,112125.0,2252913.0,0.0,Town,PPL,Esfahan,IR,23424851.0,Iran,21.0,21.0,4.0,1.0,1,1,0,IR,2.0,locality,import,,,,Varzaneh,94
64,20064,106.49861,50.31556,Altanbulag,1168538,2032960.0,2265159.0,0.0,Town,PPLA2,Selenge,MN,23424887.0,Mongolia,22.0,22.0,4.0,1.0,1,1,0,MN,2.0,locality,import,,,,Altanbulag,24
67,20067,33.17444,0.64222,Buwenge,79694,233886.0,,15130.0,,PPL,,UG,,,,,,,0,0,6,UG,3.0,locality,import,,,,Buwenge,412
68,20068,35.90417,33.84972,Zahlé,79843,266045.0,,78145.0,,PPLA,,LB,,,,,,,0,0,8,LB,3.0,locality,import,,,,Zahlé,4648
69,20069,107.625846,16.556075,Thôn Thái Dương Hạ (1),1169073,,1248008.0,,Town,,Thura Thien-Hue,,23424984.0,Vietnam,89.0,89.0,18.0,1.0,3,3,0,VN,1.0,locality,import,,,,Lệ Thủy District,700
70,20070,39.71667,-4.0,Bamburi,1169097,200656.0,1526846.0,0.0,Town,PPL,Coast,KE,23424863.0,Kenya,1026.0,1026.0,208.0,5.0,11,7,0,KE,2.0,locality,import,,,,Bamburi,178
71,20071,35.30549,6.45994,Bench Maji Zone,80167,331677.0,,652531.0,,ADM2,,ET,,,,,,,0,0,11,ET,3.0,county,import,,bench maji zone_county_ET,bench maji zone_county_ET_35_6,Bench Maji Zone,925
72,20072,31.32018,30.31269,Shibīn al Qanāţir,80207,349156.0,,56872.0,,PPL,,EG,,,,,,,0,0,8,EG,3.0,locality,import,,,,List of towns and villages in Egypt,511
73,20073,30.81805,30.8248,Kafr az Zayyāt,80217,354365.0,,73725.0,,PPL,,EG,,,,,,,0,0,8,EG,3.0,locality,import,,,,List of towns and villages in Egypt,511
75,20075,31.78525,30.54448,At Tall al Kabīr,80228,359710.0,,51569.0,,PPL,,EG,,,,,,,0,0,8,EG,3.0,locality,import,,,,Tall al Kabir,748
76,20076,31.28111,29.56472,Aş Şaff,80229,359900.0,,38213.0,,PPL,,EG,,,,,,,0,0,7,EG,3.0,locality,import,,,,As-Saff,36
77,20077,32.03108,31.18287,Al Maţarīyah,80237,360716.0,,99357.0,,PPL,,EG,,,,,,,0,0,8,EG,3.0,locality,import,,,,Tall al Kabir,748
79,20079,31.31897,27.04411,Abū Tīj,80247,362004.0,,71257.0,,PPL,,EG,,,,,,,0,0,8,EG,3.0,locality,import,,,,F. D. Amr Bey,2516
80,20080,31.21667,29.88333,Abū Şīr,80251,362071.0,,200.0,,PPL,,EG,,,,,,,0,0,1,EG,3.0,locality,import,,,,Egyptian pyramids,3277
82,20082,32.48212,3.86512,Pajok,80267,375495.0,,49000.0,,PPL,,SS,,,,,,,0,0,7,SS,3.0,locality,import,,,,Parjok,883
83,20083,35.76667,13.51667,Doka,80269,376332.0,,19821.0,,PPL,,SD,,,,,,,0,0,6,SD,3.0,locality,import,,,,Doka,47
85,20085,44.32796,16.5295,Mawsaţah,80308,406887.0,,119.0,,PPL,,YE,,,,,,,0,0,1,YE,3.0,locality,import,,,,Mawsata,296
86,20086,-1.568641,6.687624,New Tafo,1169958,,1331548.0,,Town,,Ashanti,,23424824.0,Ghana,765.0,765.0,155.0,3.0,9,6,0,GH,1.0,locality,import,,,,Tafo,377
87,20087,-8.814039,7.7546355,Nzérékoré,1170089,,1337916.0,,Town,,Nzérékoré,,23424835.0,Guinée,10.0,10.0,2.0,1.0,1,1,0,GN,1.0,locality,import,,,,Nzérékoré,403
88,20088,124.16611,8.15167,Linamon,1170106,6569493.0,1178412.0,0.0,Town,ADM3,Northern Mindanao,PH,23424934.0,Philippines,268.0,268.0,54.0,1.0,5,4,0,PH,2.0,locality,import,,,,"Linamon, Lanao del Norte",246
89,20089,50.58333,40.31667,Neft Daşları,81069,585369.0,,916.0,,PPL,,AZ,,,,,,,0,0,2,AZ,3.0,locality,import,,,,Neft Daşları,953
90,20090,46.09194,40.55556,Quşçu,81077,585745.0,,408.0,,PPL,,AZ,,,,,,,0,0,2,AZ,3.0,locality,import,,,,Quşçu,33
91,20091,47.82361,40.25219,Begimli,81090,587014.0,,830.0,,PPL,,AZ,,,,,,,0,0,2,AZ,3.0,locality,import,,,,Bəyimli,10
92,20092,46.08056,40.52167,Alunitdağ,81094,587271.0,,857.0,,PPL,,AZ,,,,,,,0,0,2,AZ,3.0,locality,import,,,,Alunitdağ,64
93,20093,120.9464,15.3072,Gapan,1170160,1713226.0,1199175.0,79064.0,Town,PPLA3,Central Luzon,PH,23424934.0,Philippines,155.0,155.0,31.0,1.0,4,4,8,PH,2.0,locality,import,,,,Gapan,1892
94,20094,3.37167,6.54028,Shomolu,1170218,2323090.0,1405693.0,0.0,Town,PPL,Lagos,NG,23424908.0,Nigeria,66.0,66.0,13.0,1.0,2,2,0,NG,2.0,locality,import,,,,Somolu,19
95,20095,39.48265,-4.4619,Msambweni,1170267,186139.0,1528345.0,0.0,Town,PPL,Coast,KE,23424863.0,Kenya,105.0,105.0,21.0,1.0,3,3,0,KE,2.0,locality,import,,,,Msambweni,1512
98,20098,26.3125,53.5263,Turets,81237,620692.0,,630.0,,PPL,,BY,,,,,,,0,0,2,BY,3.0,locality,import,,,,Tourette syndrome,9189
99,20099,30.52028,53.88389,Kadino,81254,624318.0,,1753.0,,PPL,,BY,,,,,,,0,0,3,BY,3.0,locality,import,,,,Kadino,71
101,20101,35.11452,33.08544,Kefar Rosh HaNiqra,1170476,294517.0,1967562.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,409.0,409.0,83.0,2.0,6,5,0,IL,2.0,locality,import,,,,Rosh HaNikra (kibbutz),272
102,20102,35.5662,32.72264,Kinneret,1170477,294461.0,1967591.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,272.0,272.0,55.0,1.0,5,4,0,IL,2.0,locality,import,,,,Kinneret,127
103,20103,34.82241,32.00963,Mishmar HaShiva,1170480,294181.0,1967698.0,0.0,Town,PPL,Tel Aviv,IL,23424852.0,Israel,158.0,158.0,32.0,1.0,4,4,0,IL,2.0,locality,import,,,,Mishmar HaShiv'a,89
104,20104,34.79868,31.92933,Nes Ziyyona,1170485,294074.0,1967746.0,38700.0,Town,PPL,Central,IL,23424852.0,Israel,362.0,362.0,73.0,2.0,6,5,7,IL,2.0,locality,import,,,,Ness Ziona,1889
105,20105,34.84766,31.26489,Omer,1170489,293982.0,1967799.0,0.0,Town,PPL,Southern,IL,23424852.0,Israel,324.0,324.0,66.0,1.0,5,5,0,IL,2.0,locality,import,,,,Omer,120
106,20106,35.54306,33.19583,Ramim,1170492,293771.0,1967885.0,0.0,Town,PPL,Northern,IL,23424852.0,Israel,109.0,109.0,22.0,1.0,3,3,0,IL,2.0,locality,import,,,,Ramim,10
107,20107,114.05,22.36667,深井,1170707,1818950.0,2164911.0,0.0,Town,PPL,新界,HK,24865698.0,香港,409.0,409.0,83.0,2.0,6,5,0,HK,2.0,locality,import,,,,Fukai Station,41
108,20108,114.06667,22.4,田夫仔,1170753,1818575.0,2165126.0,0.0,Town,PPL,新界,HK,24865698.0,香港,661.0,661.0,134.0,3.0,8,5,0,HK,2.0,locality,import,,,,Tuen Mun Rural Committee,510
109,20109,114.08333,22.36667,汀九,1170754,1818574.0,2165141.0,0.0,Town,PPL,新界,HK,24865698.0,香港,512.0,512.0,104.0,2.0,7,5,0,HK,2.0,locality,import,,,,Ting Kau,92
111,20111,120.77339,14.15602,Calauan,1171379,1720465.0,1167461.0,0.0,Town,PPL,Calabarzon,PH,23424934.0,Philippines,179.0,179.0,36.0,1.0,4,4,0,PH,2.0,locality,import,,,,"Calauan, Laguna",1033
112,20112,121.03526,14.22673,Carmen,1171380,1718322.0,1169207.0,0.0,Town,PPL,Calabarzon,PH,23424934.0,Philippines,101.0,101.0,20.0,1.0,3,3,0,PH,2.0,locality,import,,,,Carmen,7843
113,20113,29.84646,31.14429,Al Maks,1171450,360805.0,1521768.0,0.0,Town,PPLX,الاسكندرية,EG,23424802.0,مصر,56.0,56.0,11.0,1.0,2,2,0,EG,2.0,locality_gp_neighbourhood_gn,import,,,,Mukhsin,405
114,20114,49.663009,40.60118,Sumqayḯt,1172814,,1951201.0,,Town,,Sumqayit,,23424741.0,Azerbaijan,11.0,11.0,2.0,1.0,1,1,0,AZ,1.0,locality,import,,,,Sumqayit,2714
115,20115,35.18462,30.61402,Sappir,1171557,385034.0,1967922.0,0.0,Town,PPL,Southern,IL,23424852.0,Israel,79.0,79.0,16.0,1.0,3,3,0,IL,2.0,locality,import,,,,"Sapir, Israel",115
116,20116,35.11136,32.7231,Shaar HaAmaqim,1171558,293583.0,1967952.0,0.0,Town,PPL,Haifa,IL,23424852.0,Israel,45.0,45.0,9.0,1.0,2,2,0,IL,2.0,locality,import,,,,Sha'ar HaAmakim,856
117,20117,35.740842,-6.172214,Dodoma,1171676,,1517837.0,,Town,,Dodoma,,23424973.0,Tanzania,178.0,178.0,36.0,1.0,4,4,0,TZ,1.0,locality,import,,,,Dodoma,970
118,20118,39.657897,-3.081551,Chakama,1171721,,1526930.0,,Town,,Coast,,23424863.0,Kenya,53.0,53.0,11.0,1.0,2,2,0,KE,1.0,locality,import,,,,Malindi Constituency,63
119,20119,-8.633022,30.533728,ارزان,1171815,,1531613.0,,Town,,سوس ـ ماسة ـ درعة,,23424893.0,المغرب,7.0,7.0,1.0,1.0,1,1,0,MA,1.0,locality,import,,,,Arzan Fud,105
120,20120,44.42988,40.10568,Norabats’,83810,799614.0,,1973.0,,PPL,,AM,,,,,,,0,0,3,AM,3.0,locality,import,,,,Norabats,65
121,20121,28.91667,-20.25,Umzingwane District,83903,879611.0,,56870.0,,ADM2,,ZW,,,,,,,0,0,8,ZW,3.0,county,import,,umzingwane district_county_ZW,umzingwane district_county_ZW_29_-20,Insiza (District),368
122,20122,30.16667,-19.75,Shurugwi District,83904,881163.0,,84739.0,,ADM2,,ZW,,,,,,,0,0,8,ZW,3.0,county,import,,shurugwi district_county_ZW,shurugwi district_county_ZW_30_-20,Shurugwi District,515
123,20123,31.66667,-17.16667,Shamva District,83905,881344.0,,98977.0,,ADM2,,ZW,,,,,,,0,0,8,ZW,3.0,county,import,,shamva district_county_ZW,shamva district_county_ZW_32_-17,Shamva District,71
124,20124,32.25,-16.66667,Rushinga District,83907,882083.0,,67829.0,,ADM2,,ZW,,,,,,,0,0,8,ZW,3.0,county,import,,rushinga district_county_ZW,rushinga district_county_ZW_32_-17,Rushinga District,26
125,20125,32.66667,-18.0,Nyanga District,83908,883480.0,,117630.0,,ADM2,,ZW,,,,,,,0,0,9,ZW,3.0,county,import,,nyanga district_county_ZW,nyanga district_county_ZW_33_-18,Nyanga District,47
126,20126,28.83333,-18.83333,Nkayi District,83910,884216.0,,110783.0,,ADM2,,ZW,,,,,,,0,0,9,ZW,3.0,county,import,,nkayi district_county_ZW,nkayi district_county_ZW_29_-19,Nkayi District,11
128,20128,43.30667,-11.83306,Mdjoyézi,83935,921801.0,,957.0,,PPL,,KM,,,,,,,0,0,2,KM,3.0,locality,import,,,,Mdjoyezi,59
129,20129,55.56667,-21.35,Petite-Île,84000,935416.0,,10961.0,,PPL,,RE,,,,,,,0,0,6,RE,,locality,import,,,,Petite-Île,105
130,20130,55.46667,-21.23333,L'Entre-Deux,84001,935915.0,,5788.0,,PPL,,RE,,,,,,,0,0,5,RE,,locality,import,,,,Entre-Deux,328
131,20131,55.67823,-20.99667,Bras-Panon,84002,936048.0,,10444.0,,PPL,,RE,,,,,,,0,0,6,RE,,locality,import,,,,Bras-Panon,68
132,20132,47.63333,-21.3,Ifanadiana,84090,1064366.0,,17543.0,,PPL,,MG,,,,,,,0,0,6,MG,3.0,locality,import,,,,Ifanadiana,138
133,20133,46.56667,-18.43333,Fenoarivo Be,84091,1064978.0,,19605.0,,PPL,,MG,,,,,,,0,0,6,MG,3.0,locality,import,,,,Fenoarivo Atsinanana,154
134,20134,43.63194,-12.27444,Hamba,84094,1090507.0,,585.0,,PPL,,KM,,,,,,,0,0,2,KM,3.0,locality,import,,,,Șura Mare,65
138,20138,90.71275,22.22647,Uttar Char Fasson,84371,1205481.0,,48305.0,,PPL,,BD,,,,,,,0,0,7,BD,3.0,locality,import,,,,Upazilas of Bangladesh,557
139,20139,90.7239,22.49518,Burhānuddin,84372,1210565.0,,45670.0,,PPL,,BD,,,,,,,0,0,7,BD,3.0,locality,import,,,,Mohammed Burhanuddin,1611
140,20140,68.39583,39.96056,Zomin,84389,1215694.0,,27077.0,,PPL,,UZ,,,,,,,0,0,7,UZ,3.0,locality,import,,,,"Zaamin, Uzbekistan",37
141,20141,89.64191,27.46609,Thimphu,84428,1252416.0,,98676.0,,PPLC,,BT,,,,,,,0,0,10,BT,3.0,locality,import,,,,Thimphu,11844
142,20142,81.6038,7.7782,Eravur Town,84429,1246924.0,,22982.0,,PPL,,LK,,,,,,,0,0,7,LK,3.0,locality,import,,,,Eravur Town Divisional Secretariat,19
143,20143,79.79528,7.57583,Chilaw,84430,1249145.0,,24712.0,,PPL,,LK,,,,,,,0,0,7,LK,3.0,locality,import,,,,Chilaw,589
144,20144,79.9948,6.4254,Bentota,84431,1249978.0,,37000.0,,PPL,,LK,,,,,,,0,0,7,LK,3.0,locality,import,,,,Bentota,644
145,20145,79.9181,6.8964,Battaramulla South,84432,1250164.0,,75633.0,,PPL,,LK,,,,,,,0,0,8,LK,3.0,locality,import,,,,Battaramulla,1431
146,20146,90.50716,27.5026,Trongsa,84434,1252408.0,,2805.0,,PPLA,,BT,,,,,,,0,0,4,BT,3.0,locality,import,,,,Trongsa,231
147,20147,81.4997,7.75,Batticaloa District,84435,1250159.0,,515733.0,,ADM2,,LK,,,,,,,0,0,11,LK,3.0,county,import,,batticaloa district_county_LK,batticaloa district_county_LK_81_8,Batticaloa District,553
148,20148,81.75,7.0833,Ampara District,84436,1251460.0,,614674.0,,ADM2,,LK,,,,,,,0,0,11,LK,3.0,county,import,,ampara district_county_LK,ampara district_county_LK_82_7,Ampara District,488
149,20149,91.55424,27.3331,Trashigang,84437,1252423.0,,872.0,,PPLA,,BT,,,,,,,0,0,2,BT,3.0,locality,import,,,,Trashigang,333
150,20150,-56.91667,-25.66667,Sapucaí,147807,3436927.0,379220.0,1932.0,Town,PPL,Paraguarí,PY,23424917.0,Paraguay,263.0,263.0,53.0,1.0,5,4,3,PY,2.0,locality,import,,,,Sapucaí,39
151,20151,-56.25278,-34.58944,Joanicó,147831,3442238.0,380533.0,1339.0,Town,PPL,Canelones,UY,23424979.0,Uruguay,,2.0,,1.0,0,1,3,UY,2.0,locality,import,,,,Uruguayan Football Association,248
152,20152,69.168376,35.017485,Charikar,1172702,,1935231.0,,Town,,Parvan,,23424739.0,Afghanistan,67.0,67.0,14.0,1.0,2,2,0,AF,1.0,locality,import,,,,Charikar,626
153,20153,-80.39028,22.24167,Palmira,148920,3545040.0,65921.0,23078.0,Town,PPL,Cienfuegos,CU,23424793.0,Cuba,80.0,80.0,16.0,1.0,3,3,7,CU,2.0,locality,import,,,,Palmira,98
155,20155,-58.65014,-34.96577,Vicente Casares,1172976,3427506.0,466703.0,0.0,Town,PPL,Buenos Aires,AR,23424747.0,Argentina,,2.0,,1.0,0,1,0,AR,2.0,locality,import,,,,Vicente Casares,30
