,Unnamed: 0,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id,_joinme,_joinme2,wk:page,wordcount
19,30019,121.51667,24.93333,Xindian Shi,1151925,1674826.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,Taipei County,161
20,30020,120.35,23.55,Xingang Xiang,1151926,1674968.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Xingang, Chiayi",162
21,30021,121.01667,23.66667,Xinyi Xiang,1151927,1674987.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Xinyi, Nantou",155
22,30022,121.45,25.03333,Xinzhuang Shi,1151928,1675124.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,Taipei County,161
23,30023,121.6,24.08333,Sincheng Township,1151929,1675195.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,Kavalan people,527
24,30024,121.3,23.21667,Fuli Township,1151930,1676430.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Fuli, Hualien",158
25,30025,120.35,22.61667,Fengshan Shi,1151933,1676610.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,County-controlled city,290
26,30026,119.95888,26.16416,Lienchiang,1153582,6724655.0,,0.0,,ADM2,,TW,,,,,,,0,0,0,TW,10.0,county,import,,lienchiang_county_TW,lienchiang_county_TW_120_26,Matsu Islands,2659
27,30027,120.28333,23.6,Beigang Zhen,371286,1670823.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Beigang, Yunlin",347
28,30028,121.28333,24.95,Bade Shi,371287,1670908.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,Bade District,356
30,30030,120.46064,23.4748425,神農里,984574,,28759419.0,,Suburb,,嘉義市,,23424971.0,臺灣,28.0,28.0,6.0,1.0,2,2,0,TW,9.0,neighbourhood,import,,,,Munsan-myeon,160
31,30031,120.656,24.1460955,公德里,895817,,28760582.0,,Suburb,,台中市,,23424971.0,臺灣,138.0,138.0,28.0,1.0,3,3,0,TW,9.0,neighbourhood,import,,,,"West District, Taichung",334
33,30033,121.35,23.38333,Yuli Township,371207,1665288.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Yuli, Hualien",156
34,30034,120.91667,23.88333,Yuchi Xiang,371208,1665358.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Yuchi, Nantou",177
35,30035,121.68333,24.75,Yuanshan Xiang,371227,1665418.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Yuanshan, Yilan",112
36,30036,121.8,24.68333,Wujie Xiang,371228,1665931.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Wujie, Yilan",130
37,30037,121.39333,23.78166,Hualien,1030937,1674502.0,,0.0,,ADM2,,TW,,,,,,,0,0,0,TW,10.0,county,import,,hualien_county_TW,hualien_county_TW_121_24,Hualien,125
38,30038,121.48333,25.0,Zhonghe Shi,1030940,1677421.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,Taipei County,161
39,30039,121.56336,25.03042,Sinyi District,1041895,7796287.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,"Xinyi District, Keelung",130
41,30041,120.363142,22.624687,鳳山市,896770,,2297561.0,,Town,,高雄市,,23424971.0,臺灣,2456.0,2456.0,498.0,11.0,17,10,0,TW,9.0,locality,import,,,,Kaohsiung County,114
42,30042,120.513172,22.464939,南州鄉,896771,,2298124.0,,County,,屏東縣,,23424971.0,臺灣,370.0,928.0,75.0,4.0,6,6,0,TW,9.0,county,import,,南州鄉_county_TW,南州鄉_county_TW_121_22,"Nanzhou, Pingtung",99
43,30043,120.719833,23.828063,名間鄉,1199934,,2301160.0,,County,,南投縣,,23424971.0,臺灣,1.0,97.0,1.0,1.0,1,3,0,TW,9.0,county,import,,名間鄉_county_TW,名間鄉_county_TW_121_24,"Mingjian, Nantou",232
44,30044,120.69374,24.206733,潭子鄉,1199935,,2303695.0,,County,,台中市,,23424971.0,臺灣,1.0,13.0,1.0,1.0,1,1,0,TW,9.0,county,import,,潭子鄉_county_TW,潭子鄉_county_TW_121_24,Taichung County,207
45,30045,120.943679,22.87997,延平鄉,1199936,,2305842.0,,County,,台東縣,,23424971.0,臺灣,1.0,40.0,1.0,1.0,1,2,0,TW,9.0,county,import,,延平鄉_county_TW,延平鄉_county_TW_121_23,"Yanping, Taitung",95
46,30046,120.536284,23.923149,永靖鄉,1199937,,2306129.0,,County,,彰化縣,,23424971.0,臺灣,1.0,13.0,1.0,1.0,1,1,0,TW,9.0,county,import,,永靖鄉_county_TW,永靖鄉_county_TW_121_24,"Yongjing, Changhua",128
47,30047,121.382403,23.609276,光復鄉,1207867,,2300096.0,,County,,花蓮縣,,23424971.0,臺灣,212.0,1473.0,43.0,7.0,4,7,0,TW,9.0,county,import,,光復鄉_county_TW,光復鄉_county_TW_121_24,"Guangfu, Hualien",176
48,30048,121.28333,25.06667,Luzhu Xiang,1238035,1672575.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,County-controlled city,290
49,30049,121.28793,24.872732,大溪鎮,1240157,,2304192.0,,Town,,桃園縣,,23424971.0,臺灣,5000.0,5000.0,1000.0,22.0,24,14,0,TW,9.0,locality,import,,,,Daxi District,726
50,30050,121.46667,25.08333,Luzhou Shi,1243266,1672583.0,,0.0,,ADMD,,TW,,,,,,,0,0,0,TW,10.0,localadmin,import,,,,Luzhou District,181
51,30051,120.584878,23.091022,甲仙鄉,1207501,,2296303.0,,County,,高雄市,,23424971.0,臺灣,53.0,115.0,11.0,1.0,2,3,0,TW,9.0,county,import,,甲仙鄉_county_TW,甲仙鄉_county_TW_121_23,Kaohsiung County,114
52,30052,121.475572,24.648889,大同鄉,1207973,,2304541.0,,County,,宜蘭縣,,23424971.0,臺灣,2214.0,5990.0,449.0,27.0,16,14,0,TW,9.0,county,import,,大同鄉_county_TW,大同鄉_county_TW_121_25,"Datong, Yilan",212
60,30060,121.829334,25.0287385,上林村,229502,,28756796.0,,Town,,新北市,,23424971.0,臺灣,118.0,118.0,24.0,1.0,3,3,0,TW,9.0,locality,import,,,,West Hmongic,3467
66,30066,120.696981,24.1624065,北興里,229774,,28760368.0,,Suburb,,台中市,,23424971.0,臺灣,58.0,58.0,12.0,1.0,2,2,0,TW,9.0,neighbourhood,import,,,,Beitun District,198
70,30070,120.783691,24.260737,石岡鄉,237280,,2306207.0,,County,,台中市,,23424971.0,臺灣,401.0,804.0,81.0,4.0,6,6,0,TW,9.0,county,import,,石岡鄉_county_TW,石岡鄉_county_TW_121_24,Taichung County,207
71,30071,121.235279,25.076581,大園鄉,237281,,2306209.0,,County,,桃園縣,,23424971.0,臺灣,3863.0,3866.0,783.0,17.0,22,12,0,TW,9.0,county,import,,大園鄉_county_TW,大園鄉_county_TW_121_25,Dayuan District,771
74,30074,120.637779,24.011971,芬園鄉,1207865,,2297512.0,,County,,彰化縣,,23424971.0,臺灣,399.0,489.0,81.0,2.0,6,5,0,TW,9.0,county,import,,芬園鄉_county_TW,芬園鄉_county_TW_121_24,"Fenyuan, Changhua",101
75,30075,120.695543,23.5067,梅山鄉,1207886,,2301080.0,,County,,嘉義縣,,23424971.0,臺灣,242.0,970.0,49.0,4.0,4,6,0,TW,9.0,county,import,,梅山鄉_county_TW,梅山鄉_county_TW_121_24,"Meishan, Chiayi",151
76,30076,120.577054,24.164922,大肚鄉,1207975,,2304568.0,,County,,台中市,,23424971.0,臺灣,839.0,913.0,170.0,4.0,9,6,0,TW,9.0,county,import,,大肚鄉_county_TW,大肚鄉_county_TW_121_24,Taichung County,207
77,30077,120.6513325,24.263867,神岡鄉,506043,,2302914.0,,County,,台中市,,23424971.0,臺灣,14.0,193.0,3.0,1.0,1,4,0,TW,9.0,county,import,,神岡鄉_county_TW,神岡鄉_county_TW_121_24,Taichung County,207
82,30082,120.819396,24.340527,新開村,225068,,28757077.0,,Town,,苗栗縣,,23424971.0,臺灣,484.0,484.0,98.0,2.0,7,5,0,TW,9.0,locality,import,,,,List of Historic Sites of Japan (Fukuoka),616
87,30087,119.613819,23.565403,城北村,227889,,28753473.0,,Town,,澎湖縣,,23424971.0,臺灣,170.0,170.0,34.0,1.0,4,4,0,TW,9.0,locality,import,,,,"Wangchunmen, Xiangxiang",111
88,30088,119.508598,23.268522,西坪村,227917,,28753521.0,,Town,,澎湖縣,TW,23424971.0,臺灣,223.0,223.0,45.0,1.0,4,4,0,TW,4.0,locality,import,,,,"Xishaping, Sangzhi",125
94,30094,121.7383,25.128967,明德里,228749,,28756039.0,,Suburb,,基隆市,,23424971.0,臺灣,142.0,142.0,29.0,1.0,3,3,0,TW,9.0,neighbourhood,import,,,,Kyonghung County,281
99,30099,121.925411,25.042008,仁里村,228783,,28756472.0,,Town,,新北市,,23424971.0,臺灣,208.0,208.0,42.0,1.0,4,4,0,TW,9.0,locality,import,,,,"Zimenqiao, Shuangfeng",383
102,30102,120.969157,24.796844,南大里,229551,,28757609.0,,Suburb,,新竹市,,23424971.0,臺灣,76.0,76.0,15.0,1.0,3,3,0,TW,9.0,neighbourhood,import,,,,Yeongju,1006
105,30105,120.34913,22.704721,仁武鄉,230332,,2299567.0,,County,,高雄市,,23424971.0,臺灣,135.0,213.0,27.0,1.0,3,4,0,TW,9.0,county,import,,仁武鄉_county_TW,仁武鄉_county_TW_120_23,Kaohsiung County,114
106,30106,120.152275,23.573727,口湖鄉,230333,,2299781.0,,County,,雲林縣,,23424971.0,臺灣,117.0,219.0,24.0,1.0,3,4,0,TW,9.0,county,import,,口湖鄉_county_TW,口湖鄉_county_TW_120_24,"Kouhu, Yunlin",169
107,30107,120.397879,23.2867325,柳營鄉,230334,,2300647.0,,County,,台南市,,23424971.0,臺灣,42.0,140.0,9.0,1.0,2,3,0,TW,9.0,county,import,,柳營鄉_county_TW,柳營鄉_county_TW_120_23,Tainan County,136
108,30108,120.2677,22.840639,路竹鄉,230335,,2300684.0,,County,,高雄市,,23424971.0,臺灣,187.0,204.0,38.0,1.0,4,4,0,TW,9.0,county,import,,路竹鄉_county_TW,路竹鄉_county_TW_120_23,Kaohsiung County,114
109,30109,121.539334,25.046001,埤頭里,1290230,,28755945.0,,Suburb,,台北市,,23424971.0,臺灣,678.0,678.0,137.0,3.0,8,5,0,TW,9.0,neighbourhood,import,,,,List of bus routes in Taichung,419
115,30115,120.686874,24.175454,平福里,1286126,,28760547.0,,Suburb,,台中市,,23424971.0,臺灣,327.0,327.0,66.0,1.0,5,5,0,TW,9.0,neighbourhood,import,,,,Beitun District,198
116,30116,120.864114,22.480916,金峰鄉,506007,,2296325.0,,County,,台東縣,,23424971.0,臺灣,3.0,15.0,1.0,1.0,1,1,0,TW,9.0,county,import,,金峰鄉_county_TW,金峰鄉_county_TW_121_22,"Jinfeng, Taitung",57
121,30121,120.718803,24.055634,本堂村,1286991,,28760294.0,,Town,,台中市,,23424971.0,臺灣,39.0,39.0,8.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Qingshuzui, Nan County",203
122,30122,120.684298,24.18899,仁和里,1286992,,28760352.0,,Suburb,,台中市,,23424971.0,臺灣,89.0,89.0,18.0,1.0,3,3,0,TW,9.0,neighbourhood,import,,,,Beitun District,198
123,30123,120.675716,24.175905,水湳里,1286993,,28760356.0,,Suburb,,台中市,,23424971.0,臺灣,36.0,36.0,7.0,1.0,2,2,0,TW,9.0,neighbourhood,import,,,,Beitun District,198
124,30124,120.18381,22.895054,茄萣鄉,506006,,2295860.0,,County,,高雄市,,23424971.0,臺灣,22.0,67.0,4.0,1.0,1,2,0,TW,9.0,county,import,,茄萣鄉_county_TW,茄萣鄉_county_TW_120_23,Kaohsiung County,114
125,30125,120.478958,22.594779,萬丹鄉,268759,,2305425.0,,County,,屏東縣,,23424971.0,臺灣,34.0,77.0,7.0,1.0,2,3,0,TW,9.0,county,import,,萬丹鄉_county_TW,萬丹鄉_county_TW_120_23,"Wandan, Pingtung",301
129,30129,120.119533,23.280063,北門鄉,1207888,,2302077.0,,County,,台南市,,23424971.0,臺灣,33.0,1051.0,7.0,5.0,2,7,0,TW,9.0,county,import,,北門鄉_county_TW,北門鄉_county_TW_120_23,Tainan County,136
130,30130,120.524469,22.409297,佳冬鄉,1207502,,2296366.0,,County,,屏東縣,,23424971.0,臺灣,192.0,218.0,39.0,1.0,4,4,0,TW,9.0,county,import,,佳冬鄉_county_TW,佳冬鄉_county_TW_121_22,Jiadong,177
131,30131,120.53461,22.639521,麟洛鄉,1207866,,2300496.0,,County,,屏東縣,,23424971.0,臺灣,195.0,197.0,40.0,1.0,4,4,0,TW,9.0,county,import,,麟洛鄉_county_TW,麟洛鄉_county_TW_121_23,Linluo,80
132,30132,120.827513,24.491219,公館鄉,1207868,,2300190.0,,County,,苗栗縣,,23424971.0,臺灣,1135.0,1474.0,230.0,7.0,11,7,0,TW,9.0,county,import,,公館鄉_county_TW,公館鄉_county_TW_121_24,"Gongguan, Miaoli",226
133,30133,121.910133,25.110082,貢寮鄉,1207869,,2300211.0,,County,,新北市,,23424971.0,臺灣,595.0,15601.0,121.0,69.0,8,19,0,TW,9.0,county,import,,貢寮鄉_county_TW,貢寮鄉_county_TW_122_25,Taipei County,161
134,30134,120.867805,24.06355,國姓鄉,1207870,,2300247.0,,County,,南投縣,,23424971.0,臺灣,751.0,3377.0,152.0,15.0,9,11,0,TW,9.0,county,import,,國姓鄉_county_TW,國姓鄉_county_TW_121_24,Guoxing,92
135,30135,120.607223,23.748346,林內鄉,1207871,,2300498.0,,County,,雲林縣,,23424971.0,臺灣,152.0,730.0,31.0,3.0,4,5,0,TW,9.0,county,import,,林內鄉_county_TW,林內鄉_county_TW_121_24,"Linnei, Yunlin",140
136,30136,120.393161,22.513191,林園鄉,1207872,,2300531.0,,County,,高雄市,,23424971.0,臺灣,160.0,390.0,32.0,2.0,4,5,0,TW,9.0,county,import,,林園鄉_county_TW,林園鄉_county_TW_120_23,Kaohsiung County,114
137,30137,120.692796,22.910254,茂林鄉,1207874,,2300995.0,,County,,高雄市,,23424971.0,臺灣,2256.0,2260.0,457.0,10.0,17,9,0,TW,9.0,county,import,,茂林鄉_county_TW,茂林鄉_county_TW_121_23,Kaohsiung County,114
138,30138,120.848552,21.9274,滿州鄉,1207875,,2301017.0,,County,,屏東縣,,23424971.0,臺灣,1337.0,6094.0,271.0,27.0,12,14,0,TW,9.0,county,import,,滿州鄉_county_TW,滿州鄉_county_TW_121_22,"Manzhou, Pingtung",109
139,30139,121.041612,22.766882,卑南鄉,1207898,,2302079.0,,County,,台東縣,,23424971.0,臺灣,3852.0,7363.0,781.0,33.0,22,15,0,TW,9.0,county,import,,卑南鄉_county_TW,卑南鄉_county_TW_121_23,"Beinan, Taitung",245
140,30140,120.521135,23.866451,北斗鎮,1207943,,2302136.0,,Town,,彰化縣,,23424971.0,臺灣,315.0,315.0,64.0,1.0,5,5,0,TW,9.0,locality,import,,,,"Beidou, Changhua",291
141,30141,120.840768,24.62642,造橋鄉,1207996,,2305037.0,,County,,苗栗縣,,23424971.0,臺灣,1325.0,2597.0,268.0,12.0,12,10,0,TW,9.0,county,import,,造橋鄉_county_TW,造橋鄉_county_TW_121_25,"Zaoqiao, Miaoli",98
142,30142,120.224043,23.6377735,四湖鄉,506053,,2303485.0,,County,,雲林縣,,23424971.0,臺灣,4.0,69.0,1.0,1.0,1,2,0,TW,9.0,county,import,,四湖鄉_county_TW,四湖鄉_county_TW_120_24,"Sihu, Yunlin",142
143,30143,120.2277745,23.097273,港口村,1323211,,28754630.0,,Town,,台南市,,23424971.0,臺灣,2.0,2.0,1.0,1.0,1,1,0,TW,9.0,locality,import,,,,"Wuzui, Nan County",167
145,30145,120.311794,22.760511,橋頭村,1286022,,28753887.0,,Town,,高雄市,,23424971.0,臺灣,343.0,343.0,70.0,2.0,5,5,0,TW,9.0,locality,import,,,,Walled villages of Hong Kong,1215
146,30146,120.391788,22.505242,仁愛村,1286023,,28753672.0,,Town,,高雄市,,23424971.0,臺灣,98.0,98.0,20.0,1.0,3,3,0,TW,9.0,locality,import,,,,"Nangan, Lienchiang",870
153,30153,120.901028,24.624706,大西村,266988,,28757949.0,,Town,,苗栗縣,,23424971.0,臺灣,62.0,62.0,13.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Shatang, Shuangfeng",199
154,30154,120.777683,24.628734,後龍鎮,1240118,,2298010.0,,Town,,苗栗縣,,23424971.0,臺灣,1437.0,1437.0,291.0,6.0,12,7,0,TW,9.0,locality,import,,,,"Houlong, Miaoli",281
155,30155,121.180763,24.797955,關西鎮,1240125,,2300054.0,,Town,,新竹縣,,23424971.0,臺灣,5000.0,5000.0,1000.0,22.0,24,14,0,TW,9.0,locality,import,,,,"Guanxi, Hsinchu",148
156,30156,120.638833,24.375726,大甲鎮,1240182,,2306210.0,,Town,,台中市,,23424971.0,臺灣,1735.0,1735.0,352.0,8.0,14,8,0,TW,9.0,locality,import,,,,Dajia Jenn Lann Temple,134
157,30157,120.454887,22.462948,東港鎮,1240185,,2306213.0,,Town,,屏東縣,,23424971.0,臺灣,4984.0,4984.0,1000.0,22.0,24,14,0,TW,9.0,locality,import,,,,"Donggang, Pingtung",403
158,30158,121.368026,24.947405,鶯歌鎮,1240186,,2306214.0,,Town,,新北市,,23424971.0,臺灣,5000.0,5000.0,1000.0,22.0,24,14,0,TW,9.0,locality,import,,,,Yingge District,464
160,30160,120.588684,24.180226,東海村,268088,,28760275.0,,Town,,台中市,,23424971.0,臺灣,60.0,60.0,12.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Tōkai, Ibaraki",338
161,30161,121.273269,24.138451,大同村,580697,,28758636.0,,Town,,南投縣,,23424971.0,臺灣,5000.0,5000.0,1000.0,22.0,24,14,0,TW,9.0,locality,import,,,,"Shuiche, Xinhua",295
165,30165,120.44259,22.9771,內門鄉,220100,,2301508.0,,County,,高雄市,,23424971.0,臺灣,292.0,292.0,59.0,1.0,5,4,0,TW,9.0,county,import,,內門鄉_county_TW,內門鄉_county_TW_120_23,Kaohsiung County,114
166,30166,121.41967,23.293071,竹湖村,1285978,,28753493.0,,Town,,台東縣,,23424971.0,臺灣,135.0,135.0,27.0,1.0,3,3,0,TW,9.0,locality,import,,,,"Gonghua, Yuanjiang",192
169,30169,121.479949,22.668511,中寮村,1285982,,28753529.0,,Town,,台東縣,,23424971.0,臺灣,1760.0,1760.0,357.0,8.0,14,8,0,TW,9.0,locality,import,,,,"Green Island, Taiwan",1183
170,30170,121.499176,22.656155,公館村,1286019,,28753531.0,,Town,,台東縣,,23424971.0,臺灣,389.0,389.0,79.0,2.0,6,5,0,TW,9.0,locality,import,,,,"Green Island, Taiwan",1183
175,30175,120.404701,22.811161,金山村,1286035,,28753893.0,,Town,,高雄市,,23424971.0,臺灣,35.0,35.0,7.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Yueshan, Xiangxiang",379
178,30178,120.206071,22.825344,新港村,1286156,,28754401.0,,Town,,高雄市,,23424971.0,臺灣,47.0,47.0,10.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Gonghua, Yuanjiang",192
180,30180,120.6637,22.887562,大津村,1286158,,28754415.0,,Town,,高雄市,,23424971.0,臺灣,41.0,41.0,8.0,1.0,2,2,0,TW,9.0,locality,import,,,,List of dissolved districts in Japan,10459
184,30184,120.08494,23.132217,龍山村,1286225,,28754525.0,,Town,,台南市,TW,23424971.0,臺灣,66.0,66.0,13.0,1.0,2,2,0,TW,4.0,locality,import,,,,"Tatsuyama, Shizuoka",139
185,30185,120.348562,23.231625,六甲村,1286226,,28754563.0,,Town,,台南市,,23424971.0,臺灣,105.0,105.0,21.0,1.0,3,3,0,TW,9.0,locality,import,,,,"Sanjia, Lianyuan",226
192,30192,120.088666,23.210922,平沙村,1286249,,28754736.0,,Town,,台南市,TW,23424971.0,臺灣,67.0,67.0,14.0,1.0,2,2,0,TW,4.0,locality,import,,,,"Line 8, Guangzhou Metro",174
195,30195,120.442667,22.471223,共和村,1286406,,28755477.0,,Town,,屏東縣,,23424971.0,臺灣,38.0,38.0,8.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Changtang, Anhua",171
196,30196,120.716464,22.280807,內獅村,1286407,,28755486.0,,Town,,屏東縣,,23424971.0,臺灣,37.0,37.0,7.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Shizi, Pingtung",455
199,30199,121.454458,25.068833,興珍村,1286455,,28756025.0,,Town,,新北市,,23424971.0,臺灣,32.0,32.0,6.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Line 6, Taipei Metro",44
205,30205,121.812286,24.676345,協和村,1286589,,28757221.0,,Town,,宜蘭縣,,23424971.0,臺灣,1593.0,1593.0,323.0,7.0,13,8,0,TW,9.0,locality,import,,,,"Ashina District, Hiroshima",775
213,30213,121.604404,23.944448,仁安村,1286723,,28759079.0,,Town,,花蓮縣,TW,23424971.0,臺灣,187.0,187.0,38.0,1.0,4,4,0,TW,4.0,locality,import,,,,"Gonghua, Yuanjiang",192
217,30217,121.4248735,23.6694435,大安村,1286766,,28759067.0,,Town,,花蓮縣,,23424971.0,臺灣,262.0,262.0,53.0,1.0,5,4,0,TW,9.0,locality,import,,,,Léman International School - Chengdu,990
224,30224,120.86833,23.980569,大石村,1286884,,28759815.0,,Town,,南投縣,,23424971.0,臺灣,86.0,86.0,17.0,1.0,3,3,0,TW,9.0,locality,import,,,,"Baimu, Loudi",131
225,30225,120.876159,24.06431,大旗村,1286885,,28759816.0,,Town,,南投縣,,23424971.0,臺灣,33.0,33.0,7.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Lishan, Xiangxiang",199
226,30226,120.845489,23.914087,南港村,1286886,,28759821.0,,Town,,南投縣,,23424971.0,臺灣,62.0,62.0,13.0,1.0,2,2,0,TW,9.0,locality,import,,,,"Chapanzhou, Yuanjiang",194
227,30227,120.942833,24.007671,北山村,1286904,,28759817.0,,Town,,南投縣,,23424971.0,臺灣,333.0,333.0,67.0,1.0,5,5,0,TW,9.0,locality,import,,,,"Kamikitayama, Nara",151
228,30228,120.928333,24.042722,北港村,1286905,,28759818.0,,Town,,南投縣,,23424971.0,臺灣,265.0,265.0,54.0,1.0,5,4,0,TW,9.0,locality,import,,,,"Sihushan, Yuanjiang",170
231,30231,120.8327,24.144482,中和村,1286934,,28760005.0,,Town,,台中市,,23424971.0,臺灣,174.0,174.0,35.0,1.0,4,4,0,TW,9.0,locality,import,,,,"Zhonghe, Liuyang",167
237,30237,120.756798,22.408092,水域,1287092,,28760728.0,,Town,,屏東縣,,23424971.0,臺灣,83.0,83.0,17.0,1.0,3,3,0,TW,9.0,locality,import,,,,Xin River,882
244,30244,121.006507,24.852484,竹北市,1288849,,2296844.0,,Town,,新竹縣,,23424971.0,臺灣,4997.0,4997.0,1000.0,22.0,24,14,0,TW,9.0,locality,import,,,,Zhubei,585
245,30245,120.433759,24.058377,福興鄉,1288850,,2297657.0,,County,,彰化縣,,23424971.0,臺灣,15214.0,16649.0,1000.0,74.0,27,19,0,TW,9.0,county,import,,福興鄉_county_TW,福興鄉_county_TW_120_24,"Fuxing, Changhua",133
246,30246,121.4699,25.081653,蘆洲市,1288909,,2300681.0,,Town,,新北市,,23424971.0,臺灣,2061.0,2061.0,418.0,9.0,16,9,0,TW,9.0,locality,import,,,,Luzhou District,181
247,30247,121.533851,23.883797,壽豐鄉,1288926,,2303225.0,,County,,花蓮縣,,23424971.0,臺灣,2030.0,7601.0,411.0,34.0,15,15,0,TW,9.0,county,import,,壽豐鄉_county_TW,壽豐鄉_county_TW_122_24,"Shoufeng, Hualien",202
248,30248,121.391804,24.968386,樹林市,1288927,,2303242.0,,Town,,新北市,,23424971.0,臺灣,2524.0,2524.0,511.0,11.0,18,10,0,TW,9.0,locality,import,,,,Taipei County,161
