,Unnamed: 0,Unnamed: 0.1,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id,wordcount
0,75000,177299,,,101852555.0,,,,2636174.0,Q668262,,,,,Tavistock,37027.0,,899884.0,,,,,4502
1,75001,177300,,,101873469.0,,,,2648626.0,Q1011787,,,,,Girvan,21078.0,,1328532.0,,,,,809
2,75002,177304,,,101910165.0,,,,2934895.0,Q559748,,,,,Drognitz,,,579329.0,,,,,33
3,75003,177307,,,101911099.0,,,,741304.0,Q513980,,,,,Niksar,2344287.0,,1134836.0,,,,,1088
4,75004,177308,,,101910167.0,,,,2871458.0,Q637372,,,,,Meura,,,93425.0,,,,,45
5,75005,177310,,,101910169.0,,,,2939665.0,Q557070,,,,,Cursdorf,,,579495.0,,,,,33
6,75006,177311,0aa2d3c8-8f76-11e1-848f-cfd5bf3ef515,,101852557.0,,,,2641049.0,Q1234883,,,,,Okehampton,30876.0,,967119.0,,,,,1080
7,75007,177314,,,101906169.0,,,,2943049.0,Q516635,,,,,Brunsbüttel,,,,,,,,168
8,75008,177317,,,101824925.0,,,,771866.0,Q1934811,,,,,Góra Ropczycka,494285.0,,1010815.0,,,,,99
9,75009,177322,,,101824927.0,,,,766868.0,Q8081174,,,,,Łączki Kucharskie,503558.0,,963062.0,,,,,80
10,75010,177323,0a4961ee-8f76-11e1-848f-cfd5bf3ef515,,101902467.0,,,,3030786.0,Q7145462,,,,,Patricia Bay,581395.0,,243905.0,,,http://en.wikipedia.org/wiki/Patricia_Bay,7131746.0,157
11,75011,177325,,,101906173.0,,,,2951435.0,Q776804,,,,,Beidenfleth,,,1030500.0,,,,,35
12,75012,177328,,,101824931.0,,,,759504.0,Q867704,,,,,Sędziszów Małopolski,24548640.0,,923478.0,,,,,869
13,75013,177333,0a41cc18-8f76-11e1-848f-cfd5bf3ef515,,101902471.0,,,,2967497.0,Q291197,,,,,Bouguenais,632794.0,,64239.0,,,http://en.wikipedia.org/wiki/Bouguenais,2055662.0,269
14,75014,177336,,,101824933.0,,,,3083588.0,Q1287798,,,,,Szybowice,522047.0,,308745.0,,,,,111
15,75015,177338,,,101841963.0,,,,2778834.0,Q700997,,,,,Gaschurn,551527.0,,233938.0,,,,,25
16,75016,177343,0a41f904-8f76-11e1-848f-cfd5bf3ef515,,101903151.0,,,,2985127.0,Q1147858,,,,,Puilly-et-Charbeaux,618268.0,,338197.0,,,,,69
17,75017,177344,,,101824935.0,,,,3087573.0,Q2125344,,,,,Racławice Śląskie,515049.0,,252114.0,,,,,153
18,75018,177348,,,101841965.0,,,,2778404.0,Q729377,,,,,Göfis,551532.0,,233939.0,,,,,25
19,75019,177351,0a42fa98-8f76-11e1-848f-cfd5bf3ef515,,101902479.0,,,,3013639.0,Q21809,,,,,Havange,594547.0,,329658.0,,,,,22
20,75020,177355,,,101841967.0,,,,2766322.0,Q876996,,,,,Satteins,551668.0,,996415.0,,,,,20
21,75021,177356,,,101824937.0,,,,3088065.0,Q986984,,,,,Prudnik,514207.0,,236173.0,,,,,657
22,75022,177357,0a3fdd0e-8f76-11e1-848f-cfd5bf3ef515,,101827987.0,,,,3028806.0,Q1415546,,,,,Cannes-Écluse,582936.0,,1225255.0,,,,,69
23,75023,177359,0a481a46-8f76-11e1-848f-cfd5bf3ef515,,101903159.0,,,,2972668.0,Q2046725,,,,,Torreadrada,628619.0,,272503.0,,,http://en.wikipedia.org/wiki/Torreadrada,13176299.0,81
24,75024,177362,,,101824939.0,,,,3099209.0,Q954748,,,,,Głogówek,24548554.0,,1019767.0,,,,,1078
25,75025,177364,0832d7e6-8f76-11e1-848f-cfd5bf3ef515,,101904207.0,,,,3128416.0,Q1906940,,,,,Becerril de Campos,754050.0,,180788.0,,,,,55
26,75026,177365,036bdc8a-8f76-11e1-848f-cfd5bf3ef515,,101838907.0,,,,2789771.0,Q842477,,,,,Oosterzele,975138.0,,4631.0,,,,,137
27,75027,177367,08340a8a-8f76-11e1-848f-cfd5bf3ef515,,101904209.0,,,,3126946.0,Q1929306,,,,,Calzada de los Molinos,755563.0,,1158572.0,,,,,48
28,75028,177368,08353126-8f76-11e1-848f-cfd5bf3ef515,,101904211.0,,,,3125646.0,Q1923846,,,,,Castromocho,757046.0,,1021465.0,,,,,195
29,75029,177369,,,101909275.0,,,,2930900.0,Q518240,,,,,Ellrich,,,,,,,,48
30,75030,177371,0835b11e-8f76-11e1-848f-cfd5bf3ef515,,101904213.0,,,,3124974.0,Q1923902,,,,,"Cisneros, Palencia",757681.0,,1014058.0,,,,,40
31,75031,177372,,,101909279.0,,,,2879794.0,Q551519,,,,,Lebusa,,,93519.0,,,,,62
32,75032,177373,,,101865407.0,,,,703061.0,Q2652121,,,,,Lymanske (urban-type settlement),,,128551.0,,,,,170
33,75033,177375,01f14b42-8f76-11e1-848f-cfd5bf3ef515,,101837665.0,,,,2751318.0,Q2188096,,,,,Maarsbergen,731468.0,,910815.0,,7265605.0,,,92
34,75034,177376,08c295fc-8f76-11e1-848f-cfd5bf3ef515,,85945363.0,,,,4270781.0,Q2048845,2019600.0,,,,"Easton, Kansas",2396491.0,,152571.0,,,,,980
35,75035,177377,,,101835831.0,,,,680932.0,Q12112674,,,,,NaN,870172.0,,967592.0,,,,,2354
36,75036,177378,,,101928063.0,,,,1002145.0,Q370456,,,,,"George, Western Cape",,,1029496.0,,,,,4654
37,75037,177379,,,101928065.0,,,,966639.0,Q1847830,,,,,Pacaltsdorp,,,,,,,,329
38,75038,177380,01f0841e-8f76-11e1-848f-cfd5bf3ef515,,101837667.0,,,,2757240.0,Q517423,,,,,Den Dolder,728639.0,,218344.0,,4003230.0,,,157
39,75039,177381,,,101928067.0,,,,950709.0,Q1023257,,,,,Swellendam,56189676.0,,347080.0,,,,,1342
40,75040,177383,,,101824941.0,,,,3097561.0,Q6156144,,,,,"Januszkowice, Opole Voivodeship",496917.0,,55361.0,,,,,85
41,75041,177385,,,101824943.0,,,,3082705.0,Q2605858,,,,,Gmina Walce,12618130.0,,998981.0,,,,,173
42,75042,177389,075aff56-8f76-11e1-848f-cfd5bf3ef515,,101908159.0,,,,6548096.0,Q20213,,,,,Torgelow am See,699673.0,,1244185.0,,,,,96
43,75043,177391,026e921e-8f76-11e1-848f-cfd5bf3ef515,,101832961.0,,,,2270084.0,Q1044914,,,,,Carregado,738340.0,,239588.0,,,,,114
44,75044,177392,,,101908163.0,,,,2817404.0,Q20215,,,,,Vielist,,,92929.0,,,,,28
45,75045,177393,,,101824945.0,,,,3090146.0,Q764943,,,,,Olkusz,510467.0,,1078907.0,,,,,501
46,75046,177398,,,101908167.0,,,,2895524.0,Q20200,,,,,Jabel,,,1152195.0,,,,,34
47,75047,177399,,,101824949.0,,,,3102076.0,Q985653,,,,,Bukowno,488708.0,,182001.0,,,,,304
48,75048,177401,,,101908169.0,,,,2892951.0,Q20202,,,,,Kargow,,,578376.0,,,,,41
49,75049,177403,,,101908171.0,,,,2956912.0,Q433267,,,,,Alt Rehse,634207.0,,1004908.0,,,,,194
50,75050,177406,,,101908173.0,,,,2956853.0,Q20285,,,,,Alt Schwerin,634219.0,,1065022.0,,,,,45
51,75051,177410,01f0fe26-8f76-11e1-848f-cfd5bf3ef515,,101837671.0,,,,2753685.0,Q2128884,,,,,Hooglanderveen,730338.0,,893660.0,,7264402.0,,,130
52,75052,177414,,,101908181.0,,,,2875405.0,Q20252,,,,,Ludorf,,,93475.0,,,,,34
53,75053,177415,01f16064-8f76-11e1-848f-cfd5bf3ef515,,101837675.0,,,,2750815.0,Q666498,,,,,Mijdrecht,731701.0,,457909.0,,1047953.0,,,246
54,75054,177418,,,101908183.0,,,,2825460.0,Q20273,,,,,Stuer,,,903711.0,,,,,34
55,75055,177419,01f251b8-8f76-11e1-848f-cfd5bf3ef515,,101837677.0,,,,2744376.0,Q2299082,,,,,Wilnis,734790.0,,1074841.0,,7273666.0,,,86
56,75056,177421,,,101908185.0,,,,2946630.0,Q20222,,,,,Bollewick,,,579691.0,,,,,34
57,75057,177423,,,101908187.0,,,,2957600.0,Q279572,,,,,Kundl,,,579988.0,,,http://en.wikipedia.org/wiki/Kundl,12241239.0,369
58,75058,177424,01f1eed0-8f76-11e1-848f-cfd5bf3ef515,,101837679.0,,,,2747030.0,Q1025080,,,,,Soesterberg,733481.0,,1074813.0,,1048123.0,,,271
59,75059,177426,,,101908189.0,,,,2926834.0,Q20231,,,,,Fincken,,,579175.0,,,,,34
60,75060,177428,,,101908191.0,,,,2817148.0,Q20275,,,,,Vipperow,,,576603.0,,,,,34
61,75061,177429,,,101908193.0,,,,2893443.0,Q685259,,,,,Kambs,664703.0,,201705.0,,,,,28
62,75062,177431,0a3f6c7a-8f76-11e1-848f-cfd5bf3ef515,,101827991.0,,,,2992671.0,Q242191,,,,,Montereau-Fault-Yonne,612550.0,,1341973.0,,,,,578
63,75063,177432,06d0e924-8f76-11e1-848f-cfd5bf3ef515,,101815865.0,,,,2662708.0,Q2242516,,,,,Virsbo,910089.0,,7.0,,,,,45
64,75064,177433,06a7fd7a-8f76-11e1-848f-cfd5bf3ef515,,101854475.0,,,,2658432.0,Q66188,,,,,Tägerwilen,784356.0,,1225813.0,,,,,1864
65,75065,177434,071c4702-8f76-11e1-848f-cfd5bf3ef515,,101855577.0,,,,2807365.0,Q122073,,,,,Wittelshofen,707285.0,,379480.0,,,,,277
66,75066,177438,06d048b6-8f76-11e1-848f-cfd5bf3ef515,,101815867.0,,,,2677593.0,Q2060790,,,,,Skinnskatteberg,904422.0,,916353.0,,,,,60
67,75067,177442,020d2614-8f76-11e1-848f-cfd5bf3ef515,,101916095.0,,,,2184359.0,Q1322072,,,,,"Portobello, New Zealand",2350206.0,,233061.0,,,,,286
68,75068,177444,0a44b946-8f76-11e1-848f-cfd5bf3ef515,,101902481.0,,,,2982436.0,Q43023,,,,,Acquanegra sul Chiese,620251.0,,199520.0,,,http://en.wikipedia.org/wiki/Acquanegra_sul_Chiese,6715671.0,53
69,75069,177445,0a3f0bc2-8f76-11e1-848f-cfd5bf3ef515,,101827997.0,,,,3021848.0,Q250742,,,,,Dammartin-en-Goële,588415.0,,1224533.0,,,,,611
70,75070,177446,01f02e2e-8f76-11e1-848f-cfd5bf3ef515,,101837681.0,,,,2759815.0,Q2366824,,,,,Ammerstol,727219.0,,1143868.0,,7259887.0,,,119
71,75071,177449,01f035e0-8f76-11e1-848f-cfd5bf3ef515,,101837683.0,,,,2759673.0,Q1165364,,,,,Arkel,727343.0,,1167972.0,,7256631.0,,,222
72,75072,177450,0a3f81ec-8f76-11e1-848f-cfd5bf3ef515,,101827999.0,,,,2997700.0,Q1460662,,,,,Longperrier,608546.0,,1228990.0,,,,,57
73,75073,177452,0a41fa08-8f76-11e1-848f-cfd5bf3ef515,,101902485.0,,,,2983194.0,Q21922,,,,,Rochonvillers,619707.0,,338690.0,,,,,34
74,75074,177456,01f04c24-8f76-11e1-848f-cfd5bf3ef515,,101837685.0,,,,2759158.0,Q653025,,,,,Bergambacht,727607.0,,238293.0,,1047645.0,,,154
75,75075,177463,020d2614-8f76-11e1-848f-cfd5bf3ef515,,101916097.0,,,,2184359.0,Q1322072,,,,,"Portobello, New Zealand",2350206.0,,,,,,,286
76,75076,177465,0a457a3e-8f76-11e1-848f-cfd5bf3ef515,,101902495.0,,,,2968385.0,Q1021099,,,,,Amanty,632026.0,,343574.0,,,http://en.wikipedia.org/wiki/Amanty,13725529.0,22
77,75077,177467,01f04fda-8f76-11e1-848f-cfd5bf3ef515,,101837687.0,,,,2759078.0,Q2897199,,,,,Berkenwoude,727654.0,,247109.0,,7256178.0,,,74
78,75078,177470,,,85820227.0,,,,4937126.0,Q15218160,,,,,"Fort Standish (Plymouth, Massachusetts)",2405969.0,,111793.0,,,,,103
79,75079,177475,0a4458e8-8f76-11e1-848f-cfd5bf3ef515,,101902501.0,,,,2972619.0,Q1938397,,,,,Torre Val de San Pedro,628656.0,,244185.0,,,http://en.wikipedia.org/wiki/Torre_Val_de_San_Pedro,13176294.0,49
80,75080,177478,0a46aff8-8f76-11e1-848f-cfd5bf3ef515,,101902503.0,,,,3032916.0,Q2359047,,,,,Chulman Airport,579744.0,,323520.0,,,http://en.wikipedia.org/wiki/Chulman_Airport,8286383.0,102
81,75081,177480,01f17d1a-8f76-11e1-848f-cfd5bf3ef515,,101837695.0,,,,2750146.0,Q2181664,,,,,"Nieuwpoort, South Holland",732031.0,,347768.0,,7267775.0,,,273
82,75082,177481,0a42433c-8f76-11e1-848f-cfd5bf3ef515,,101903161.0,,,,2974990.0,Q1147228,,,,,"Seraincourt, Ardennes",621828.0,,1231536.0,,,,,17
83,75083,177483,0a446f68-8f76-11e1-848f-cfd5bf3ef515,,101902507.0,,,,3022215.0,Q7562183,,,,,Sonoma Mountain,588107.0,,,,,http://en.wikipedia.org/wiki/Sonoma_Mountain,7796113.0,1571
84,75084,177484,0a41fdc8-8f76-11e1-848f-cfd5bf3ef515,,101903163.0,,,,2974209.0,Q1147195,,,,,Sorcy-Bauthémont,622423.0,,339705.0,,,,,18
