,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id,wordcount
0,,,102007519.0,,,,536200.0,Q519788,,,,,Leningradskaya (rural locality),,,847394.0,,,,,495
1,08c95fea-8f76-11e1-848f-cfd5bf3ef515,N74307593063785376751,101714461.0,Oklahoma,,,4544349.0,Q34863,4055000.0,en.oklahoma,,,Oklahoma City,2464592.0,,1148758.0,,,,,10071
2,,,101714465.0,,,,4552903.0,Q3287635,4073150.0,,,,"Texola, Oklahoma",2505042.0,,906210.0,,,,,1077
3,,,102007529.0,,,,540267.0,Q3277082,,,,,"Krylovskaya, Krylovsky District, Krasnodar Krai",,,369503.0,,,,,378
4,,,102026571.0,,,,6891014.0,Q4796267,,,,,Arroyo de en Medio,,,,,,http://en.wikipedia.org/wiki/Arroyo_de_en_Medio,9254364.0,541
5,,,102026573.0,,,,6894197.0,Q50206,,,,,Geochang County,,,,,,,,99
6,089a980e-8f76-11e1-848f-cfd5bf3ef515,,101720383.0,,,,4560511.0,Q6082339,4261968.0,,,,"Pomeroy, Pennsylvania",2474851.0,,200277.0,,,,,193
7,08bea726-8f76-11e1-848f-cfd5bf3ef515,,101712367.0,,,,5145894.0,Q1816973,3902232.0,,,,"Apple Creek, Ohio",2355259.0,,924585.0,,,,,774
8,08c0379e-8f76-11e1-848f-cfd5bf3ef515,,101712369.0,,,,5148709.0,Q2652849,3910254.0,,,,"Burbank, Ohio",2371857.0,,11326.0,,,,,738
9,,,102016819.0,,,,3868210.0,Q1643896,,,,,Vilcún,350155.0,,150568.0,,,,,261
10,08c175b4-8f76-11e1-848f-cfd5bf3ef515,,101712371.0,,,,5150971.0,Q2672962,3918308.0,,,,"Congress, Ohio",2384158.0,,1010220.0,,,,,742
11,08c1dee6-8f76-11e1-848f-cfd5bf3ef515,,101712373.0,,,,5151660.0,Q2666988,3919974.0,,,,"Dalton, Ohio",2389063.0,,1095547.0,,,,,864
12,,,102016823.0,,,,3868308.0,Q201007,,,,,"Vicuña, Chile",349786.0,,274532.0,,,,,851
13,,,101720387.0,,,,4562191.0,Q5408029,4284248.0,,,,"Westwood, Chester County, Pennsylvania",2518643.0,,67019.0,,,,,153
14,,,102023455.0,,,,1735199.0,Q2318761,,,,,Sungai Besar,1154131.0,,277469.0,,,,,149
15,,,102016825.0,,,,3868326.0,Q200999,,,,,"Victoria, Chile",349970.0,,220698.0,,,,,479
16,08b0aa72-8f76-11e1-848f-cfd5bf3ef515,,101720389.0,,,,5184086.0,Q1134243,4213216.0,,,,"Chesterbrook, Pennsylvania",23417972.0,,24894.0,,,,,451
17,,,102015799.0,,,,518255.0,Q15760,,,,,Novorossiysk,2056386.0,,561029.0,,,,,1793
18,,,102016829.0,,,,3868339.0,Q200992,,,,,Vichuquén,350392.0,,119915.0,,,,,307
19,,,102016831.0,,,,3868482.0,Q5970814,,,,,Las Ventanas,349782.0,,180647.0,,,,,47
20,,,102026577.0,,,,6897660.0,Q2922192,,,,,Boundiale,,,,,,http://en.wikipedia.org/wiki/Boundiale,17367839.0,32
21,,,102001571.0,,,,2126250.0,Q1631586,,,,,"Chekhov, Sakhalin Oblast",2120492.0,,138537.0,,,,,441
22,,,102001573.0,,,,2125945.0,Q135406,,,,,"Dolinsk, Sakhalin Oblast",2120679.0,,912755.0,,,,,937
23,,N63886586962019524001,102016833.0,Valparaiso,,,3868626.0,Q33986,,en.valparaiso,,,Valparaíso,,,353395.0,,,,,5779
24,,,102016835.0,,,,3868633.0,Q200978,,,,,Vallenar,349969.0,,1320630.0,,,,,312
25,01d99ad8-8f76-11e1-848f-cfd5bf3ef515,,102023459.0,,,,1735227.0,Q817578,,,,,Kuantan District,1154799.0,,136159.0,,,,,3352
26,,,102030371.0,,,,1272720.0,Q1259573,,,,,Dhoraji,2295093.0,,245368.0,,,,,1251
27,,,102027437.0,,,,1805270.0,Q1344702,,,,,Jishou,,,136643.0,,,,,595
28,06b59ff2-8f76-11e1-848f-cfd5bf3ef515,,102027443.0,,,,1805518.0,Q372791,,,,,Jining,2168337.0,,136652.0,,,,,558
29,06b470f0-8f76-11e1-848f-cfd5bf3ef515,,102027445.0,,,,1805528.0,Q58210,,,,,Jinhua,12685411.0,,136653.0,,,,,1128
30,08c52e0c-8f76-11e1-848f-cfd5bf3ef515,,101717553.0,,,,5194099.0,Q1184934,4235520.0,,,,"Honesdale, Pennsylvania",2423864.0,,821512.0,,,,,2270
31,08c4c96c-8f76-11e1-848f-cfd5bf3ef515,,101717555.0,,,,5192925.0,Q1182057,4233200.0,,,,"Hawley, Pennsylvania",2418900.0,,157826.0,,,,,957
32,12b4abcc-8f76-11e1-848f-cfd5bf3ef515,,101780799.0,,,,2524238.0,Q286344,,,,,Masainas,718016.0,,140469.0,,,,,105
33,,,102006951.0,,,,568527.0,Q4025597,,,,,Chernyshkovsky (urban-type settlement),,,80986.0,,,,,353
34,,,102027449.0,,,,1805540.0,Q71247,,,,,Jingzhou,2163868.0,,921441.0,,,,,734
35,12b80de4-8f76-11e1-848f-cfd5bf3ef515,,101780801.0,,,,2523297.0,Q286709,,,,,Sant'Antioco,723370.0,,175718.0,,,,,608
36,06b90714-8f76-11e1-848f-cfd5bf3ef515,,102027451.0,,,,1805611.0,Q71323,,,,,Jingmen,2163877.0,,8609.0,,,,,855
37,,,102027453.0,,,,1805639.0,Q428587,,,,,Jingjiang,,,276599.0,,,,,721
38,12b8464c-8f76-11e1-848f-cfd5bf3ef515,,101780815.0,,,,2523361.0,Q286671,,,,,Santadi,723659.0,,1036425.0,,,,,83
39,12b0f87e-8f76-11e1-848f-cfd5bf3ef515,,101780817.0,,,,2525460.0,Q286187,,,,,Calasetta,711698.0,,246122.0,,,,,356
40,06b58a6c-8f76-11e1-848f-cfd5bf3ef515,,102027457.0,,,,1805741.0,Q72990,,,,,Jincheng,12686972.0,,1109387.0,,,,,352
41,12b15738-8f76-11e1-848f-cfd5bf3ef515,,101780819.0,,,,2525362.0,Q13660,,,,,"Carbonia, Sardinia",712224.0,,1346830.0,,,,,299
42,12b5a144-8f76-11e1-848f-cfd5bf3ef515,,101780825.0,,,,2523983.0,Q286411,,,,,Nuxis,719445.0,,1036463.0,,,,,162
43,,,102006973.0,,,,553399.0,Q144017,,,,,Kamensk-Shakhtinsky,,,125417.0,,,,,628
44,12b149a0-8f76-11e1-848f-cfd5bf3ef515,,101780831.0,,,,2525379.0,Q283723,,,,,Capoterra,712142.0,,453394.0,,,,,89
45,,,102006977.0,,,,525162.0,Q159222,,,,,Morozovsk,,,1029674.0,,,,,739
46,,,101780835.0,,,,2524463.0,Q18448339,,,,,,,,9.0,,,,,2354
47,,,102006983.0,,,,565348.0,Q105433,,,,,"Donetsk, Russia",,,276041.0,,,,,688
48,06b9468e-8f76-11e1-848f-cfd5bf3ef515,,102027459.0,,,,1805753.0,Q170247,,,,,Jinan,12687079.0,,1109388.0,,,,,8326
49,12b7de6e-8f76-11e1-848f-cfd5bf3ef515,,101780839.0,,,,2523385.0,Q285572,,,,,Villa San Pietro,723048.0,,1331001.0,,,,,74
50,08bf78ae-8f76-11e1-848f-cfd5bf3ef515,,101717557.0,,,,5180122.0,Q1131828,4205976.0,,,,"Bethany, Pennsylvania",2363345.0,,889649.0,,,,,515
51,12b6dad2-8f76-11e1-848f-cfd5bf3ef515,,101780841.0,,,,2523675.0,Q284535,,,,,"Pula, Sardinia",721365.0,,909548.0,,,,,776
52,08ba3cc2-8f76-11e1-848f-cfd5bf3ef515,,101722385.0,,,,5767620.0,Q2615435,4646620.0,,,,"Okaton, South Dakota",2464500.0,,159763.0,,,,,432
53,08b8d17a-8f76-11e1-848f-cfd5bf3ef515,,101722387.0,,,,5228948.0,Q2706426,4633380.0,,,,"Kaylor, South Dakota",2430897.0,,1341616.0,,,,,458
54,,,102013799.0,,,,1502066.0,Q4239174,,,,,,,,556207.0,,,,,2354
55,12b2eddc-8f76-11e1-848f-cfd5bf3ef515,,101780843.0,,,,2524842.0,Q283882,,,,,Domus de Maria,715059.0,,1076413.0,,,,,112
56,08cd4196-8f76-11e1-848f-cfd5bf3ef515,,101717563.0,,,,5215886.0,Q1187340,4277184.0,,,,"Tower City, Pennsylvania",2507357.0,,1218600.0,,,,,1856
57,0704b1c8-8f76-11e1-848f-cfd5bf3ef515,,101780849.0,,,,3063794.0,Q815541,,,,,Týn nad Vltavou,800021.0,,2823.0,,,,,160
58,0891434e-8f76-11e1-848f-cfd5bf3ef515,,101722389.0,,,,5229763.0,Q2853354,4642620.0,,,,"Milltown, South Dakota",2451622.0,,1162104.0,,,,,407
59,,,101780851.0,,,,3062783.0,Q1008610,,,,,Vizovice,800926.0,,581876.0,,,,,111
60,08b7ab7e-8f76-11e1-848f-cfd5bf3ef515,,101722391.0,,,,5227761.0,Q4258180,4621340.0,,,,"Fedora, South Dakota",2402806.0,,849833.0,,,,,111
61,,,101780853.0,,,,3076153.0,Q372132,,,,,Francova Lhota,789059.0,,234473.0,,,,,47
62,,,102013815.0,,,,1493467.0,Q193380,,,,,Rubtsovsk,,,1031448.0,,,,,921
