,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id,wordcount
3554,0a403f56-8f76-11e1-848f-cfd5bf3ef515,,101765603.0,,,,3027482.0,Q934833,,,,,Orcas Island Airport,583961.0,,1042452.0,,,http://en.wikipedia.org/wiki/Orcas_Island_Airport,4760213.0,245
3555,0a5e3876-8f76-11e1-848f-cfd5bf3ef515,,101774051.0,,,,2969291.0,Q1618497,,,,,Vielmur-sur-Agout,631195.0,,143175.0,,,,,19
3556,,,101738587.0,,,,5920652.0,Q2962228,,,,,"Chelsea, Quebec",,,,,,,,528
3557,,,421194421.0,,,,627878.0,Q5213666,,,,,"Ilya, Belarus",826003.0,,403293.0,,,,,623
3558,,,421188703.0,,,,3689907.0,Q1526216,,,,,"Andalucía, Valle del Cauca",26797566.0,,1103755.0,,,,,46
3559,12b5f3b0-8f76-11e1-848f-cfd5bf3ef515,,101771483.0,,,,3171533.0,Q9534,,,,,Pancalieri,719903.0,,1043591.0,,,,,71
3560,,,421188707.0,,,,3682394.0,Q1093490,,,,,"Florida, Valle del Cauca",26797582.0,,1103756.0,,,,,339
3561,083f4e68-8f76-11e1-848f-cfd5bf3ef515,,101773139.0,,,,3114118.0,Q3754560,,,,,Pedreña,769664.0,,315875.0,,,,,666
3562,,,421188717.0,,,,3694211.0,Q583300,,,,,Otuzco Province,26805897.0,,1103763.0,,,,,64
3563,,,421188719.0,,,,3699820.0,Q615891,,,,,Aija Province,26805776.0,,1103764.0,,,,,164
3564,,,421188721.0,,,,3947704.0,Q2084862,,,,,Angaraes Province,26805780.0,,1103765.0,,,,,163
3565,,,421188725.0,,,,3699282.0,Q951816,,,,,"Bolívar Province, Peru",26805794.0,,1103766.0,,,,,107
3566,,,421188727.0,,,,3697032.0,Q1948067,,,,,Ferreñafe Province,26805842.0,,1103768.0,,,,,126
3567,,,421188737.0,,,,3621304.0,Q3991217,,,,,"Tierra Blanca, Cartago",26809297.0,,1103777.0,,,,,125
3568,,,421188739.0,,,,3658501.0,Q1014430,,,,,"Daule, Guayas",26809915.0,,1103778.0,,,,,114
3569,,,421188743.0,,,,3658307.0,Q5351030,,,,,El Cisne,26809940.0,,1103779.0,,,,,88
3570,,,421188745.0,,,,3658078.0,Q2466637,,,,,El Tambo Canton,26809968.0,,1103780.0,,,,,77
3571,0833c5c0-8f76-11e1-848f-cfd5bf3ef515,,101773165.0,,,,3127304.0,Q1018067,,,,,Cabañaquinta,755230.0,,315457.0,,,,,112
3572,,,421188747.0,,,,3655502.0,Q959209,,,,,Jaramijó Canton,26810064.0,,1103781.0,,,,,62
