,Unnamed: 0,Unnamed: 0.1,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id,wordcount
0,0,0,,,0.0,,,,6295630.0,Q2,,,,,Earth,1.0,sh85040427,103304.0,,,,,15718
1,1,1,,,102003125.0,,,,577576.0,Q104984,,,,,"Bely, Tver Oblast",,,550017.0,,,,,1636
2,2,4,,,85776501.0,,,,8348164.0,Q7835866,,,,,"Travancore, Victoria",22720991.0,,487618.0,,,,,296
3,3,8,,,102002117.0,,,,476062.0,Q111048,,,,,Veliky Ustyug,,,277880.0,,,,,3078
4,4,10,,,102003135.0,,,,579464.0,Q104557,,,,,Balashikha,1985850.0,,810357.0,,,,,1761
5,5,11,,,102002119.0,,,,534560.0,Q15275,,,,,Lodeynoye Pole,2037448.0,,446424.0,,,,,1397
6,6,14,01b7afea-8f76-11e1-848f-cfd5bf3ef515,,102001007.0,,,,3527431.0,Q3846365,,,,,"Gómez Farías Municipality, Tamaulipas",124048.0,,232469.0,,,,,396
7,7,16,,,102002125.0,,,,533143.0,Q146334,,,,,"Luza, Luzsky District, Kirov Oblast",2122013.0,,1212745.0,,,,,774
8,8,21,,,102002127.0,,,,533143.0,Q146334,,,,,"Luza, Luzsky District, Kirov Oblast",,,,,,,,774
9,9,29,,,85776547.0,,,,8348241.0,Q319540,,,,,"Aberfeldie, Victoria",22721024.0,,246006.0,,,,,663
10,10,30,,,102005005.0,,,,500886.0,Q193371,,,,,Rtishchevo,,,124916.0,,,,,997
11,11,39,01b872d6-8f76-11e1-848f-cfd5bf3ef515,,102001013.0,,,,3526564.0,Q3849821,,,,,"Jaumave, Tamaulipas",125783.0,,1045467.0,,,,,37
12,12,46,,,85776563.0,,,,2154420.0,Q936713,,,,,"Lancefield, Victoria",22721047.0,,271498.0,,,,,934
13,13,47,01b89a54-8f76-11e1-848f-cfd5bf3ef515,,102001015.0,,,,3524292.0,Q2001158,,,,,Mexican Federal Highway 81,131243.0,,924096.0,,,,,70
14,14,71,,,85776585.0,,,,8348057.0,Q7622144,,,,,"Strathmore Heights, Victoria",22721061.0,,202739.0,,,,,199
15,15,82,,,102003145.0,,,,515024.0,Q176636,,,,,Orekhovo-Zuyevo,2060075.0,,391218.0,,,,,2014
16,16,86,,,102003149.0,,,,567257.0,Q4154261,,,,,NaN,,,,,,,,2354
17,17,89,,,85776593.0,,,,2170078.0,Q3309297,,,,,"Cranbourne, Victoria",22721071.0,,278192.0,,,,,1940
18,18,91,,,102003151.0,,,,489162.0,Q196476,,,,,Staraya Kupavna,2088797.0,,461226.0,,,,,912
19,19,95,,,85776595.0,,,,7281850.0,Q5445148,,,,,"Ferntree Gully, Victoria",22721074.0,,464230.0,,,,,2045
20,20,99,,,102005053.0,,,,694491.0,Q2353496,,,,,Seredyna-Buda,,,275448.0,,,,,86
21,21,104,,,102003157.0,,,,495136.0,Q598088,,,,,Shchukino District,,,,,,,,759
22,22,107,,,102003159.0,,,,563523.0,Q198419,,,,,Elektrostal,,,,,,,,1033
23,23,108,,,102005061.0,,,,565857.0,Q1233430,,,,,"Dobrinka, Lipetsk Oblast",2120667.0,,194490.0,,,,,369
24,24,112,,,102003161.0,,,,477440.0,Q4105491,,,,,"Vacha, Nizhny Novgorod Oblast",,,349042.0,,,,,286
25,25,114,,,102005063.0,,,,496246.0,Q193917,,,,,"Sevsk, Bryansk Oblast",,,124876.0,,,,,938
26,26,118,,,102003167.0,,,,542037.0,Q4238702,,,,,Krasnoye Ekho,,,,,,,,302
27,27,122,,,85776613.0,,,,7281805.0,Q1044568,,,,,"Caroline Springs, Victoria",22721089.0,,1111882.0,,,,,536
28,28,129,,,102003175.0,,,,565007.0,Q135456,,,,,Drezna,2120698.0,,125613.0,,,,,707
29,29,132,,,101780003.0,,,,3063196.0,Q703158,,,,,Velké Meziříčí,800559.0,,222863.0,,,,,320
