,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id,wordcount
0,,,101933299.0,,,,2156492.0,Q6924525,,,,,"Mount Waverley, Victoria",,,,,,,,1493
1,03862932-8f76-11e1-848f-cfd5bf3ef515,,101955711.0,,,,3455119.0,Q1760478,,,,,"Paraíso, São Paulo",442743.0,,848347.0,,,,,35
2,,,101933301.0,,,,2156340.0,Q6933974,,,,,"Mulgrave, Victoria",,,,,,,,873
3,03872ac6-8f76-11e1-848f-cfd5bf3ef515,,101955719.0,,,,3461951.0,Q1798851,,,,,Guapiara,457238.0,,1238332.0,,,,,35
4,08c7623a-8f76-11e1-848f-cfd5bf3ef515,,85951535.0,,,,5000873.0,Q3239483,2651600.0,,,,"Marine City, Michigan",2445718.0,,1241127.0,,,,,1412
5,08c409e6-8f76-11e1-848f-cfd5bf3ef515,,85951625.0,,,,4994073.0,Q3308123,2632640.0,,,,"Gobles, Michigan",2411604.0,,463121.0,,,,,948
6,08bf5284-8f76-11e1-848f-cfd5bf3ef515,,85950815.0,,,,4930266.0,Q521279,2504965.0,,,,"Bellingham, Massachusetts",2362062.0,,479185.0,,,,,2490
7,,,101933305.0,,,,7932639.0,Q6939635,,,,,"Murrumbeena, Victoria",,,,,,,,1204
8,08c77f9a-8f76-11e1-848f-cfd5bf3ef515,,85951537.0,,,,5001084.0,Q280012,2652080.0,,,,"Marysville, Michigan",2446575.0,,156162.0,,,,,1892
9,0334265a-8f76-11e1-848f-cfd5bf3ef515,,101933309.0,,,,2155927.0,Q2848384,,,,,"Myrniong, Victoria",1104429.0,,290604.0,,,,,265
10,08c670e6-8f76-11e1-848f-cfd5bf3ef515,,85951631.0,,,,4998937.0,Q2142951,2646440.0,,,,"Lawrence, Michigan",2437253.0,,16770.0,,,,,870
11,038614a6-8f76-11e1-848f-cfd5bf3ef515,,101955723.0,,,,3456863.0,Q1800695,,,,,Monte Azul Paulista,440659.0,,1044995.0,,,,,46
12,08c674d8-8f76-11e1-848f-cfd5bf3ef515,,85951633.0,,,,4998956.0,Q961999,2646500.0,,,,"Lawton, Michigan",2437363.0,,16777.0,,,,,829
13,03308252-8f76-11e1-848f-cfd5bf3ef515,,101933311.0,,,,2155878.0,Q6958405,,,,,Nagambie,1104452.0,,6567.0,,,,,721
14,08c73616-8f76-11e1-848f-cfd5bf3ef515,,85950349.0,,,,4942939.0,Q54149,2537875.0,,,,"Malden, Massachusetts",2444445.0,,1050617.0,,,,,2577
15,08cee316-8f76-11e1-848f-cfd5bf3ef515,,85968231.0,,,,5053483.0,Q1870208,2771824.0,,,,"Wright, Minnesota",2524099.0,,206219.0,,,,,911
16,08ca63cc-8f76-11e1-848f-cfd5bf3ef515,,85951541.0,,,,5006233.0,Q1000222,2665820.0,,,,"Port Huron, Michigan",2475403.0,,1063176.0,,,,,3425
17,08c63658-8f76-11e1-848f-cfd5bf3ef515,,85951635.0,,,,4998533.0,Q2061014,2644480.0,,,,"Lake City, Michigan",2434784.0,,1050843.0,,,,,790
18,08cec264-8f76-11e1-848f-cfd5bf3ef515,,85950353.0,,,,4956032.0,Q54174,2581035.0,,,,"Woburn, Massachusetts",2522569.0,,1241813.0,,,,,2686
19,08cb6a6a-8f76-11e1-848f-cfd5bf3ef515,,85948889.0,,,,4977222.0,Q1001891,2364675.0,,,,"Saco, Maine",2486330.0,,829502.0,,,,,2547
20,08c00e7c-8f76-11e1-848f-cfd5bf3ef515,,85950817.0,,,,4931482.0,Q49142,2509210.0,,,,"Brookline, Massachusetts",2369930.0,,814901.0,,,,,5088
21,03863904-8f76-11e1-848f-cfd5bf3ef515,,101955729.0,,,,3453594.0,Q1759848,,,,,Pirangi,444343.0,,179740.0,,,,,38
22,08ceed98-8f76-11e1-848f-cfd5bf3ef515,,85951545.0,,,,5015627.0,Q2295845,2689000.0,,,,"Yale, Michigan",2524475.0,,189212.0,,,,,921
