,Unnamed: 0,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id
15000,45094,,,421167047.0,,,,3680176.0,Q2320402,,,,,Juan de Acosta,368996.0,,279867.0,,,,
15001,45097,,,421167053.0,,,,207570.0,Q969880,,,,,Mwene-Ditu,1476792.0,,122996.0,,,,
15002,45101,,,421167059.0,,,,211734.0,Q371532,,,,,Lisala,1475776.0,,123173.0,,,,
15003,45106,,,421167065.0,,,,3834361.0,Q81563,,,,,Tinogasta,467431.0,,279888.0,,,,
15004,45114,08c8ed1c-8f76-11e1-848f-cfd5bf3ef515,,101725969.0,,,,4714713.0,Q979741,4851372.0,,,,"Newton, Texas",2459666.0,,1033959.0,,,,
15005,45117,08c646de-8f76-11e1-848f-cfd5bf3ef515,,101725971.0,,,,4704958.0,Q972970,4840696.0,,,,"Lakeport, Texas",2435379.0,,1062897.0,,,,
15006,45121,08ce7494-8f76-11e1-848f-cfd5bf3ef515,,101725973.0,,,,4741501.0,Q977016,4878436.0,,,,"White Oak, Texas",2519413.0,,467169.0,,,,
15007,45127,08c6e972-8f76-11e1-848f-cfd5bf3ef515,,101725975.0,,,,4707814.0,Q852645,4843888.0,,,,"Longview, Texas",2441761.0,,823601.0,,,,
15008,45128,08c1c8b6-8f76-11e1-848f-cfd5bf3ef515,,101725977.0,,,,4684547.0,Q982482,4818092.0,,,,"Cuero, Texas",2388104.0,,1049559.0,,,,
15009,45129,08c90068-8f76-11e1-848f-cfd5bf3ef515,,101725979.0,,,,4714921.0,Q981734,4851792.0,,,,"Nordheim, Texas",2460368.0,,155113.0,,,,
15010,45131,08cef770-8f76-11e1-848f-cfd5bf3ef515,,101725981.0,,,,4743453.0,Q977181,4880584.0,,,,"Yorktown, Texas",2524921.0,,202321.0,,,,
15011,45133,08ce19c2-8f76-11e1-848f-cfd5bf3ef515,,101725985.0,,,,4740416.0,Q3470434,4876924.0,,,,"Webberville, Texas",2515821.0,,278580.0,,,,
15012,45135,08ce3f38-8f76-11e1-848f-cfd5bf3ef515,,101725987.0,,,,4740928.0,Q982020,4877632.0,,,,"West Lake Hills, Texas",2517286.0,,217520.0,,,,
15013,45137,08c2fbaa-8f76-11e1-848f-cfd5bf3ef515,,101725989.0,,,,5521177.0,Q975384,4824636.0,,,,"Estelline, Texas",2400332.0,,1334249.0,,,,
15014,45138,08c64a26-8f76-11e1-848f-cfd5bf3ef515,,101725991.0,,,,5524818.0,Q974159,4840888.0,,,,"Lakeview, Texas",2435597.0,,1052599.0,,,,
15015,45139,,,101738051.0,,,,6138513.0,Q3462594,,,,,"Saint-Joachim-de-Shefford, Quebec",23396566.0,,981384.0,,,,
15016,45142,08b176aa-8f76-11e1-848f-cfd5bf3ef515,,101725993.0,,,,4719851.0,Q3474395,4858586.0,,,,"Point Venture, Texas",23511417.0,,25076.0,,,,
15017,45166,,,101738055.0,,,,5945732.0,Q3046504,,,,,"East Hereford, Quebec",,,,,,,
15018,45172,,,101738057.0,,,,6049369.0,Q3201975,,,,,"L'Ange-Gardien, Outaouais, Quebec",,,,,,,
15019,45175,,,101738059.0,,,,6053856.0,Q4543508,,,,,"L'Île-d'Anticosti, Quebec",,,,,,,
15020,45180,,,101738065.0,,,,6085960.0,Q3335889,,,,,"Napierville, Quebec",1057.0,,160320.0,,,,
15021,45184,,,101738069.0,,,,6102097.0,Q3377326,,,,,"Petite-Vallée, Quebec",3589.0,,1189851.0,,,,
15022,45186,08c7bffa-8f76-11e1-848f-cfd5bf3ef515,,101725995.0,,,,5526145.0,Q979971,4847616.0,,,,"Memphis, Texas",2449321.0,,159204.0,,,,
