,Unnamed: 0,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id
35000,93198,0837a000-8f76-11e1-848f-cfd5bf3ef515,,101779343.0,,,,2517903.0,Q1628327,,,,,Espartinas,760136.0,,179926.0,,,,
35001,93200,,,421204515.0,,,,1168864.0,Q2003745,,,,,"Nowshera, Khyber Pakhtunkhwa",2211306.0,,241173.0,,,,
35002,93201,,,102551005.0,,HFE,,,Q3234818,,,,ZSOF,Hefei_Luogang_International_Airport,12512070.0,,,27222.0,,,
35003,93203,08424d34-8f76-11e1-848f-cfd5bf3ef515,,101779345.0,,,,2511304.0,Q1446577,,,,,Sanlúcar la Mayor,773546.0,,998.0,,,,
35004,93204,,,421204517.0,,,,1163958.0,Q7682470,,,,,Tando Jam,2211509.0,,241177.0,,,,
35005,93206,,,421204519.0,,,,7082481.0,Q1250138,,,,,Khuzdar,2211141.0,,241180.0,,,,
35006,93208,0845df30-8f76-11e1-848f-cfd5bf3ef515,,101779347.0,,,,2509556.0,Q1146794,,,,,Villanueva del Ariscal,778147.0,,980175.0,,,,
35007,93214,,,102551015.0,,ENH,,,Q1937966,,,,ZHES,Enshi_Xujiaping_Airport,12512043.0,,,31006.0,,,
35008,93218,,,102551023.0,,DAX,,,,,,,ZUDX,Daxian_Airport,12512033.0,,,35307.0,,,
35009,93226,,,102551041.0,,JGN,,,Q1937403,,,,ZLJQ,Jiayuguan_Airport,12512095.0,,,31699.0,,,
35010,93235,075c99ba-8f76-11e1-848f-cfd5bf3ef515,,101787733.0,,,,2816795.0,Q551663,,,,,Vogtareuth,12622794.0,,287113.0,,,,
35011,93236,12b08e3e-8f76-11e1-848f-cfd5bf3ef515,,101770917.0,,,,3181970.0,Q11498,,,,,Bobbio,711045.0,,245820.0,,,,
35012,93237,12b9ddea-8f76-11e1-848f-cfd5bf3ef515,,101770919.0,,,,3164175.0,Q18445707,,,,,,726171.0,,1043377.0,,,,
35013,93238,0714fccc-8f76-11e1-848f-cfd5bf3ef515,,101787735.0,,,,2927339.0,Q532758,,,,,Feldkirchen-Westerham,649502.0,,1039865.0,,,,
35014,93240,07150172-8f76-11e1-848f-cfd5bf3ef515,,101787737.0,,,,2850085.0,Q538080,,,,,Raubling,687069.0,,456017.0,,,,
35015,93241,075650dc-8f76-11e1-848f-cfd5bf3ef515,,101787739.0,,,,2840117.0,Q252794,,,,,Schechen,691570.0,,945287.0,,,,
35016,93243,0737dc1a-8f76-11e1-848f-cfd5bf3ef515,,101787743.0,,,,2950095.0,Q126960,,,,,Bernau am Chiemsee,638277.0,,246736.0,,,,
35017,93246,0714fcfe-8f76-11e1-848f-cfd5bf3ef515,,101787745.0,,,,2925458.0,Q126889,,,,,Frasdorf,650298.0,,475933.0,,,,
35018,93248,,,101787747.0,,,,2866175.0,Q536363,,,,,Neubeuern,677895.0,,978470.0,,,,
35019,93249,,,102551065.0,,CTU,,,Q387560,,,,ZUUU,Chengdu_Shuangliu_International_Airport,12512010.0,,,27230.0,,,
35020,93253,0714fbfa-8f76-11e1-848f-cfd5bf3ef515,,101787749.0,,,,2933018.0,Q551667,,,,,Eggstätt,646715.0,,1166952.0,,,,
35021,93261,0834bebc-8f76-11e1-848f-cfd5bf3ef515,,101776875.0,,,,2519946.0,Q931490,,,,,Casas de Fernando Alonso,756473.0,,254922.0,,,,
35022,93264,0a5a3f46-8f76-11e1-848f-cfd5bf3ef515,,101772863.0,,,,2975854.0,Q3535918,,,,,Tovik,621160.0,,1040746.0,,,http://en.wikipedia.org/wiki/Tovik,4203179.0
35023,93271,,,101736977.0,,,,6137617.0,Q3461998,,,,,"Saint-Cléophas-de-Brandon, Quebec",,,,,,,
35024,93275,12b0b238-8f76-11e1-848f-cfd5bf3ef515,,101770951.0,,,,3181779.0,Q18443653,,,,,,711256.0,,146922.0,,,,
35025,93277,,,102541687.0,,MYE,,,Q2234528,,,,RJTQ,Miyakejima_Airport,12513989.0,,,5625.0,,,
35026,93279,,,102541691.0,,KKX,,,Q1927346,,,,RJKI,Kikai_Airport,12513975.0,,,5579.0,,,
35027,93281,,,102541693.0,,AXT,,,Q1336514,,,,RJSK,Akita_Airport,12513940.0,,,5611.0,,,
35028,93284,,,102541697.0,,IEJ,,,Q1368593,,,,RORE,Iejima_Airport,12513961.0,,,5678.0,,,
35029,93285,,,421203791.0,,,,1722267.0,Q54560,,,,,"Bustos, Bulacan",1166028.0,,235140.0,,,,
35030,93288,,,102541701.0,,MMY,,,Q116725,,,,ROMY,Miyako_Airport,12513990.0,,,5677.0,,,
35031,93291,,,101736979.0,,,,6137696.0,Q142560,,,,,"Sainte-Adèle, Quebec",,,160383.0,,,,
35032,93292,,,102541705.0,,TAK,,,Q1334603,,,,RJOT,Takamatsu_Airport,12513998.0,,,5601.0,,,
35033,93293,,,421203797.0,,,,188373.0,Q6731108,,,,,Magina,1528092.0,,235143.0,,,,
35034,93295,,,102541709.0,,NGS,NGS,6300355.0,Q133796,,,,KNGS,Nagasaki_Airport,12513993.0,,,5573.0,,,
35035,93297,,,102541711.0,,UEO,,,Q3235075,,,,ROKJ,Kumejima_Airport,12513982.0,,,5675.0,,,
35036,93300,,,102541717.0,,OKA,,,Q1197455,,,,ROAH,Naha_Airport,12513995.0,,,5671.0,,,
35037,93301,,,102541719.0,,ISG,,,Q705963,,,,ROIG,Ishigaki_Airport,12513966.0,,,5674.0,,,
35038,93302,,,102541721.0,,HAC,,,Q2512004,,,,RJTH,Hachijojima_Airport,12513954.0,,,5620.0,,,
35039,93305,,,102541729.0,,MYJ,,,Q255345,,,,RJOM,Matsuyama_Airport,12513985.0,,,5597.0,,,
35040,93307,,,102541733.0,,HIW,,,,,,,RJBH,Hiroshima-Nishi_Airport,12513957.0,,,5539.0,,,
35041,93309,0838f55e-8f76-11e1-848f-cfd5bf3ef515,,101774633.0,,,,3121135.0,Q937763,,,,,Graus,761819.0,,979162.0,,,,
35042,93310,08324e66-8f76-11e1-848f-cfd5bf3ef515,,101774635.0,,,,3129111.0,Q189749,,,,,Ayerbe,753358.0,,245733.0,,,,
35043,93311,,,101774639.0,,,,3130772.0,Q13049257,,,,,Aínsa,,,244595.0,,,,
35044,93312,0839b48a-8f76-11e1-848f-cfd5bf3ef515,,101774641.0,,,,3120211.0,Q49581,,,,,Jaca,762756.0,,222747.0,,,,
35045,93313,0832f82a-8f76-11e1-848f-cfd5bf3ef515,,101774643.0,,,,3128296.0,Q575809,,,,,Benasque,754209.0,,685470.0,,,,
35046,93314,08468d22-8f76-11e1-848f-cfd5bf3ef515,,101774645.0,,,,3104368.0,Q144331,,,,,Zaidín,779022.0,,867203.0,,,,
35047,93316,08311780-8f76-11e1-848f-cfd5bf3ef515,,101774649.0,,,,3130576.0,Q1770866,,,,,Alcolea de Cinca,751826.0,,1140560.0,,,,
35048,93318,0830f656-8f76-11e1-848f-cfd5bf3ef515,,101774651.0,,,,3130699.0,Q1645893,,,,,Albalate de Cinca,751664.0,,937394.0,,,,
35049,93319,12b1ac9c-8f76-11e1-848f-cfd5bf3ef515,,101770953.0,,,,3179485.0,Q102625,,,,,Castel San Giovanni,713257.0,,889088.0,,,,
35050,93320,083b009c-8f76-11e1-848f-cfd5bf3ef515,,101774653.0,,,,3119374.0,Q984669,,,,,Lanaja,764400.0,,393273.0,,,,
35051,93322,0842c796-8f76-11e1-848f-cfd5bf3ef515,,101774657.0,,,,3109380.0,Q478178,,,,,Sariñena,774188.0,,1056.0,,,,
35052,93335,,,102548145.0,,TML,,,Q2195432,,,,DGLE,Tamale_Airport,12513026.0,,,2091.0,,,
35053,93336,,,102548147.0,,ACC,,,Q177689,,,,DGAA,Kotoka_International_Airport,12513022.0,,,2090.0,,,
35054,93359,,,102548167.0,,GUW,,,Q1430894,,,,UATG,Atyrau_Airport,12514338.0,,,6437.0,,,
35055,93370,,,102543509.0,,UCK,,,Q656592,,,,UKLC,Lutsk_Airport,12518337.0,,,28146.0,,,
35056,93396,,,102544449.0,,MRU,,,Q36460,,,,FIMP,Sir_Seewoosagur_Ramgoolam_International_Airport,12514796.0,,,2878.0,,,
35057,93406,,,102533957.0,,HUF,,,Q7703348,,,,KHUF,Terre_Haute_International_Airport,12520253.0,,,3597.0,,,
35058,93408,,,102544453.0,,ORY,,,,,,,LFPO,Orly_Airport_(Paris),22144181.0,,,4189.0,,,
35059,93418,,,102533969.0,,HNB,,,Q5945065,,,,KHNB,Huntingburg_Airport,12520259.0,,,20067.0,,,
35060,93429,,,102533979.0,,INS,,,Q1658047,,,,KINS,Creech_Air_Force_Base,12520291.0,,,20179.0,,,
35061,93430,,,102544457.0,,POX,,,,,,,LFPT,A%C3%A9roport_de_Pontoise_-_Cormeilles-en-Vexin,22135124.0,,,4190.0,,,
35062,93434,,,102533983.0,,HOM,,5864146.0,Q2060338,,,,PAHO,Homer_Airport,12520209.0,,,5373.0,,,
35063,93435,,,102544459.0,,CDG,,,,,,,LFPG,Charles_de_Gaulle_International_Airport,22140453.0,,,4185.0,,,
35064,93441,,,102533989.0,,HST,,7259871.0,Q2570450,,,,KHST,Homestead_Air_Reserve_Base,12520212.0,,106450.0,3593.0,,,
35065,93444,,,102533991.0,,IDP,,,Q3016436,,,,KIDP,Independence_Municipal_Airport_(Kansas),12520288.0,,,20156.0,,,
35066,93452,,,102533997.0,,NIU,,5856213.0,Q531178,,,,PHNL,Honolulu International Airport,12520216.0,,,313344.0,,,
35067,93464,,,102544481.0,,BVA,,,,,,,LFOB,Paris_Beauvais_Till%C3%A9_Airport,22904235.0,,,4169.0,,,
35068,93470,0844bea2-8f76-11e1-848f-cfd5bf3ef515,,101779349.0,,,,2509946.0,Q1603015,,,,,Valencina de la Concepción,776698.0,,348508.0,,,,
35069,93472,0839b426-8f76-11e1-848f-cfd5bf3ef515,,101777595.0,,,,2516401.0,Q913504,,,,,Jabugo,762754.0,,213609.0,,,,
35070,93477,08388484-8f76-11e1-848f-cfd5bf3ef515,,101777597.0,,,,2517440.0,Q1615091,,,,,Galaroza,761266.0,,222390.0,,,,
35071,93484,08320abe-8f76-11e1-848f-cfd5bf3ef515,,101777599.0,,,,2521585.0,Q1615179,,,,,Aroche,753021.0,,228900.0,,,,
35072,93496,,,102546145.0,,SJE,,,,,,,SKSJ,Jorge_Enrique_Gonz%C3%A1lez_Torres_Airport,12524511.0,,,6160.0,,,
35073,93500,,,102548221.0,,DMB,,,Q1433007,,,,UADD,Taraz_Airport,12514324.0,,,6424.0,,,
35074,93517,,,85787907.0,,,,2647516.0,Q83593,,,,,Hanwell,22369.0,,1288411.0,,,,
35075,93522,,,85787911.0,,,,2647514.0,Q2660578,,,,,Hanworth,22372.0,,1276474.0,,,,
35076,93524,08314e3a-8f76-11e1-848f-cfd5bf3ef515,,101778745.0,,,,2521994.0,Q583010,,,,,Alhama de Almería,752086.0,,1235498.0,,,,
35077,93527,,,85787915.0,,,,2647508.0,Q3699290,,,,,Harborne,22380.0,,408489.0,,,,
35078,93528,,,421204521.0,,,,1177063.0,Q71037,,,,,Hasan Abdal,2211011.0,,241181.0,,,,
35079,93530,,,421204523.0,,,,1164408.0,Q868631,,,,,Sukkur,2211490.0,,241174.0,,,,
35080,93532,,,421204525.0,,,,1172451.0,Q11739,,,,,Lahore,2211177.0,,241175.0,,,,
35081,93535,,,421204529.0,,,,1173491.0,Q1195983,,,,,Kohat,2211150.0,,241176.0,,,,
35082,93540,,,421204531.0,,,,111822.0,Q182394,,,,,Yazd,2253355.0,,241182.0,,,,
35083,93542,,,421204533.0,,,,112931.0,Q3616,,,,,Tehran,2251945.0,,241183.0,,,,
35084,93543,,,421204535.0,,,,1513243.0,Q261076,,,,,Margilan,2271213.0,,241188.0,,,,
35085,93544,0834bc78-8f76-11e1-848f-cfd5bf3ef515,,101776877.0,,,,2519954.0,Q1770932,,,,,Casas de Benítez,756462.0,,188640.0,,,,
35086,93545,,,421204537.0,,,,1722032.0,Q1692,,,,,Cabadbaran,1198987.0,,241263.0,,,,
35087,93546,08373354-8f76-11e1-848f-cfd5bf3ef515,,101776879.0,,,,2518224.0,Q1768685,,,,,El Provencio,12690552.0,,1310844.0,,,,
35088,93547,083b53c6-8f76-11e1-848f-cfd5bf3ef515,,101776881.0,,,,2515319.0,Q1769818,,,,,Las Mesas,12690510.0,,1036246.0,,,,
