,Unnamed: 0,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id
100000,219882,08cb5dfe-8f76-11e1-848f-cfd5bf3ef515,,85982327.0,,,,5691441.0,Q729570,3869140.0,,,,"Ruso, North Dakota",2485921.0,,378069.0,,,,
100001,219885,08cb08a4-8f76-11e1-848f-cfd5bf3ef515,,85982329.0,,,,5691303.0,Q2373536,3866980.0,,,,"Riverdale, North Dakota",2482050.0,,378066.0,,,,
100002,219886,08c7c964-8f76-11e1-848f-cfd5bf3ef515,,85982331.0,,,,5690488.0,Q2262342,3852340.0,,,,"Mercer, North Dakota",2449504.0,,209574.0,,,,
100003,219888,08c78b98-8f76-11e1-848f-cfd5bf3ef515,,85982333.0,,,,5843925.0,Q2446778,3851380.0,,,,"Max, North Dakota",2447028.0,,850469.0,,,,
100004,219889,08c3caee-8f76-11e1-848f-cfd5bf3ef515,,85982335.0,,,,5689239.0,Q2278248,3829460.0,,,,"Garrison, North Dakota",2409099.0,,280187.0,,,,
100005,219890,08c1523c-8f76-11e1-848f-cfd5bf3ef515,,85982339.0,,,,5688514.0,Q2447209,3815140.0,,,,"Coleharbor, North Dakota",2382853.0,,196362.0,,,,
100006,219892,08c04d2e-8f76-11e1-848f-cfd5bf3ef515,,85982341.0,,,,5688278.0,Q741135,3811180.0,,,,"Butte, North Dakota",2372640.0,,1052898.0,,,,
100007,219893,08c85596-8f76-11e1-848f-cfd5bf3ef515,,85980567.0,,,,4480285.0,Q2028159,3744520.0,,,,"Morrisville, North Carolina",2454352.0,,153842.0,,,,
100008,219894,08bf5e14-8f76-11e1-848f-cfd5bf3ef515,,85982343.0,,,,5687912.0,Q2215382,3805980.0,,,,"Benedict, North Dakota",2362525.0,,1013153.0,,,,
100009,219895,08cdf32a-8f76-11e1-848f-cfd5bf3ef515,,85982347.0,,,,5692806.0,Q2018717,3883700.0,,,,"Washburn, North Dakota",2514571.0,,1052928.0,,,,
100010,219897,08cd74a4-8f76-11e1-848f-cfd5bf3ef515,,85982349.0,,,,5692691.0,Q2315742,3880660.0,,,,"Underwood, North Dakota",2509614.0,,201636.0,,,,
100011,219898,08c8014a-8f76-11e1-848f-cfd5bf3ef515,,85980581.0,,,,4479639.0,Q3475128,3743260.0,,,,"Mills River, North Carolina",2451567.0,,187477.0,,,,
100012,219903,08c35492-8f76-11e1-848f-cfd5bf3ef515,,85980575.0,,,,4466547.0,Q653837,3723760.0,,,,"Fletcher, North Carolina",2404319.0,,153797.0,,,,
100013,219906,08c4e5e6-8f76-11e1-848f-cfd5bf3ef515,,85980577.0,,,,4470592.0,Q678740,3730720.0,,,,"Hendersonville, North Carolina",2419983.0,,153808.0,,,,
100014,219907,08cc2496-8f76-11e1-848f-cfd5bf3ef515,,85980589.0,,,,4491798.0,Q3313496,3762040.0,,,,"Simpson, North Carolina",2493976.0,,1170867.0,,,,
100015,219910,,,85839965.0,,,,4560179.0,Q7113566,,,,,Overbrook (SEPTA station),2466915.0,,1221546.0,,,,
100016,219914,08cd378c-8f76-11e1-848f-cfd5bf3ef515,,85982351.0,,,,5692594.0,Q2429755,3879140.0,,,,"Tolley, North Dakota",2506956.0,,1052925.0,,,,
100017,219915,,,85839969.0,,,,4590278.0,Q7113564,,,,,"Overbrook (Greenville, South Carolina)",2466916.0,,895367.0,,,,
100018,219916,08c2a150-8f76-11e1-848f-cfd5bf3ef515,,85980583.0,,,,4464897.0,Q2028258,3720120.0,,,,"Edenton, North Carolina",2397049.0,,462717.0,,,,
100019,219917,08cc09ac-8f76-11e1-848f-cfd5bf3ef515,,85982353.0,,,,5692067.0,Q2443034,3872540.0,,,,"Sherwood, North Dakota",2492548.0,,201000.0,,,,
100020,219927,08c43650-8f76-11e1-848f-cfd5bf3ef515,,85982359.0,,,,5689368.0,Q1923894,3832580.0,,,,"Grano, North Dakota",2413100.0,,796805.0,,,,
100021,219929,08b806d2-8f76-11e1-848f-cfd5bf3ef515,,85982361.0,,,,5689300.0,Q782704,3830580.0,,,,"Glenburn, North Dakota",2410962.0,,14766.0,,,,
100022,219931,08cc980e-8f76-11e1-848f-cfd5bf3ef515,,85982363.0,,,,5062025.0,Q2248291,3875580.0,,,,"Starkweather, North Dakota",2499191.0,,922392.0,,,,
