,Unnamed: 0,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id
105000,258931,,,101996175.0,,,,3515884.0,Q3891040,,,,,Tepelmeme Villa de Morelos,,,,,,,
105001,258934,01af4f4e-8f76-11e1-848f-cfd5bf3ef515,,101992265.0,,,,4020664.0,Q20146880,,,,,,133287.0,,,,,,
105002,258937,01aec79a-8f76-11e1-848f-cfd5bf3ef515,,101992263.0,,,,3996008.0,Q20148222,,,,,,133526.0,,,,,,
105003,258939,01b9bf88-8f76-11e1-848f-cfd5bf3ef515,,101996159.0,,,,3801849.0,Q3846742,,,,,Taniche,26797958.0,,,,,,
105004,258940,01af24ba-8f76-11e1-848f-cfd5bf3ef515,,101997103.0,,,,3980120.0,Q2652321,,,,,Chinicuila,150913.0,,,,,,
105005,258942,,,85851983.0,,,,5140696.0,Q3816828,,,,,"Texas, New York",2505016.0,,1173300.0,,,,
105006,258944,,,101993109.0,,,,3985878.0,Q7414639,,,,,San Juan de la Vega,143887.0,,1191603.0,,,,
105007,258950,01af5c28-8f76-11e1-848f-cfd5bf3ef515,,101996125.0,,,,3516833.0,Q3887656,,,,,Santos Reyes Pápalo,147304.0,,,,,,
105008,258952,01b902b4-8f76-11e1-848f-cfd5bf3ef515,,101999069.0,,,,3815389.0,Q3892089,,,,,Tepeyanco (municipality),142675.0,,27015.0,,,,
105009,258956,,,101992237.0,,,,3991930.0,Q20264912,,,,,,,,585966.0,,,,
105010,258957,01b85ac6-8f76-11e1-848f-cfd5bf3ef515,,101997041.0,,,,4004708.0,Q2651771,,,,,Huajicori,124984.0,,,,,,
105011,258961,01b878da-8f76-11e1-848f-cfd5bf3ef515,,101992279.0,,,,4003804.0,Q6298792,,,,,"Juan Aldama, Zacatecas",126069.0,,180180.0,,,,
105012,258963,01b81d0e-8f76-11e1-848f-cfd5bf3ef515,,101999333.0,,,,3530514.0,Q5138665,,,,,Coatzingo,116656.0,,,,,,
105013,258964,01b99666-8f76-11e1-848f-cfd5bf3ef515,,101997127.0,,,,3980866.0,Q3847233,,,,,Turicato,150252.0,,,,,,
105014,258967,,,101993273.0,,,,3522505.0,Q1018792,,,,,Oaxtepec,134890.0,,1050391.0,,,,
105015,258970,09484ec2-8f76-11e1-848f-cfd5bf3ef515,,85891737.0,,,,5682364.0,Q966283,,,,,"Three Forks, Gallatin County, Montana",55987512.0,,888512.0,,,,
105016,258972,01b98c20-8f76-11e1-848f-cfd5bf3ef515,,101991299.0,,,,3981462.0,Q2651266,,,,,Tlapehuala,149646.0,,1047494.0,,,,
105017,258978,01b869e4-8f76-11e1-848f-cfd5bf3ef515,,101998421.0,,,,3526696.0,Q2559772,,,,,Ixtaczoquitlán,125530.0,,943583.0,,,,
105018,258981,01aef99a-8f76-11e1-848f-cfd5bf3ef515,,101992301.0,,,,3517655.0,Q7419287,,,,,Santa Catarina Tayata,145844.0,,,,,,
105019,258983,,,101993131.0,,,,3827030.0,Q20144961,,,,,,55900370.0,,150362.0,,,,
105020,258984,,,101993133.0,,,,3827038.0,Q20134601,,,,,,55900376.0,,983765.0,,,,
105021,258986,01b7e7c6-8f76-11e1-848f-cfd5bf3ef515,,101993135.0,,,,3532617.0,Q1323910,,,,,Atlacomulco,112629.0,,507716.0,,,,
105022,258988,01b92f6e-8f76-11e1-848f-cfd5bf3ef515,,101993151.0,,,,3517832.0,Q1835597,,,,,San Salvador Atenco,145387.0,,148683.0,,,,
105023,258990,01b8a0d0-8f76-11e1-848f-cfd5bf3ef515,,101992269.0,,,,3997017.0,Q20143446,,,,,,132570.0,,924408.0,,,,
105024,258994,01b9b632-8f76-11e1-848f-cfd5bf3ef515,,101996229.0,,,,3514027.0,Q3845920,,,,,Zimatlán de Álvarez,151740.0,,906180.0,,,,
105025,258995,01af350e-8f76-11e1-848f-cfd5bf3ef515,,101996237.0,,,,3531658.0,Q3845777,,,,,Candelaria Loxicha,114646.0,,,,,,
105026,258996,01b8e158-8f76-11e1-848f-cfd5bf3ef515,,101996231.0,,,,3520994.0,Q1752991,,,,,"Puerto Escondido, Oaxaca",137853.0,,274390.0,,,,
105027,258997,01b89982-8f76-11e1-848f-cfd5bf3ef515,,101998477.0,,,,3524391.0,Q20227551,,,,,,55911727.0,,1045455.0,,,,
105028,258999,01af7e74-8f76-11e1-848f-cfd5bf3ef515,,101995121.0,,,,3800798.0,Q3891781,,,,,Mártires de Tacubaya,26797953.0,,,,,,
105029,259002,01b939d2-8f76-11e1-848f-cfd5bf3ef515,,101992299.0,,,,3984571.0,Q20296265,,,,,Santa Catarina de Tepehuanes,145828.0,,1203754.0,,,,
105030,259003,,,101993147.0,,,,3517399.0,Q7419626,,,,,Santa Isabel Ixtapan,,,,,,,
105031,259004,01b5d742-8f76-11e1-848f-cfd5bf3ef515,,101996241.0,,,,3520399.0,Q617157,,,,,Reforma de Pineda,140525.0,,,,,,
105032,259005,,,101991251.0,,,,3532597.0,Q20274633,,,,,,112649.0,,1201735.0,,,,
105033,259006,01b85314-8f76-11e1-848f-cfd5bf3ef515,,101996463.0,,,,4005535.0,Q10762837,,,,,"Guadalcázar, San Luis Potosí",124165.0,,,,,,
105034,259008,01ae8f5a-8f76-11e1-848f-cfd5bf3ef515,,101992285.0,,,,4015683.0,Q5124140,,,,,Ciudad Canatlán,114623.0,,180043.0,,,,
105035,259009,01af1c0e-8f76-11e1-848f-cfd5bf3ef515,,101991157.0,,,,3515428.0,Q20237424,,,,,,149596.0,,1141791.0,,,,
105036,259011,01b7f9b4-8f76-11e1-848f-cfd5bf3ef515,,101996277.0,,,,3531863.0,Q2878559,,,,,Cadereyta de Montes,114055.0,,188618.0,,,,
105037,259012,,,101997115.0,,,,3994674.0,Q7068638,,,,,"Nueva Italia, Michoacán",134743.0,,1047570.0,,,,
105038,259013,,,101998277.0,,,,3522647.0,Q7049967,,,,,"Nopaltepec, Veracruz",134609.0,,180257.0,,,,
105039,259014,01b8d8ac-8f76-11e1-848f-cfd5bf3ef515,,101996273.0,,,,3521440.0,Q3844949,,,,,Pinal de Amoles Municipality,136785.0,,114051.0,,,,
105040,259017,,,101997109.0,,,,3981505.0,Q432542,,,,,Tiquicheo,,,97057.0,,,,
105041,259018,01b9c276-8f76-11e1-848f-cfd5bf3ef515,,101995153.0,,,,3801845.0,Q3892800,,,,,La Pe,26804437.0,,,,,,
105042,259021,01d6876c-8f76-11e1-848f-cfd5bf3ef515,,101992291.0,,,,4005857.0,Q10390252,,,,,"Vicente Guerrero, Durango",123996.0,,1212844.0,,,,
105043,259022,,,101995165.0,,,,3800788.0,Q7731295,,,,,"La Reforma, Oaxaca",,,,,,,
105044,259023,01b8a3a0-8f76-11e1-848f-cfd5bf3ef515,,101995111.0,,,,3523744.0,Q2447707,,,,,Magdalena Tequisistlán,132682.0,,,,,,
105045,259025,01b8efa4-8f76-11e1-848f-cfd5bf3ef515,,101995175.0,,,,3519983.0,Q5363812,,,,,San Agustín Amatengo,141365.0,,,,,,
105046,259026,01aef95e-8f76-11e1-848f-cfd5bf3ef515,,101995163.0,,,,3517657.0,Q3893314,,,,,Santa Catarina Quioquitani,145842.0,,,,,,
105047,259027,01b8eda6-8f76-11e1-848f-cfd5bf3ef515,,101995171.0,,,,3520064.0,Q1640261,,,,,Salina Cruz,141169.0,,664889.0,,,,
105048,259028,,,101996477.0,,,,3520235.0,Q20260759,,,,,,140832.0,,975439.0,,,,
105049,259030,01b97d34-8f76-11e1-848f-cfd5bf3ef515,,101991245.0,,,,3515746.0,Q3845820,,,,,Tetipac,149159.0,,,,,,
105050,259047,01af75b4-8f76-11e1-848f-cfd5bf3ef515,,101992317.0,,,,3517536.0,Q3893058,,,,,Santa Cruz Itundujia,146044.0,,,,,,
105051,259048,01af1e7a-8f76-11e1-848f-cfd5bf3ef515,,101992295.0,,,,3981352.0,Q2833877,,,,,Topia,149824.0,,,,,,
105052,259049,01b8b9ee-8f76-11e1-848f-cfd5bf3ef515,,101999105.0,,,,3522795.0,Q20224658,,,,,,134387.0,,482277.0,,,,
105053,259053,01b86c3c-8f76-11e1-848f-cfd5bf3ef515,,101995081.0,,,,3526665.0,Q17092778,,,,,Ixtlán de Juárez,125578.0,,,,,,
105054,259054,01aeb354-8f76-11e1-848f-cfd5bf3ef515,,101991181.0,,,,3526683.0,Q741771,,,,,Iztapalapa,125547.0,,239712.0,,,,
105055,259056,01af764a-8f76-11e1-848f-cfd5bf3ef515,,101992337.0,,,,3517514.0,Q3894964,,,,,Santa Cruz Zenzontepec,146068.0,,,,,,
105056,259059,01b884a6-8f76-11e1-848f-cfd5bf3ef515,,101997113.0,,,,4001956.0,Q4967732,,,,,La Huacana Municipality,127709.0,,27845.0,,,,
105057,259062,,,101996283.0,,,,4019042.0,Q20133726,,,,,,111689.0,,113074.0,,,,
105058,259067,01b10708-8f76-11e1-848f-cfd5bf3ef515,,101996301.0,,,,4004529.0,Q3846886,,,,,Huimilpan,125214.0,,322024.0,,,,
