,Unnamed: 0,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id
85000,196211,01a4ef18-8f76-11e1-848f-cfd5bf3ef515,,101856877.0,,,,618350.0,Q2638975,,,,,Joltai,480766.0,,7.0,,,,
85001,196213,01a4e162-8f76-11e1-848f-cfd5bf3ef515,,101863877.0,,,,618201.0,Q1983565,,,,,Hîrtopul Mare,480690.0,,4.0,,,,
85002,196215,,,101863903.0,,,,617439.0,Q2455538,,,,,Săseni,,,8.0,,,,
85003,196216,01a494f0-8f76-11e1-848f-cfd5bf3ef515,,101856899.0,,,,618079.0,Q2638488,,,,,Chiriet-Lunga,480284.0,,9.0,,,,
85004,196219,01a4a2a6-8f76-11e1-848f-cfd5bf3ef515,,101863913.0,,,,618057.0,Q2261598,,,,,Cocieri,480353.0,,9.0,,,,
85005,196220,03334b5e-8f76-11e1-848f-cfd5bf3ef515,,101929623.0,,,,2175108.0,Q4936390,,,,,"Bodalla, New South Wales",1100455.0,,375390.0,,,,
85006,196221,01a4abb6-8f76-11e1-848f-cfd5bf3ef515,,101863895.0,,,,618006.0,Q2439502,,,,,Coșnița,480405.0,,,,,,
85007,196222,,,101863919.0,,,,617854.0,Q2439566,,,,,Molovata,,,7.0,,,,
85008,196223,01a56e16-8f76-11e1-848f-cfd5bf3ef515,,101863925.0,,,,617170.0,Q2439097,,,,,"Ustia, Dubăsari",481533.0,,5.0,,,,
85009,196224,01fe2ad8-8f76-11e1-848f-cfd5bf3ef515,,101872997.0,,,,3154639.0,Q1817061,,,,,Gryllefjord,859177.0,,581129.0,,,,
85010,196225,01a4716e-8f76-11e1-848f-cfd5bf3ef515,,101863927.0,,,,618574.0,Q1987807,,,,,Berezlogi,480087.0,,7.0,,,,
85011,196226,020dfb5c-8f76-11e1-848f-cfd5bf3ef515,,101915571.0,,,,6241325.0,Q208948,,,,,Rotorua,2350462.0,,,,,,
85012,196227,01a473da-8f76-11e1-848f-cfd5bf3ef515,,101863931.0,,,,618558.0,Q2445356,,,,,Biești,480098.0,,1.0,,,,
85013,196231,,,101856947.0,,,,733955.0,Q3396802,,,,,Vamvakofyto,964120.0,,1285392.0,,,,
85014,196232,01a51e84-8f76-11e1-848f-cfd5bf3ef515,,101863909.0,,,,617619.0,Q2453794,,,,,"Păulești, Călărași",481074.0,,5.0,,,,
85015,196233,01a4d0f0-8f76-11e1-848f-cfd5bf3ef515,,101863941.0,,,,618283.0,Q2447311,,,,,Ghetlova,480602.0,,1.0,,,,
85016,196234,,,101863945.0,,,,831039.0,Q1987802,,,,,Neculăieuca,,,1.0,,,,
85017,196236,01a52460-8f76-11e1-848f-cfd5bf3ef515,,101863901.0,,,,617534.0,Q585994,,,,,Pîrîta,481106.0,,3.0,,,,
85018,196237,01a47a10-8f76-11e1-848f-cfd5bf3ef515,,101863865.0,,,,618592.0,Q2439208,,,,,Boșcana,480135.0,,8.0,,,,
85019,196239,01a50e94-8f76-11e1-848f-cfd5bf3ef515,,101863951.0,,,,617788.0,Q1987859,,,,,Morozeni,480967.0,,6.0,,,,
85020,196241,01a50b9c-8f76-11e1-848f-cfd5bf3ef515,,101863949.0,,,,617797.0,Q1987362,,,,,"Mitoc, Orhei",480950.0,,2.0,,,,
85021,196242,01a4a440-8f76-11e1-848f-cfd5bf3ef515,,101863857.0,,,,617982.0,Q2392547,,,,,Cojușna,480361.0,,2.0,,,,
85022,196243,01a47236-8f76-11e1-848f-cfd5bf3ef515,,101856893.0,,,,618571.0,Q2714541,,,,,Beșghioz,480091.0,,,,,,
85023,196246,,,101861889.0,,,,711327.0,Q1000641,,,,,Budaniv,,,4.0,,,,
85024,196247,,,101856935.0,,,,736792.0,Q3394711,,,,,Ano Poroia,946027.0,,129119.0,,,,
85025,196248,0898ecf2-8f76-11e1-848f-cfd5bf3ef515,,85947709.0,,,,4304076.0,Q2481027,2160600.0,,,,"Phelps, Kentucky",2471169.0,,272059.0,,,,
85026,196252,,,101869995.0,,,,704138.0,Q2350295,,,,,Kreminna,,,128585.0,,,,
85027,196253,020de36a-8f76-11e1-848f-cfd5bf3ef515,,101915765.0,,,,2184512.0,Q1474784,,,,,"Pleasant Point, New Zealand",2350149.0,,,,,,
85028,196256,,,85820659.0,,,,5117957.0,Q5501219,,,,,Freetown (East Hampton),2407366.0,,1081338.0,,,,
85029,196261,01a520d2-8f76-11e1-848f-cfd5bf3ef515,,101863957.0,,,,617609.0,Q2628532,,,,,Peresecina,481085.0,,6.0,,,,
85030,196262,01a52398-8f76-11e1-848f-cfd5bf3ef515,,101863959.0,,,,617916.0,Q1987719,,,,,"Piatra, Orhei",481101.0,,5.0,,,,
85031,196269,,,101861907.0,,,,691693.0,Q1020091,,,,,Terebovlia,,,128249.0,,,,
85032,196270,01a53590-8f76-11e1-848f-cfd5bf3ef515,,101863889.0,,,,617481.0,Q1983219,,,,,Rîșcova,481197.0,,8.0,,,,
85033,196272,,,101863929.0,,,,618517.0,Q1987780,,,,,Brăviceni,,,8.0,,,,
85034,196279,01a47bdc-8f76-11e1-848f-cfd5bf3ef515,,101863905.0,,,,618516.0,Q902615,,,,,Bravicea,480146.0,,1.0,,,,
85035,196284,01a4ea9a-8f76-11e1-848f-cfd5bf3ef515,,101863943.0,,,,618181.0,Q2447110,,,,,Isacova,480741.0,,2.0,,,,
