,wk_page_id,wk_name,wiki_id
0,19725260,University,Q3918
1,2503501,"Soulard, St. Louis",Q7564429
2,6378212,Cascade School District,Q5048167
3,1065687,The Hill,Q7739674
4,23005914,Hawthorne (TV series),Q1591785
5,22244123,Williams Bridge,Q8020988
6,2908039,Crabtree,Q421537
7,684259,East Side,Q364587
8,27193234,Westroads Mall shooting,Q2712908
9,27410417,Église Saint-Paul,Q9528
10,21221606,East End of London,Q739700
11,1287322,Courtney Alexander,Q1458294
12,6427613,"Neighborhoods of Portland, Oregon",Q6988110
13,308310,Midtown,Q418328
14,187475,South Bronx,Q2404798
15,1576372,Warehouse district,Q7969286
16,362663,Park Avenue,Q109711
17,22354625,Old Market,Q7084474
18,8828,Dundee,Q123709
19,251024,Downtown,Q1050303
20,30875242,Northland,Q446997
21,1203079,High Falls,Q1169266
22,1162110,Old town,Q676050
23,432420,Four Corners,Q15672
24,31327491,Downtown Palatka,Q5303538
25,13049122,KPRT (AM),Q6335856
26,44388171,Grove Place,Q18708287
27,16016090,Garment District,Q5523543
28,2419045,"Central West End, St. Louis",Q5062019
29,11766667,The Banks,Q7715561
30,126641,"Rochester, New York",Q49218
31,20087355,Corn Hill,Q5171028
32,1316472,West Side,Q416052
33,745271,Washington Square,Q357089
34,659827,The Short North,Q7763979
35,773436,Uno,Q228857
36,8749334,Triangle Town Center,Q7840090
37,458423,"South End, Boston",Q2304457
38,18906362,Kleinhans,Q6420298
0,19725260,University,Q3918
1,471386,Galleria,Q5518952
2,1576372,Warehouse district,Q7969286
3,47753586,Nash (sculpture),Q21016065
4,5965010,"University District, Columbus, Ohio",Q7894680
5,1213849,"Sharpstown, Houston",Q7490440
6,6073904,"East Memphis, Memphis, Tennessee",Q5328968
7,2133011,"Sellwood, Portland, Oregon",Q12068682
8,753912,Beale Street,Q812917
9,7195186,Stockyard,Q7618283
10,18026293,"Far West, Austin, Texas",Q5434618
11,24007,Pearl,Q43436
12,685243,West End,Q345191
13,308310,Midtown,Q418328
14,1820352,South Philadelphia,Q7568214
15,8633535,Jewelry District,Q6189605
16,1942966,"Midtown, Memphis, Tennessee",Q6843063
17,6697763,"Far Southwest, Portland, Oregon",Q5434614
18,15103570,South Austin Museum of Popular Culture,Q7566082
19,251024,Downtown,Q1050303
20,5661710,"Northwest District, Portland, Oregon",Q7060018
21,16530508,"Copperfield, Austin, Texas",Q5168813
22,14564281,Austin Creek,Q4823045
23,1628597,Federal Hill,Q2752890
24,6549343,Tualatin Mountains,Q2458817
25,26588744,Center City,Q5059276
26,127591,"Tarrytown, New York",Q1020341
27,2502745,"Travis Heights, Austin, Texas",Q7836267
28,47840578,"Nob Hill, San Francisco",Q7466
29,327869,"Deep Ellum, Dallas",Q3021127
30,35658697,Wayland Square,Q7975930
31,24595672,Knox–Henderson Station,Q6423705
32,463126,Oak Lawn,Q2008415
33,7774046,"North Memphis, Memphis, Tennessee",Q7056085
34,10553018,"Drag (Austin, Texas)",Q5304794
35,6911091,"Rose City Park, Portland, Oregon",Q7367681
36,82779,Graceland,Q545360
37,15477172,Fort Sanders,Q8564775
38,12918880,Cultural district,Q3710552
39,20477020,"National Register of Historic Places listings in Staunton, Virginia",Q6977543
40,8526010,College Hill,Q1109043
41,3423944,South Street,Q7568558
42,2144518,"Cooper-Young, Memphis",Q5167737
43,31740,University of Michigan,Q230492
44,8855055,Near South Side,Q6984386
0,7429420,Downtown Mall,Q5303497
1,13842681,Rugby Road,Q14713166
2,40501991,Rahatani,Q16939374
3,6946287,Platinum Triangle,Q7202380
4,160463,Central business district,Q738570
5,1773556,"Carthay, Los Angeles",Q16256587
6,23099698,"Little Reed Heights, Tiburon, California",Q6651543
7,684259,East Side,Q364587
8,6380751,Neighborhoods of Milwaukee,Q6988108
9,19547609,Pike Place Market,Q1373418
10,109135,"Orangetree, Florida",Q2580628
11,22526460,"Peralta Villa, Oakland, California",Q7166903
12,1118755,Little Tokyo,Q6652293
13,621834,Northside,Q451980
14,3628954,"Historic Third Ward, Milwaukee",Q16984248
15,3736012,Boar's Head Provision Company,Q4931262
16,22971203,"Quailwood, Bakersfield, California",Q7268511
17,138351,"Terrace Heights, Washington",Q1508479
18,1182775,J. Carrol Naish,Q642876
19,25102245,Charlottesville Area Transit,Q5086235
20,623022,Southside,Q413259
21,79448,Ralph Vaughan Williams,Q207947
22,28398186,Patrick Tighe,Q7147740
23,107841,"Yorba Linda, California",Q493518
24,466257,Forest Lake,Q408257
25,2474924,Rancho Mission Viejo,Q7291121
26,2196410,Jordan Downs,Q6276498
27,338808,Bel-Aire,Q739980
28,5860646,Westview,Q2565710
29,1599499,Downtown Phoenix,Q3038341
30,47646113,BVRio Environmental Exchange,Q23579381
31,2250095,The Gables,Q7735584
32,306380,"River Oaks, Houston",Q7337661
33,2533437,Jarrod Washburn,Q3028003
34,570419,North Seattle College,Q7056622
35,986146,"First Hill, Seattle",Q5453075
36,2441853,Imperial Courts,Q6006527
37,37297383,"United Presbyterian Church, Summerset",Q7889058
38,4240096,"Old Town Chinatown, Portland, Oregon",Q7085276
39,251024,Downtown,Q1050303
40,12605047,East Bakersfield,Q5327774
41,296298,Northwood,Q254834
42,268144,Montrose,Q229098
43,823531,Woodland Hills,Q349455
44,6555729,Monticello d'Alba,Q20226
45,6998405,Mary Carson Breckinridge,Q3850444
0,526225,Brixton Market,Q15030874
1,20932853,Roystonea regia,Q1069046
2,31065290,"Chollas View, San Diego",Q5104360
3,10608031,Ediacaran biota,Q723846
4,22909819,"East Aldine, Texas",Q5327681
5,4589249,"Otay Mesa, San Diego",Q7108480
6,31093654,"Emerald Hills, San Diego",Q5370446
7,7659393,Sun Valley High School (North Carolina),Q7638577
8,9896799,Maryland Route 25,Q2305896
9,7271012,Zarra Trophy,Q1365368
10,5930151,"Victory Heights, Seattle",Q7927502
11,342526,Villa,Q3950
12,306681,Mountain View,Q248217
13,25002606,Los Olivos,Q1315934
14,131119,"Green Tree, Pennsylvania",Q1185761
15,8151924,"Hyder, Arizona",Q3143668
16,21309460,"Shelltown, Maryland",Q7493878
17,3673153,Danbury (Metro-North station),Q5214951
18,24509361,"College Heights, Alberta",Q5146412
19,20917658,Roker Park (park),Q7359992
20,30739659,"Arcola, Alabama",Q4787435
21,3480780,Lindenwood,Q1826156
22,12654024,Palolo,Q7128568
23,14295521,Southeast San Diego,Q7569385
24,129341,"Elmwood Place, Ohio",Q2668788
25,111886,"Southern View, Illinois",Q1919148
26,29240998,"Spruce Lane Acres, Alberta",Q7581422
27,32925904,"Arrowhead Farms, San Bernardino, California",Q4796166
28,4767578,Woodlawn (plantation),Q1583426
29,1162110,Old town,Q676050
30,31029993,"Southcrest, San Diego",Q7569260
31,4408944,Electoral district of Playford,Q5355860
32,131604,"Fox Run, Pennsylvania",Q1131531
33,156277,Northridge,Q280883
34,290431,Northbrook,Q401987
35,1626600,"Cranebrook, New South Wales",Q5182068
36,2172884,The Meadows,Q1676630
37,9929761,Multyfarnham,Q986236
38,29943447,Chollas Creek,Q5104358
39,108095,"Pismo Beach, California",Q570287
40,6255979,List of power stations in Queensland,Q6634676
41,27118084,List of Hartford County towns and villages,Q6572897
42,60656,Ashburn,Q448556
43,4606227,Ysleta Independent School District,Q8059782
44,4928902,CFB Montreal,Q386030
45,107810,"Dana Point, California",Q852638
46,111656,"Holiday Hills, Illinois",Q1839702
0,18294901,Cedar Lawn,Q5056798
1,4507422,Carville,Q423097
2,3547342,Gladstone Park,Q5566341
3,106173,Baldwin,Q225712
4,2987590,James Piers St Aubyn,Q6141275
5,316927,Clyde,Q256840
6,600960,Birchwood,Q821731
7,45713759,North Pier (Chicago),Q20711313
8,32432,Virginia,Q1370
9,2015787,"Crossroads, Kansas City",Q5188786
10,10390019,"Belgravia, Edmonton",Q4882693
11,10373744,Forest Hill,Q413657
12,1803564,"New City, Chicago",Q542707
13,1852270,List of Garfield and Friends episodes,Q2468733
14,161314,Cheltenham,Q206988
15,246251,Ellsworth,Q228550
16,40100758,Essex,Q23240
17,1362601,"South Lawndale, Chicago",Q3492258
18,1275384,Edgebrook,Q15807282
19,3601350,Ducktown,Q1263534
20,1096015,Clarkdale,Q1095774
21,110952,"Brookfield, Illinois",Q2486605
22,509866,Bronzeville,Q4974266
23,509968,"Edison Park, Chicago",Q3047608
24,75346,"Beverly Hills, California",Q127856
25,1757115,List of Chicago Landmarks,Q2222981
26,593014,Cuyler,Q5197096
27,937807,Bowmanville,Q2922719
28,14741603,Galewood station,Q5518507
29,42811286,Anketell Port,Q17985548
30,12062297,Schoenhofen Brewery Historic District,Q7431961
31,40400,James A. Garfield,Q34597
32,7954422,Cornell University,Q49115
33,28118302,Kombinat (neighborhood),Q6428255
34,861005,Bricktown,Q4966041
35,313656,Bridgewater Canal,Q913932
36,297791,Forestville,Q451153
37,8691165,Marilyn Van Derbur,Q3847978
38,581217,Tyrone Power,Q309989
39,24940492,Robert Seyfarth,Q7349698
40,1627762,Brainerd,Q897423
41,6173250,Creekside,Q405750
42,413127,Crawford,Q200898
43,44544297,List of diplomatic missions and trade organizations in Chicago,Q18612492
44,716932,"Windsor, New South Wales",Q1026964
45,84465,Beverly,Q257952
46,1871063,Corwith,Q536232
47,13988261,Avalon Park,Q2815196
48,1097309,Brookdale,Q410679
49,41830265,Thomas Hales (settler),Q16210617
0,265592,Little Italy,Q1865708
1,25571074,Prairie Avenue,Q3401253
2,26703362,"George R. Newell House (Orlando, Florida)",Q5543657
3,25131097,Mandell,Q1358640
4,144692,Greenwood,Q233791
5,11968521,Mid-North District,Q6840764
6,32921519,Lake Meadows,Q6476868
7,3246630,"Wagerup, Western Australia",Q7959521
8,36385905,Park Manor,Q7137892
9,21111801,Marshall Field Garden Apartments,Q6773570
10,621220,Lilydale,Q1333066
11,6733183,Park Row,Q1662671
12,35703175,"Sage Hill, Calgary",Q7399129
13,185768,Norma,Q580926
14,1630911,Pepper tree,Q3067578
15,639401,CONFIG.SYS,Q1079369
16,37067257,Prairie Courts,Q7237837
17,20605598,Ellen Lovell House,Q5364918
18,1942395,Neighborhoods in Chicago,Q3413327
19,953415,"South Shore, Chicago",Q3492273
20,1803564,"New City, Chicago",Q542707
21,11572615,Northern and Pacific Junction Railway,Q16982986
22,665490,"Edgewater, Chicago",Q3047557
23,31448018,Little Hell,Q6650309
24,258919,Maplewood,Q401628
25,137945,"Grayland, Washington",Q1504780
26,15894851,Lavergne,Q293147
27,110939,"Alsip, Illinois",Q2668403
28,111127,"Lombard, Illinois",Q404610
29,25911162,George Washington Bridge Plaza,Q5545931
30,27881878,Robert Milne House,Q7347701
31,59248,Gold Coast,Q230635
32,34213736,2012 Auburn Tigers football team,Q4624814
33,96903,Pine Grove,Q403147
34,467247,City of Moreland,Q1947531
35,35020493,Ida B. Wells Homes,Q5986920
36,1337330,Kennicott,Q345865
37,11432639,Heatherdown School,Q5694214
38,5946595,Pennock,Q2069111
39,14995351,Michael Jackson,Q2831
40,6532019,Lake Keowee,Q6476437
41,268144,Montrose,Q229098
42,2935089,Humboldt Park,Q16785099
43,1559462,"South Deering, Chicago",Q740160
44,82857,Mount Pleasant,Q296015
45,1392553,Parkside,Q2052779
46,528694,Ravenswood,Q1127121
47,674332,New Auburn,Q402610
48,48209571,Raymond Lopez,Q24005039
49,29901927,Mont Clare,Q1945388
0,24313381,Omni (Miami),Q6590930
1,4825598,Simons,Q2288244
2,36842278,Regional Trial Court,Q7309184
3,358269,Sunnyside,Q356352
4,128685,"Lisbon, North Dakota",Q748348
5,12000681,"Tuscola Township, Douglas County, Illinois",Q5557390
6,6390983,Midger,Q6842209
7,30371488,Whiskey Row,Q16927459
8,102958,Roger Wolcott Sperry,Q232305
9,326456,Chicago metropolitan area,Q1754965
10,10160522,List of Gunsmoke cast members,Q17100506
11,1184265,Thornley,Q7796460
12,664014,Legislative Assembly of Alberta,Q1812866
13,665490,"Edgewater, Chicago",Q3047557
14,412444,List of people executed in North Carolina,Q6632216
15,20611127,South Pole,Q933
16,111021,"Northbrook, Illinois",Q570986
17,69732,Williamsburg,Q226608
18,6609618,Winamac,Q8023674
19,11154264,"Bridlewood, Calgary",Q4966962
20,496483,Chapel Hill,Q347944
21,34144216,Village Square Leisure Centre,Q7930689
22,1112705,Summerdale,Q1301775
23,6409493,Blodgett,Q884831
24,4654189,Carnivorous Plant Newsletter,Q1085036
25,1327448,"Brighton Park, Chicago",Q2925375
26,1014770,Shanty town,Q1294703
27,3231426,The bush,Q2344518
28,36867680,Swedish Club of Chicago,Q7654617
29,551822,Beacon Hill,Q439219
30,10291447,"Canton Township, Fulton County, Illinois",Q5033924
31,44704552,E. Kay Robinson,Q19668480
32,212614,Rural area,Q175185
33,17010730,List of Indiana Jones characters,Q1415466
34,1333364,Ridgeland,Q299528
35,333280,Riverview,Q299934
36,539572,Cedar Creek,Q358866
37,25844070,Tower Town,Q7829745
38,1470268,"Meadowview, Sacramento, California",Q6803453
39,706865,Oaks Amusement Park,Q14709151
40,1422397,"Roseland, Chicago",Q3442463
41,17609696,Index of South Dakota-related articles,Q6018582
42,37063169,Trumbull Park Homes,Q7847749
43,11429569,Parkview,Q1389200
44,12015306,"Mound Township, Effingham County, Illinois",Q5642509
45,12296164,Beverly Shores station,Q4899619
46,1307375,Shorewood,Q402615
47,6459702,East Harnham Meadows,Q5328554
0,134164,"Murrysville, Pennsylvania",Q1183898
1,144692,Greenwood,Q233791
2,16540795,"Bellemont, North Carolina",Q4883795
3,6121285,Neighborhoods of St. Louis,Q6988116
4,25382616,South Portland Bus Service,Q7568265
5,1616594,Ramblin' Jack Elliott,Q703905
6,879758,Hidden Valley,Q1038081
7,588983,Sloan,Q356265
8,899971,West Cambridge,Q7984639
9,1332173,Valley View,Q412157
10,29261744,List of islands of Maine,Q6624474
11,1015398,Chittenden,Q243320
12,308709,Strawberry Hill,Q7622429
13,101389,Everett,Q228292
14,3520905,"Hawthorne Hills, Seattle",Q5685611
15,22672268,North Pointe Preparatory,Q7056389
16,115950,"South Portland, Maine",Q1000166
17,45000530,"The Orchards, New Jersey",Q22083188
18,45697331,Prestonfield,Q22314586
19,40334603,Zürich,Q72
20,11395395,Eagle Ridge,Q5325215
21,32413885,List of aircraft (K),Q6605092
22,6886944,Acme Brick,Q4674391
23,86700,Terry Fox,Q295053
24,404382,Greendale,Q414703
25,49297036,Robert N. Clinton,Q24248197
26,126236,"Ellicott, New York",Q3708390
