wof:id,status
101853991,NO
101854149,NO
101854505,NO
101854509,NO
101854533,NO
101854549,NO
101854907,NO
101855227,NO
101855231,NO
101855237,NO
101855253,NO
101855261,NO
101855377,NO
101855405,NO
101855407,NO
101855661,NO
101855823,NO
101856053,NO
101856277,NO
101856305,NO
101856345,NO
101856353,NO
101856399,NO
101856677,NO
101856791,NO
101856809,NO
101857809,NO
101858905,NO
101870663,NO
101872123,NO
101872721,NO
101872771,NO
101872789,NO
101872851,NO
101872861,NO
101872879,NO
101872919,NO
101872923,NO
101872929,NO
101872931,NO
101873035,NO
101873047,NO
101873051,NO
101873397,NO
101874041,NO
101874101,NO
101874253,NO
101874809,NO
101874835,NO
101874931,NO
101874973,NO
101875007,NO
101875499,NO
101876009,NO
101876109,NO
101877185,NO
101877223,NO
101877383,NO
101877387,NO
101878365,NO
101878367,NO
101878379,NO
101879065,NO
101880633,NO
101880841,NO
101882077,NO
101882413,NO
101882473,NO
101883117,OK
101884177,OK
101884721,NO
101884821,NO
101886347,NO
101886563,NO
101886837,NO
101886947,NO
101887025,NO
101887259,NO
101887409,NO
101888247,NO
101888637,NO
101888979,NO
101890489,NO
101891773,NO
101892485,NO
101893735,NO
101893751,NO
101893853,NO
101894329,NO
101894609,NO
101895041,NO
101896017,NO
101897047,NO
101897619,NO
101899263,NO
101900419,NO
101901737,NO
101901871,NO
101902863,NO
101903345,NO
101905655,NO
101905667,NO
101905877,NO
101905935,NO
101905993,NO
101906707,OK
101906709,OK
101906711,OK
101906713,OK
101906715,OK
101906717,OK
101906719,OK
101906723,OK
101906927,NO
101907071,NO
101907425,NO
101907483,NO
101907539,NO
101908015,NO
101908281,NO
101909131,NO
101909297,NO
101910095,NO
101910111,NO
101910117,NO
101910571,NO
101910593,NO
101910653,NO
101910657,NO
101910763,NO
101910911,NO
101910949,NO
101910989,NO
101911013,NO
101911043,NO
101911055,NO
101911079,OK
101911085,NO
101911107,NO
101911171,NO
101911179,NO
101911189,NO
101911191,NO
101911205,NO
101911351,NO
101911355,NO
101911623,NO
101911627,NO
101911629,NO
101911631,NO
101911685,NO
101911755,NO
101911763,NO
101911771,NO
101911789,NO
101911795,NO
101911823,NO
101911827,NO
101911895,NO
101912023,NO
101912371,NO
101912403,NO
101912457,NO
101912557,NO
101912561,NO
101912603,NO
101912605,NO
101912633,NO
101912681,NO
101912685,NO
101912709,NO
101912727,NO
101912745,NO
101912765,NO
101912813,NO
101912833,NO
101912889,NO
101912919,NO
101912929,NO
101912939,NO
101912963,NO
101912979,NO
101913041,NO
101913061,NO
101913203,NO
101913205,NO
101913415,NO
101913461,NO
101913465,NO
101913515,NO
101913517,NO
101913639,NO
101913641,NO
101913645,NO
101913847,NO
101913851,NO
101913869,NO
101913893,NO
101914229,NO
101914283,NO
101914459,NO
101914525,NO
101914571,NO
101914635,NO
101914825,NO
101914833,NO
101914903,NO
101914981,NO
101915233,NO
101915265,NO
101915295,NO
101915353,NO
101915409,OK
101915417,NO
101915573,OK
101915579,NO
101915795,NO
101915799,OK
101915915,OK
101915921,OK
101915923,OK
101916105,NO
101916121,NO
101916195,NO
101916223,OK
101916289,OK
101916399,OK
101916401,OK
101916497,OK
101916499,NO
101916539,OK
101916541,NO
101916563,NO
101916577,OK
101916673,OK
101916679,OK
101916753,NO
101916767,NO
101916797,NO
101916853,NO
101916857,NO
101916859,NO
101916861,OK
101916957,OK
101916959,OK
101917181,OK
101917183,OK
101917327,OK
101917329,OK
101917505,OK
101917507,OK
101917547,OK
101917563,OK
101917565,OK
101917567,OK
101917577,OK
101917579,OK
101917603,OK
101917605,OK
101917607,OK
101917667,OK
101917753,NO
101917795,NO
101917797,NO
101917849,NO
101917851,NO
101917857,NO
101917915,NO
101918003,NO
101918019,NO
101918297,NO
101918311,NO
101918395,NO
101918427,NO
101918491,NO
101918941,NO
101918945,NO
101918983,NO
101918987,NO
101918989,NO
101919065,NO
101919079,NO
101919083,NO
101919085,NO
101919093,NO
101919133,NO
101919145,NO
101919163,NO
101919211,NO
101919225,NO
101919235,NO
101919315,OK
101919365,OK
101919399,OK
101919413,NO
101919441,NO
101919471,NO
101919473,NO
101919667,NO
101919677,NO
101919703,NO
101919775,NO
101919787,NO
101919791,NO
101919795,NO
101919797,NO
101919827,NO
101919829,NO
101919833,NO
101919837,NO
101919839,NO
101919841,NO
101919845,NO
101919847,NO
101919863,NO
101919867,NO
101919869,NO
101919871,NO
101919873,NO
101919877,NO
101919883,NO
101919885,NO
101919889,NO
101919891,NO
101919893,NO
101919895,NO
101919899,NO
101919901,NO
101919907,NO
101919913,NO
101919917,NO
101919925,NO
101919935,NO
101919939,NO
101919941,NO
101919955,NO
101919963,NO
101919965,NO
101919981,NO
101919985,NO
101919989,NO
101919991,NO
101919995,NO
101919999,NO
101920001,NO
101920003,NO
101920007,NO
101920011,NO
101920015,NO
101920019,NO
101920021,NO
101920025,NO
101920027,NO
101920031,NO
101920035,NO
101920065,NO
101920071,NO
101920079,NO
101920093,NO
101920097,NO
101920277,NO
101920279,NO
101920793,NO
101920825,NO
101920841,NO
101920863,NO
101920867,NO
101920871,NO
101920873,NO
101920877,NO
101920879,NO
101920889,NO
101920917,NO
101920919,NO
101920921,NO
101920925,NO
101920951,NO
101920961,OK
101920965,OK
101920971,OK
101920981,NO
101920983,NO
101921007,NO
101921009,NO
101921079,NO
101921091,NO
101921109,NO
101921111,NO
101921119,NO
101921145,NO
101921203,NO
101921231,NO
101921239,NO
101921287,NO
101921331,NO
101921333,NO
101921335,NO
101921341,NO
101921351,NO
101921361,NO
101921379,NO
101921397,NO
101921411,NO
101921425,NO
101921461,NO
101921467,NO
101921473,NO
101921511,NO
101921533,NO
101921569,NO
101921611,NO
101921713,NO
101921725,NO
101921727,NO
101921735,NO
101921741,NO
101921761,NO
101921763,NO
101921765,NO
101921791,NO
101921793,NO
101921795,NO
101921905,NO
101921915,NO
101921959,NO
101921963,NO
101921989,NO
101922023,NO
101922027,NO
101922137,NO
101922155,NO
101922157,NO
101922161,NO
101922189,NO
101922193,NO
101922209,NO
101922243,NO
101922247,NO
101922251,NO
101922253,NO
101922257,NO
101922261,NO
101922265,NO
101922269,NO
101922271,NO
101922275,NO
101922289,NO
101922369,NO
101922371,NO
101922373,NO
101922397,NO
101922423,NO
101922425,NO
101922429,NO
101922443,NO
101922465,NO
101922467,NO
101922469,NO
101922485,NO
101922487,NO
101922501,NO
101922505,NO
101922511,NO
101922519,NO
101922527,NO
101922537,NO
101922553,NO
101922581,NO
101922585,NO
101922625,NO
101922629,NO
101922635,NO
101922649,NO
101922661,NO
101922665,NO
101922667,NO
101922745,NO
101922771,NO
101922799,NO
101922803,NO
101922835,NO
101922859,NO
101922873,NO
101922879,NO
101922909,NO
101922915,NO
101922923,NO
101922981,NO
101922983,NO
101922985,NO
101923009,NO
101923015,NO
101923025,NO
101923027,NO
101923035,NO
101923037,NO
101923041,NO
101923051,NO
101923059,NO
101923111,NO
101923129,NO
101923215,NO
101923217,NO
101923265,NO
101923285,NO
101923601,NO
101923615,NO
101923673,NO
101923751,NO
101923761,NO
101923775,NO
101923779,NO
101923931,NO
101923999,NO
101924049,NO
101924061,NO
101924085,NO
101924113,NO
101924133,NO
101924211,NO
101924215,NO
101924221,NO
101924347,NO
101924429,NO
101924453,OK
101924493,OK
101924499,OK
101924507,NO
101924555,NO
101924565,NO
101924623,NO
101924933,NO
101925021,NO
101925149,NO
101925201,NO
101925227,NO
101925259,NO
101925311,NO
101925313,NO
101925379,NO
101925411,NO
101925443,NO
101925461,NO
101925467,NO
101925553,NO
101925619,NO
101925669,NO
101925687,NO
101925713,NO
101925767,NO
101925787,NO
101925793,NO
101925853,NO
101925871,NO
101925879,NO
101925915,NO
101925937,NO
101925941,NO
101925947,NO
101926061,NO
101926069,NO
101926095,NO
101926111,NO
101926119,NO
101926121,NO
101926123,NO
101926129,NO
101926133,NO
101926157,NO
101926189,NO
101926205,NO
101926225,NO
101926317,NO
101926333,NO
101926407,NO
101926439,NO
101926477,NO
101926543,NO
101926787,NO
101926847,NO
101926963,NO
101926973,NO
101927001,OK
101927039,OK
101927057,NO
101927167,NO
101927253,NO
101927287,NO
101927333,NO
101927337,NO
101927391,NO
101927447,NO
101927607,NO
101927627,NO
101927653,NO
101927665,NO
101927685,NO
101927729,NO
101927757,NO
101927841,NO
101927891,NO
101927895,NO
101928007,NO
101928107,NO
101928117,NO
101928135,NO
101928143,NO
101928163,NO
101928171,NO
101928365,NO
101928383,NO
101928391,NO
101928449,NO
101928565,NO
101928737,NO
101928749,NO
101928787,NO
101928895,NO
101928921,NO
101929033,NO
101929241,NO
101929277,NO
101929279,NO
101929453,NO
101929457,NO
101929559,NO
101929567,NO
101929577,NO
101929621,NO
101929703,NO
101929705,NO
101929783,NO
101929839,NO
101929843,NO
101929963,NO
101929971,NO
101930069,NO
101930097,NO
101930165,NO
101930233,NO
101930271,NO
101930297,NO
101930361,NO
101930489,NO
101930509,NO
101930695,NO
101930705,OK
101930915,OK
101930979,NO
101931041,OK
101931079,NO
101931083,OK
101931101,NO
101931153,OK
101931169,OK
101931193,OK
101931269,OK
101931337,NO
101931341,NO
101931455,NO
101931467,OK
101931505,NO
101931581,OK
101931613,NO
101931645,NO
101931695,NO
101931727,OK
101931775,OK
101931891,NO
101931929,OK
101931935,OK
101931983,OK
101931987,NO
101932135,NO
101932233,OK
101932249,OK
101932261,OK
101932303,OK
101932399,NO
101932583,NO
101932815,NO
101932977,NO
101932985,NO
101933049,NO
101933061,NO
101933071,NO
101933247,NO
101933303,NO
101933333,NO
101933557,NO
101933599,NO
101933629,OK
101933637,OK
101933699,OK
101933827,OK
101933887,OK
101933895,OK
101934309,OK
101934379,OK
101934389,OK
101934475,OK
101934487,OK
101934559,OK
101934593,OK
101934617,OK
101934699,OK
101934705,OK
101934707,OK
101934735,OK
101934757,OK
101934759,OK
101934799,OK
101934843,OK
101934933,OK
101935007,OK
101935027,NO
101935047,NO
101935073,NO
101935149,NO
101935157,OK
101935173,NO
101935189,OK
101935217,NO
101935273,NO
101935295,NO
101935333,NO
101935343,NO
101935351,NO
101935435,OK
101935445,NO
101935453,OK
101935455,NO
101935457,NO
101935511,NO
101935529,NO
101935601,OK
101935853,NO
101936459,NO
101936485,NO
101936499,NO
101936535,NO
101936701,NO
101937029,NO
101937345,NO
101937353,OK
101937607,NO
101937693,NO
101937779,NO
101937799,NO
101937849,NO
101938091,OK
101938337,NO
101938387,NO
101938415,NO
101938529,OK
101938557,NO
101938595,NO
101938657,OK
101938681,NO
101938929,NO
101938965,NO
101939055,NO
101939231,NO
101939259,NO
101939297,NO
101939329,NO
101939359,NO
101939375,NO
101939385,NO
101939397,NO
101939417,NO
101939431,NO
101939469,NO
101939627,NO
101939821,NO
101939849,NO
101939911,NO
101939923,NO
101940081,NO
101940173,NO
101940441,OK
101940553,OK
101940631,OK
101940697,NO
101940815,NO
101940825,NO
101940901,NO
101940913,NO
101941195,NO
101941275,NO
101941287,NO
101941357,NO
101941721,NO
101941779,NO
101941795,NO
101941801,NO
101941823,NO
101941849,NO
101941899,NO
101941937,NO
101941991,NO
101942041,NO
101942083,NO
101942087,NO
101942095,NO
101942117,NO
101942121,NO
101942129,NO
101942147,NO
101942149,NO
101942157,NO
101942215,NO
101942297,NO
101942301,NO
101942341,NO
101942481,NO
101942489,NO
101942587,NO
101942751,NO
101942783,NO
101942823,NO
101942903,NO
101942979,NO
101943091,NO
101943167,NO
101943203,NO
101943317,NO
101943417,NO
101943537,NO
101943815,NO
101943949,NO
101943967,NO
101943989,NO
101943991,NO
101944005,NO
101944007,OK
101944037,OK
101944051,NO
101944109,NO
101944115,NO
101944137,NO
101944147,NO
101944207,NO
101944253,NO
101944255,NO
101944273,NO
101944303,NO
101944313,NO
101944325,NO
101944337,NO
101944345,NO
101944353,NO
101944355,NO
101944371,NO
101944381,NO
101944417,NO
101944435,NO
101944447,NO
101944487,NO
101944507,NO
101944533,NO
101944549,NO
101944589,NO
101944633,NO
101944635,NO
101944645,NO
101944651,NO
101944667,NO
101944673,NO
101944677,NO
101944691,NO
101944747,NO
101944765,NO
101944823,NO
101944837,NO
101944839,NO
101944869,NO
101944887,NO
101944905,NO
101944927,NO
101944937,NO
101945003,NO
101945005,NO
101945023,NO
101945051,NO
101945081,NO
101945109,NO
101945111,NO
101945117,NO
101945171,NO
101945201,NO
101945211,NO
101945215,NO
101945219,NO
101945225,NO
101945227,NO
101945231,NO
101945237,NO
101945255,NO
101945261,NO
101945263,NO
101945291,NO
101945305,NO
101945309,NO
101945325,NO
101945341,NO
101945381,NO
101945389,NO
101945409,NO
101945445,NO
101945455,NO
101945459,NO
101945471,NO
101945485,NO
101945491,NO
101945559,NO
101945571,NO
101945585,NO
101945591,NO
101945597,NO
101945609,NO
101945627,NO
101945635,NO
101945653,NO
101945661,NO
101945675,NO
101945695,NO
101945707,NO
101945719,OK
101945723,OK
101945731,OK
101945741,NO
101945761,NO
101945777,NO
101945783,NO
101945789,OK
101945827,OK
101945893,OK
101946055,OK
101946099,OK
101946109,NO
101946155,OK
101946251,OK
101946271,OK
101946273,NO
101946277,NO
101946333,OK
101946379,OK
101946395,OK
101946441,OK
101946517,OK
101946613,OK
101946637,OK
101946671,OK
101946731,OK
101946827,NO
101946855,NO
101946895,NO
101946981,OK
101946985,OK
101947029,OK
101947049,OK
101947061,OK
101947109,OK
101947111,NO
101947143,NO
101947151,NO
101947187,NO
101947191,NO
101947227,NO
101947237,OK
101947259,OK
101947295,OK
101947335,OK
101947351,NO
101947357,NO
101947391,OK
101947409,OK
101947515,OK
101947551,NO
101947565,NO
101947649,NO
101947713,NO
101947723,NO
101947747,NO
101947809,NO
101947909,NO
101947913,NO
101948001,OK
101948005,NO
101948019,NO
101948043,OK
101948065,OK
101948073,OK
101948097,OK
101948113,NO
101948147,OK
101948167,NO
101948171,NO
101948279,NO
101948359,NO
101948393,NO
101948455,NO
101948491,NO
101948497,NO
101948541,NO
101948545,NO
101948559,NO
101948651,NO
101948657,NO
101948663,NO
101948725,NO
101948743,NO
101948745,NO
101948755,NO
101948851,NO
101948897,NO
101948907,NO
101948909,NO
101948939,NO
101948945,NO
101948961,NO
101948975,NO
101948999,NO
101949029,NO
101949047,NO
101949097,NO
101949119,NO
101949145,NO
101949157,NO
101949159,OK
101949163,OK
101949215,NO
101949223,OK
101949245,NO
101949277,NO
101949305,NO
101949337,NO
101949339,NO
101949353,NO
101949425,NO
101949447,NO
101949455,NO
101949469,NO
101949475,NO
101949493,NO
101949515,NO
101949565,NO
101949567,NO
101949589,NO
101949607,NO
101949625,NO
101949631,NO
101949639,NO
101949653,NO
101949681,NO
101949739,NO
101949769,NO
101949789,NO
101949807,NO
101949843,OK
101949887,OK
101949901,OK
101949917,NO
101949927,NO
101949961,NO
101949973,NO
101949995,NO
101950003,NO
101950035,OK
101950071,OK
101950079,OK
101950105,NO
101950141,NO
101950159,NO
101950163,NO
101950171,NO
101950179,NO
101950199,NO
101950205,NO
101950215,NO
101950247,NO
101950249,NO
101950261,NO
101950269,NO
101950341,NO
101950357,NO
101950369,NO
101950393,NO
101950411,NO
101950415,NO
101950423,NO
101950429,NO
101950441,NO
101950455,NO
101950459,NO
101950519,NO
101950539,NO
101950619,NO
101950635,NO
101950673,NO
101950687,NO
101950691,NO
101950701,NO
101950703,NO
101950723,NO
101950739,NO
101950775,NO
101950805,NO
101950825,NO
101950855,NO
101950927,NO
101950931,NO
101950943,NO
101950985,NO
101951017,NO
101951027,NO
101951059,NO
101951093,NO
101951111,NO
101951123,NO
101951155,NO
101951173,NO
101951183,NO
101951201,NO
101951223,NO
101951249,NO
101951251,NO
101951255,NO
101951275,NO
101951293,NO
101951297,NO
101951311,NO
101951323,NO
101951377,NO
101951387,NO
101951393,NO
101951405,NO
101951429,NO
101951431,NO
101951447,NO
101951453,NO
101951457,NO
101951479,NO
101951491,NO
101951565,NO
101951597,NO
101951611,NO
101951633,NO
101951677,NO
101951769,NO
101951781,NO
101951791,NO
101951807,NO
101951817,NO
101951835,NO
101951851,NO
101951867,NO
101951871,NO
101951879,NO
101951885,NO
101951905,NO
101951913,NO
101951959,NO
101951963,NO
101952035,NO
101952051,NO
101952053,NO
101952061,NO
101952091,NO
101952097,NO
101952105,NO
101952113,NO
101952131,NO
101952141,NO
101952143,NO
101952197,NO
101952199,NO
101952211,NO
101952215,NO
101952237,NO
101952239,NO
101952257,NO
101952273,NO
101952305,NO
101952311,NO
101952323,NO
101952361,NO
101952403,NO
101952467,NO
101952485,NO
101952497,NO
101952505,NO
101952535,NO
101952569,NO
101952589,NO
101952601,NO
101952623,NO
101952727,NO
101952787,NO
101952797,NO
101952805,NO
101952839,NO
101952859,NO
101952881,NO
101952889,NO
101952911,NO
101952937,NO
101952983,NO
101953001,NO
101953093,NO
101953105,NO
101953111,NO
101953113,NO
101953119,NO
101953129,NO
101953159,NO
101953167,NO
101953173,NO
101953177,NO
101953225,NO
101953241,NO
101953245,NO
101953271,NO
